title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"2-комн. кв., 42 м2","Бишкек, 6 м-н",$ 42 000,3 561 600 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 22 дня назад,Поднято 9 часов назад,139,от агента,кирпичный,8 этаж из 10,,42 м2,,индивид. планировка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаётся 2 комнатная студия в 6 мкр в ЖК ""Азат Курулуш""  в новом, элитном, кирпичном, доме.

Квартира находится на 8 этаже из 10. 

Сан узел совмещен, дом сдан, газовое отопление остальные коммуникации центральные. 

Общая площадь 42 м2 

Квартира с отличным, свежим ремонтом. 

Очень развитый район: широкая транспортная развязка, магазины, школы, садики. 

Огороженная охраняемая территория, бесплатный паркинг,  детская площадка. 

Звоните, покажу в ближайшее время. 

Цена:42000$ 

Тел:0708176990
0778176990
0550176990
0222702320(после 18:00 и whatsapp)
","""42.8237""","""74.626""",https://www.house.kg/details/5623727603f3377a8dda4-12979095
"2-комн. кв., 44 м2","Бишкек, Городок строителей",$ 35 000,2 968 000 сом,$ 795/м2,67 455 сом/м2,Добавлено 1 месяц назад,Поднято 9 часов назад,217,от агента,панельный,3 этаж из 5,,44 м2,,104 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 2-х квартира 104 серии в Городке строителей на 3/5 этаже, в хорошем состоянии. Остаётся мебель и бытовая техника. Цена 35000$ 

0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8744""","""74.6918""",https://www.house.kg/details/6143090602a02dd096302-58641754
"1-комн. кв., 32 м2","Бишкек, 8 м-н",$ 32 000,2 713 600 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 1 месяц назад,Поднято 9 часов назад,306,от агента,панельный,3 этаж из 5,,32 м2,,104 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
1 кв 104 серии 3/5 этаж 8 мик-он, после свежего ремонта 32$ 
тел: 
0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8323""","""74.611""",https://www.house.kg/details/6682806024fc43b341c1-77216909
"3-комн. кв., 62 м2","Бишкек, Карпинка",$ 44 000,3 731 200 сом,$ 710/м2,60 181 сом/м2,Добавлено 1 месяц назад,Поднято 9 часов назад,262,от агента,панельный,9 этаж из 9,,62 м2,,105 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продам 3-х комнатную солнечную квартиру 105 серии в центре города, район Карпинка/Токтогула 

Квартира находится на 9 этаже из 9. +тех этаж

Сделан евроремонт с использованием качественных материалов. Имеется кондиционер.

Делали все для себя, продумана каждая
мелочь. Встроенная кухня с техникой и фурнитурой, эргономичные межкомнатные двери.

ЗАХОДИ И ЖИВИ!

Охраняемый дом с видеонаблюдением. Есть парковочные места во дворе. На территории дома детская площадка, магазин. В шаговой доступности транспортная развязка, школа, поликлиника и аптека. 

Цена:46000$

Тел:
0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8722""","""74.6237""",https://www.house.kg/details/604384602a018fdc1873-07290942
"2-комн. кв., 48 м2","Бишкек, Асанбай м-н",$ 44 500,3 773 600 сом,$ 927/м2,78 617 сом/м2,Добавлено 2 месяца назад,Поднято 9 часов назад,262,от агента,кирпичный,1 этаж из 5,,48 м2,,105 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Очень срочно продаётся уютная 2х комнатная квартира в 12 мкр. 

Квартира находится на 1 этаже из 5 

Планировка 105 серии,  просторная и очень теплая квартира, зимой жарко, летом прохладно. 

Общая площадь 48 м2. Кухня 8 м2, спальня 11.5 м2, зал 18 м2. 

Квартира в хорошем состоянии , можно заходить и жить. 

Очень развитый район,в шаговой доступности гипермаркет Фрунзе, ДК, Бот Сад, Церковь,Мечеть. Конечная маршруток. 

Звоните, покажем в ближайшее время . Цена окончательная, торговаться не нужно.

Цена:44500$

Тел:0508160696
","""42.8186""","""74.6248""",https://www.house.kg/details/31228216011743f1ba721-04563490
"3-комн. кв., 68 м2","Бишкек, Асанбай м-н",$ 72 000,6 105 600 сом,$ 1 059/м2,89 788 сом/м2,Добавлено 2 месяца назад,Поднято 9 часов назад,293,от агента,монолитный,2 этаж из 18,,68 м2,,индивид. планировка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3х комнатную квартиру в Асанбае по Магистрали 
*2 этаж из 18
*Общая площадь 68,7 квадратов
*Комнаты все изолированы
*Сан узел раздельный
*Дорогая новая сантехника
*Испанский и итальянский кафель
*Свежий, качественный евро ремонт
","""42.8179""","""74.6242""",https://www.house.kg/details/112783660128a49cdd825-18290633
"1-комн. кв., 32 м2","Бишкек, 5 м-н",$ 32 000,2 713 600 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 23 дня назад,Поднято 9 часов назад,109,от агента,кирпичный,2 этаж из 5,,32 м2,,индивид. планировка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 1 комнатная квартира в 5 мкр 

Квартира находится на 2 этаже из 5. 

Планировка индивидуальная, дом кирпичный, зимой тепло, летом прохладно. Квартира с балконом, утеплен, застеклен. 

Общая площадь 32 м2. 

Квартира в хорошем состоянии, можно заходить и жить. 

Большой двор, детская площадка, дружные соседи, очень инфраструктура развитая, широкая транспортная развязка. 

Звоните, покажу в ближайшее время. 

Цена:32000$ 

Тел:0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8319""","""74.6266""",https://www.house.kg/details/7619921603e2da1aa3117-65770764
"2-комн. кв., 65 м2",Бишкек,$ 46 500,3 943 200 сом,$ 715/м2,60 665 сом/м2,Добавлено 1 месяц назад,Поднято 9 часов назад,251,от агента,кирпичный,8 этаж из 10,,65 м2,,индивид. планировка,центральное,евроремонт,,,,балкон,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 2х комнатная квартира в районе Льва Толстого/Баха. Квартира с дизайнерским ремонтом. Квадратура 65кв.метров. Очень уютная и теплая квартира в новом доме. Вложено много души и денег. Все зоны грамотно продуманы. Имеется балкон и кладовая. Кухонный гарнитур дорогой из МДФ, покрытый итальянской краской. Кафель и керамогранит полностью Kerama Marazzi. Качественные теплые полы Корея. Сантехника полностью Турция. Ламинат 8мм 32класс влагостойкий. Продумано вплоть до розеток (Турция) в каждой из комнат. Дорогие шторы под заказ, с blackout. В квартире установлены 2 кондиционера. 2 больших встроенных шкафа, вмещающих очень много вещей, при этом занимают мало места. Квартира находится на 8 этаже из 10 полноценных. Лифт работает. Отопление центральное. Техпаспорт на стадии завершения для выдачи. Дом кирпичный, застройщик Оргтехстрой. 

Цена:46500$ 

0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.865""","""74.5889""",https://www.house.kg/details/25144666030e38be3dee4-84321688
"2-комн. кв., 42 м2","Бишкек, 10 м-н",$ 39 000,3 307 200 сом,$ 929/м2,78 743 сом/м2,Добавлено 23 дня назад,Поднято 9 часов назад,105,от агента,панельный,3 этаж из 5,,42 м2,,104 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаётся 2х комнатная в 10 мкр, 104 серии, квартира находится на 3 этаже из 5 этаже,  все коммуникации центральные, дом панельный.

Общая площадь 42 м2 

Квартира с хорошим Новым ремонтом. 

Очень развитый район: широкая транспортная развязка, магазины, школы, садики. 



Звоните, покажу в ближайшее время. 

Цена:39000$ 

Тел:0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8312""","""74.6038""",https://www.house.kg/details/6253133603df74a5f7dd8-61509228
"3-комн. кв., 75 м2","Бишкек, Моссовет",$ 61 000,5 172 800 сом,$ 813/м2,68 971 сом/м2,Добавлено 23 дня назад,Поднято 9 часов назад,150,от агента,панельный,4 этаж из 9,,75 м2,,106 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 3 комнатная квартира с сушилкой в районе Моссовета 

Квартира находится на 4 этаже из 9. 

Планировка 106 серии, дом панельный, зимой тепло, летом прохладно. Квартира со стороны сушилки. 

Общая площадь 75 м2. 

Квартира в хорошем состоянии, можно заходить и жить. 

Большой двор, детская площадка, дружные соседи, очень инфраструктура развитая, широкая транспортная развязка. 

Звоните, покажу в ближайшее время. 

Цена:61000$ 

Тел:0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8693""","""74.6113""",https://www.house.kg/details/4072565603df979e31bb6-55735736
"3-комн. кв., 64 м2","Бишкек, 7 м-н",$ 65 000,5 512 000 сом,$ 1 016/м2,86 125 сом/м2,Добавлено 23 дня назад,Поднято 9 часов назад,146,от агента,панельный,4 этаж из 9,,64 м2,,106 серия,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 3 комнатная квартира в 7 мкр. 

Квартира находится на 4 этаже из 9. 

Планировка 106 серии, дом панельный, зимой тепло, летом прохладно. Квартира со стороны сушилки. 

Общая площадь 64 м2. 

Квартира с отличным евроремонтом. Можно заходить и жить. 

Остается частично мебель.

Большой двор, детская площадка, дружные соседи, очень инфраструктура развитая, широкая транспортная развязка. 

Звоните, покажу в ближайшее время. 

Цена:65000$ 

Тел:0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8287""","""74.6179""",https://www.house.kg/details/4693529603df62f759355-28495810
"2-комн. кв., 43 м2","Бишкек, 9 м-н",$ 36 500,3 095 200 сом,$ 849/м2,71 981 сом/м2,Добавлено 2 месяца назад,Поднято 9 часов назад,425,от агента,панельный,1 этаж из 4,,43 м2,,104 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся отличная 2х комнатная квартира в 9 мкр 

Квартира находится на 1 этаже из 4. 

Планировка 104 серии, дом панельный, очень теплая квартира, зимой тепло, летом прохладно. 

Общая площадь 43 м2. 

Квартира светлая, в отличном состоянии, заходи и живи. 

Большой двор, дружные соседи, тихий район. 

Звоните, покажу в ближайшее время. 

Цена:36500$ 

Тел:

0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8355""","""74.6042""",https://www.house.kg/details/218685660138eff06da00-68383916
"2-комн. кв., 48 м2","Бишкек, Восток-5 м-н",$ 38 000,3 222 400 сом,$ 792/м2,67 133 сом/м2,Добавлено 3 месяца назад,Поднято 9 часов назад,513,от агента,панельный,4 этаж из 5,,48 м2,,105 серия,центральное,среднее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю 2х комнатную квартиру в Востоке 5 по Мамбетова
*105 серия 
*4 этаж из 5
*не угловая
*кухня расширена, из спальни переделана в зал 
*кухонный гарнитур остается

0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8723""","""74.6322""",https://www.house.kg/details/12833325fe5a4f65b1869-93348816
"2-комн. кв., 52 м2",Бишкек,$ 42 500,3 604 000 сом,$ 817/м2,69 308 сом/м2,Добавлено 2 месяца назад,Поднято 9 часов назад,394,от агента,кирпичный,3 этаж из 5,,52 м2,,индивид. планировка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю 2х кв Киевская/Турусбекова 
*3 этаж из 5
*индивидуалка кирпичный дом 
*не угловая 
*лоджия по периметру 
*50 квадратов

0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8759""","""74.5844""",https://www.house.kg/details/786704060059750e205d5-98224381
"1-комн. кв., 45 м2","Бишкек, Кок-Жар ж/м, молдокулова",$ 33 500,2 840 800 сом,$ 744/м2,63 129 сом/м2,Добавлено 2 месяца назад,Поднято 9 часов назад,430,от агента,"панельный, 2020 г.",4 этаж из 9,,45 м2,,106 серия улучшенная,электрическое,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю 1 кв Ахунбаева/Алматинка по ул.Молдокулова
*4 этаж из 9
*106 улучшенная 
*45 квадратов 
*МСтрой Групп 
*Свежий ремонт


0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8468""","""74.6427""",https://www.house.kg/details/55796435ffd3cd8470532-07871433
"3-комн. кв., 62 м2","Бишкек, Моссовет",$ 62 000,5 257 600 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 2 месяца назад,Поднято 9 часов назад,308,от агента,панельный,2 этаж из 9,,62 м2,,105 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся уютная 3х комнатная квартира с сушилкой Суюмбаева/Московская

Квартира на 2 этаже из 9, самый продаваемый этаж, королевский. Лифт на него не ходит , поэтому у подъезде всегда тишина 

Планировка 105 серии,  просторная и очень теплая квартира, зимой жарко, летом прохладно. Сушилка переделана в кухню.

Общая площадь 64 м2 + сушилка 14 м2, Зал 18 м2, кухня 8 м2, сан узел раздельный, 2 больших спальни 10 м2 и 11,5 м2 . 

Квартира с отличным, свежим ремонтом, с мебелью, можно заходить и жить. 

Очень развитый район, школы, садики , магазины, больницы. 

Звоните, покажем в ближайшее время .

Цена:62000$

Тел:
0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8693""","""74.6113""",https://www.house.kg/details/527047160163ebc486896-80683759
"1-комн. кв., 36 м2","Бишкек, Восток-5 м-н",$ 35 000,2 968 000 сом,$ 972/м2,82 444 сом/м2,Добавлено 1 месяц назад,Поднято 9 часов назад,145,от агента,панельный,8 этаж из 9,,36 м2,,106 серия,,хорошее,,,,лоджия,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 1 комнатная квартира в Востоке 5 

Квартира находится на 8 этаже из 9. 

Планировка 106 серии, большая кухня и зал, 2 лоджии. 

Общая площадь 36 м2(без лоджий) 

Большой двор, детская площадка, дружные соседи, вся инфраструктура развитая, широкая транспортная развязка 

Квартира в хорошем состоянии, можно заходить и жить. 

Звоните, покажу в ближайшее время. 

Цена:35000$ 

Тел:0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8717""","""74.632""",https://www.house.kg/details/616051060309ee2f17675-81383310
"3-комн. кв., 66 м2",Бишкек,$ 42 500,3 604 000 сом,$ 644/м2,54 606 сом/м2,Добавлено 10 дней назад,Поднято 9 часов назад,92,от агента,кирпичный,5 этаж из 5,,66 м2,,индивид. планировка,центральное,хорошее,возможно подключение,проводной,совмещенный,застекленный балкон,металлическая,,,,,,,магистральный,,"домофон,                                             кодовый замок",,линолеум,,"новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             тихий двор,                                             удобно под бизнес",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Очень Срочно Продаю большую 3х ком квартиру.
Адрес: Токтогула-Беишеналиева
Площадь 66м2, Индивидуальныи Проект!
Квартира на 5 этаже, сделан капитальный ремонт крыши! КВ не угловая!
Огороженныи двор,сэлектрические ворота!
Кирпичный дом! Все коммуникации!
Комнаты просторные и изолированные! Окна выходят на Юг и Север! 2 лоджии!
Просьба просто так впустую не звонить!
Если есть конкретно и реально интерес, звоните обсудим и договоримся!

Цена: 42500$ Окончательно!
","""42.8739""","""74.5726""",https://www.house.kg/details/2309452604f49a6459428-21586580
"3-комн. кв., 58 м2","Бишкек, 10 м-н",$ 41 500,3 519 200 сом,$ 716/м2,60 676 сом/м2,Добавлено 2 месяца назад,Поднято 9 часов назад,371,от агента,панельный,2 этаж из 5,,58 м2,,104 серия,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю 3х кв в 10 мкр
*2 этаж из 5
*не угловая
*с балконом 
*косметический ремонт

0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8312""","""74.6038""",https://www.house.kg/details/6062546008686ca6f877-40174269
"1-комн. кв., 35 м2","Бишкек, Аламедин-1 м-н",$ 31 500,2 671 200 сом,$ 900/м2,76 320 сом/м2,Добавлено 10 дней назад,Поднято 9 часов назад,118,от агента,панельный,7 этаж из 9,,35 м2,,106 серия,центральное,хорошее,есть,проводной,совмещенный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             кодовый замок,                                             видеонаблюдение",частично меблирована,линолеум,,"новая сантехника,                                             неугловая,                                             встроенная кухня,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаётся 1ком кв 106 серии полноценная не угловая.
Район Аламедин-1. этаж 7 из 9, НЕ МАЛОСЕМЕЙКА!
Дом кооперативный имеется видео охрана, лифт всегда работает, проводиться уборка подъездов, территории.
На данный момент проживают квартиранты оплачивают 13000с в мес.
Мебель, техника имеется окна пластиковые.

Цена: 31500$
","""42.8766""","""74.6847""",https://www.house.kg/details/3269397604f5504537a04-89785438
"1-комн. кв., 28 м2",Бишкек,$ 31 500,2 671 200 сом,$ 1 125/м2,95 400 сом/м2,Добавлено 25 дней назад,Поднято 9 часов назад,104,от агента,кирпичный,2 этаж из 5,,28 м2,,индивид. планировка,центральное,,,,,застекленный балкон,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 1кв.Инд.план.
Турусбекова-Токтогула
28,2+балкон застекленный.
Этаж 2/5.Не угловая.
Все коммуникации центральные, требуется косметический ремонт. 
Удобно под сдачу,аренду и для жилья.
Стоимость 31,5$
Тел.0708373601
0708176990
0550176990
","""42.873""","""74.5845""",https://www.house.kg/details/7602077603b4fe9d08231-19223289
"1-комн. кв., 28 м2",Бишкек,$ 31 500,2 671 200 сом,$ 1 125/м2,95 400 сом/м2,Добавлено 25 дней назад,Поднято 9 часов назад,106,от агента,кирпичный,2 этаж из 5,,28 м2,,индивид. планировка,центральное,,,,,застекленный балкон,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 1кв.Инд.план.
Турусбекова-Токтогула
28,2+балкон застекленный.
Этаж 2/5.Не угловая.
Все коммуникации центральные, требуется косметический ремонт. 
Удобно под сдачу,аренду и для жилья.
Стоимость 31,5$
Тел.0708373601
0708176990
0550176990
","""42.873""","""74.5845""",https://www.house.kg/details/7602077603b4fe9d08231-19223289
"1-комн. кв., 43 м2","Бишкек, Асанбай м-н",$ 36 500,3 095 200 сом,$ 849/м2,71 981 сом/м2,Добавлено 27 дней назад,Поднято 9 часов назад,128,от агента,панельный,9 этаж из 9,,43 м2,,106 серия,,среднее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 1 кв 106 серии в Асанбае 
*9 этаж из 9 (+тех этаж)
*не угловая
*2 лоджии , 43 квадрата
*после ремонта 
*отличный,тихий район, дружные соседи,развитая инфраструктура 

Цена:36500$ 

Тел: 0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8186""","""74.6248""",https://www.house.kg/details/2922110603892dfe94fb7-27727321
"2-комн. кв., 88 м2","Бишкек, Кок-Жар м-н, мкрн Кок-Жар",$ 65 000,5 512 000 сом,$ 739/м2,62 636 сом/м2,Добавлено 10 дней назад,Поднято 9 часов назад,67,от агента,"монолитный, 2019 г.",12 этаж из 12,,88 м2,,элитка,центральное,евроремонт,возможно подключение,проводной,раздельный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             сигнализация,                                             видеодомофон,                                             кодовый замок,                                             видеонаблюдение",,ламинат,3 м.,"пластиковые окна,                                             улучшенная,                                             кухня-студия,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,нет,,"

                                    Описание от продавца                            
Продаю 2 комнатную квартиру ЖК ""Кок-Жар"" СК ПамирСтрой
Количество комнат: 2 (по желанию можно разделить на 3 комнаты)
Серия: Элитка, Дом сдан в эксплуатацию, тех паспорт на руках!
Этаж: 12 из 12 + есть тех этаж
Площадь: 87.6м2
Безопастность: охрянякмыи двор 24/7
Адрес: мкрн Кок Жар

Цена: 65.000$
","""42.851""","""74.6314""",https://www.house.kg/details/2555696604f50123ecd92-91353742
"2-комн. кв., 57 м2","Бишкек, Молодая Гвардия",$ 43 500,3 688 800 сом,$ 763/м2,64 716 сом/м2,Добавлено 1 месяц назад,Поднято 9 часов назад,166,от агента,кирпичный,4 этаж из 5,,57 м2,,индивид. планировка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Очень Срочно!!!! Продается 2 кв Рыскулова/Калык Акиева
*4 этаж из 5
*индивидуальный проект, дом кирпичный
*не угловая
*57 м2
*кухня переделана в студию 
*остается мебель и техника 
*огороженный двор, въезд с пульта 

0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)


Цена:43500$ 

Тел: 0556320654
","""42.8792""","""74.576""",https://www.house.kg/details/9286044602b860f8938b8-99179060
"1-комн. кв., 49 м2","Бишкек, пр. Ч.Айтматова - Масалиева",$ 37 500,3 180 000 сом,$ 765/м2,64 898 сом/м2,Добавлено 2 месяца назад,Поднято 9 часов назад,334,от агента,монолитный,8 этаж из 9,,49 м2,,108 серия,автономное,,,,,,,,,,,,,,,,,,2.8 м.,,,,,"

                                    Описание от продавца                            
Срочно продаю 1 комнатную квартиру в отличном районе Токтоналиева/Магистраль Молодёжный квартал
*8 этаж из 10
*108 серия
*48.12 квадратов
*Застройщик Делюр
*Свежий евро ремонт


0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8249""","""74.591""",https://www.house.kg/details/14907526005942b899fb8-17164653
"2-комн. кв., 46 м2","Бишкек, Моссовет",$ 37 500,3 180 000 сом,$ 815/м2,69 130 сом/м2,Добавлено 2 месяца назад,Поднято 9 часов назад,381,от агента,кирпичный,4 этаж из 5,,46 м2,,индивид. планировка,,,,,,лоджия,,,,,,,,,,,полностью меблирована,,,,,,,"

                                    Описание от продавца                            
Срочно продаю 2х кв Правда/Боконбаева 
*4 этаж из 5
*индивидуалка кирпичный дом
*не угловая 
*3 лоджии , из кухни расширена
*46 квадратов 
*остается вся мебель и техника

Цена:37500$

0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8699""","""74.6115""",https://www.house.kg/details/834420460112f903b4e26-09449148
"1-комн. кв., 38 м2","Бишкек, Асанбай м-н, мкрн Асанбай, Южная Магистраль",$ 33 300,2 823 840 сом,$ 876/м2,74 312 сом/м2,Добавлено 10 дней назад,Поднято 9 часов назад,143,от агента,"монолитный, 2018 г.",6 этаж из 10,,38 м2,,элитка,на газе,евроремонт,возможно подключение,проводной,совмещенный,балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",частично меблирована,ламинат,2.8 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 1кв, элитную с евроремонтом напротив мкр Асанбай по магистрали в районе АУЦА, 
возле кафе Саксаул и ВИП городка Ницца (по карте Токомбаева 9/4) Площадь 38м2, этаж 6/ 10 (11й тех этаж) 
Застройщик "" ТС Групп "", ЖК "" Кунгей"". Люди уже живут. Тех паспорт через месяц. Дом кирпичный, утеплённый. 
ИПОТЕКУ не рассматриваем. Кухонный гарнитур в подарок. Агентство прошу не беспокоить.

Цена: 33300$
","""42.8138""","""74.6248""",https://www.house.kg/details/866642604f26cb107c33-30166383
"2-комн. кв., 43 м2","Бишкек, 9 м-н",$ 32 500,2 756 000 сом,$ 756/м2,64 093 сом/м2,Добавлено 2 месяца назад,Поднято 9 часов назад,302,от агента,панельный,1 этаж из 4,,43 м2,,104 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Очень срочно продаётся 2х комнатная квартира в 9 мкр 

Квартира находится на 1 этаже из 4 

Планировка 104 серии,  просторная и очень теплая квартира, зимой жарко, летом прохладно. Не угловая, комнаты изолированы. 


0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)

Общая площадь 43 м2. 

Квартира без ремонта, можно сделать под себя. 

Звоните, покажем в ближайшее время. 

Цена: 32500$ 

Тел:0708373601
","""42.8355""","""74.6042""",https://www.house.kg/details/905059960198bfa9d5c62-18895048
"1-комн. кв., 32 м2","Бишкек, 10 м-н",$ 28 500,2 416 800 сом,$ 891/м2,75 525 сом/м2,Добавлено 1 месяц назад,Поднято 9 часов назад,296,от агента,панельный,2 этаж из 5,,32 м2,,104 серия,,,,,,,,,,,,,,,,,,,,,есть,,,"

                                    Описание от продавца                            
Очень Срочно!!!! Продаю 1 кв в 10 мкр по Малдыбаева
*2 этаж из 5
*104 серия 
*32 квадрата 
*с балконом
*состояние среднее 

Цена:28500$ окончательно 


0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)

Тел: 0703015034
","""42.8312""","""74.6038""",https://www.house.kg/details/4657332602642287ec781-77589183
"1-комн. кв., 32 м2","Бишкек, 4 м-н",$ 31 500,2 671 200 сом,$ 984/м2,83 475 сом/м2,Добавлено 1 месяц назад,Поднято 9 часов назад,209,от агента,панельный,1 этаж из 4,,32 м2,,104 серия,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 1кв.4 мкр.
Не угловая.
1/4.(104 серия)
По Кайбагарова.
Без балкона.
После капитального ремонта.
Стоимость 31,5$
Звонить по телефону

0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)
","""42.8384""","""74.6262""",https://www.house.kg/details/5650300602b8225280812-39536913
"2-комн. кв., 43 м2",Бишкек,$ 35 300,2 993 440 сом,$ 821/м2,69 615 сом/м2,Добавлено 10 дней назад,Поднято 9 часов назад,76,от агента,кирпичный,4 этаж из 4,,43 м2,,104 серия,центральное,хорошее,возможно подключение,проводной,совмещенный,балкон,бронированная,,,,,,,магистральный,,"домофон,                                             кодовый замок",частично меблирована,ламинат,,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 2-х комнатную квартиру!!! 104-cерия. этаж 4/4. 43м2. Район Таш-Рабат, с отличным ремонтом. 
Остаётся: кухонный гарнитур, аристон, кондиционер, диван, спальный диван.

Цена: 35300$
","""42.8561""","""74.6179""",https://www.house.kg/details/3849279604f21f28364d9-93006027
"1-комн. кв., 35 м2","Бишкек, Молодая Гвардия",$ 32 000,2 713 600 сом,$ 914/м2,77 531 сом/м2,Добавлено 1 месяц назад,Поднято 9 часов назад,227,от агента,кирпичный,1 этаж из 5,,35 м2,,индивид. планировка,центральное,среднее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю 1 комнатную квартиру Токтогула/Калык Акиева 
*1 этаж из 5
*индивидуальный проект , дом кирпичный
*не угловая 
*сан узел раздельный
*S=35 м2
*2 расширенных балкона 
*закрытый двор и детская площадка 


0708176990
0778176990
0550176990
0999516201(после 18:00 и whatsapp)

Цена:32000$ 

Тел:0222702320
","""42.8735""","""74.5775""",https://www.house.kg/details/5766192602a8dc9957569-89195468
