title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"Дом, 6 и более комнат, 196 м2","Бишкек, Шукурова 96/Джантошева",$ 130 000,11 024 000 сом,$ 663/м2,56 245 сом/м2,Добавлено 2 года назад,Поднято 6 дней назад,5519,от собственника,"другое, 2001 г.",,2,"196 м2, жилая: 150 м2, кухня: 32 м2",6 соток,,смешанное,евроремонт,есть,оптика,2 с/у и более,,,,,,септик,центральное водоснабжение,,магистральный,,"решетки на окнах,                                             видеодомофон",частично меблирована,ламинат,3 м.,"пластиковые окна,                                             баня,                                             бассейн,                                             сад,                                             хозпостройки,                                             навес,                                             сауна,                                             гараж,                                             веранда,                                             3 фазы",,есть,,"

                                    Описание от продавца                            
Фото по ватсапу
","""42.8456""","""74.6283""",https://www.house.kg/details/93025865d92dfbacfdf71-41045923
"3-комн. кв., 78 м2","Бишкек, 7 м-н",$ 56 700,4 808 160 сом,$ 727/м2,61 643 сом/м2,Добавлено 6 дней назад,,37,от собственника,панельный,8 этаж из 9,,78 м2,,105 серия,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3 комнатную квартиру 105 серии с сушилкой переделанная в 4 комнатную 
7 микрорайон , район Бетта 2
8 этаж из 9 , не угловая
Площадь 78 М2 , сушилка узаконена , две расширенные лоджии 
Всё оставим , кроме ст. машинки 
2 кондиционера , кладовая 
Цена 56 700 $
","""42.8318""","""74.6198""",https://www.house.kg/details/53845756054adcb0c7886-77961575
"Дом, 6 и более комнат, 160 м2","Бишкек, Ак-Ордо ж/м, Ак Болпон",$ 110 000,9 328 000 сом,$ 688/м2,58 300 сом/м2,Добавлено 4 месяца назад,Поднято 6 дней назад,411,от собственника,"кирпичный, 2010 г.",,2,"160 м2, жилая: 160 м2",5 соток,,на газе,хорошее,,,совмещенный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,полностью меблирована,ламинат,2.8 м.,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Продается 2 этажный дом.
","""42.8511""","""74.5081""",https://www.house.kg/details/25412975fbc1d3de9a5b7-65081967
"Дом, 2-комн., 35 м2","Бишкек, Ак-Орго ж/м, бозсалкын",$ 30 000,2 544 000 сом,$ 857/м2,72 686 сом/м2,Добавлено 4 месяца назад,Поднято 6 дней назад,839,от собственника,"другое, 1999 г.",,1,35 м2,5 соток,,на твердом топливе,среднее,есть,,,,,,,,центральная,центральное водоснабжение,есть,магистральный,,решетки на окнах,пустая,линолеум,2.65 м.,пластиковые окна,есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Продается участок 5 соток красная книга+2 ком времянка .Газ, вода, электричества, канализация, общественный транспорт. Отличное место расположения для постройки дома. Срочно.Срочно !!!!!!
","""42.8321""","""74.5134""",https://www.house.kg/details/15290605fbba60311fcf7-47637194
"2-комн. кв., 44 м2","Бишкек, 4 м-н",$ 39 800,3 375 040 сом,$ 905/м2,76 705 сом/м2,Добавлено 3 месяца назад,Поднято 6 дней назад,393,от собственника,панельный,2 этаж из 4,,44 м2,,104 серия улучшенная,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 2 ком квартира в 4 мкр.. 2 из 4х, состояние хорошее, с ремонтом. 104 серия. 
Все делали для себя
Рядом школы, садики, магазины, Орто-сайский рынок, Космо Парк. Отличная транспорта развязка в любую точку города. 
Цена:39800$+торг
Все вопросы по тел 0555240296 и 0703120270
","""42.8388""","""74.6247""",https://www.house.kg/details/5894275fe9c096bdc6f1-50869275
"2-комн. кв., 67 м2","Бишкек, Асанбай м-н, ул. Айтиева, 17/1",$ 65 000,5 512 000 сом,$ 970/м2,82 269 сом/м2,Добавлено 10 дней назад,Поднято 6 дней назад,56,от собственника,"монолитный, 2015 г.",5 этаж из 10,,67 м2,,элитка,центральное,хорошее,,,,,,,,,,,,,,"домофон,                                             охрана,                                             видеонаблюдение",полностью меблирована,,,кухня-студия,нет,есть,обмен не предлагать,"

                                    Описание от продавца                            
Асанбай. Ак Нан по старой дороге. Двухкомнатная квартира.

Техника которая остается:
Стиральная машина LG
Кондиционер LG
Микроволновка LG
Кухонная вытяжка
Холодильник Samsung
Три телевизора LG - 49' 43' 32' (в каждой комнате)
Встроенная духовка Zanussi
Варочная плита Ariston Hotpoint
Водонагреватель термекс

При ремонте балкон было решено не совмещать с залом, а устроить из него кабинет.
 
Отличный район, тихий и спокойный, через дом находится Березовая роща, ниже через стадион Ореховая роща.

Через магистраль напротив Асанбаевский парк с аттракционами.

С торца дома мини футбольное поле, баскетбольное поле, бассейн. 

Уйма садиков и несколько школ.

 Дом огорожен забором, доступ во двор через чип ключ. Имеется охрана. 

Квартира угловая, но хорошо утепленная, даже в сильные морозы в квартире температура 24-25 градусов.
Так как трубы отопления идут вдоль стены по всей квартире а не по стояку + утепленные стены.

Оставлю абсолютно все. (заберу только компьютер и Sony PS4 :) )

Хороший вид из всех окон, вы не будете смотреть на чужой дом, а на весь город (ниже приведу фото)
","""42.8213""","""74.6222""",https://www.house.kg/details/9889309604f39f35f1175-07912600
"2-комн. кв., 50 м2","Бишкек, Восток-5 м-н, чуй 115",$ 36 000,3 052 800 сом,$ 720/м2,61 056 сом/м2,Добавлено 2 месяца назад,Поднято 6 дней назад,199,от собственника,панельный,2 этаж из 4,,50 м2,,индивид. планировка,центральное,среднее,,,раздельный,,,,,,,,,,,,,,,,,,обмен не предлагать,"

                                    Описание от продавца                            
Сроочно Продается 2 ком.квартира в Районе Восток-5, дом находится по проспекту Чуй.  2 этаж из 5ти, не угловая. Дом индивидуальной постройки. Общая площадь 50м2.  Планировка сквозная, окна на север и юг.
В квартире сделан косметический ремонт.
100 %кафель в сан узле.
Квартира приносит ежемесячный доход 15тыс.сом. Живут квартиранты.
Отлично подойдёт как для себя так и для сдачи. Всё в пошаговой доступности. Отличная транспортная развязка в любую точку города.
Стоимость :36000$+минимальный торг
Все вопросы по тел 0555240296, 0703120270
","""42.8757""","""74.6298""",https://www.house.kg/details/8971854601563c51facc3-46211502
"2-комн. кв., 52 м2","Бишкек, Восток-5 м-н, 7-апреля 2/2/напротив Мадины",$ 48 000,4 070 400 сом,$ 923/м2,78 277 сом/м2,Добавлено 1 месяц назад,Поднято 6 дней назад,583,от собственника,панельный,5 этаж из 9,,52 м2,,105 серия улучшенная,центральное,евроремонт,есть,проводной,раздельный,застекленный балкон,бронированная,,,,,,,магистральный,,домофон,полностью меблирована,ламинат,,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,,обмен не предлагать,"

                                    Описание от продавца                            
Напротив Мадины. Квартира продувается , окна выходят восток , запад, что очень важно.Квартира не угловая. Евроремонт от и до. Проводку, сантехнику всю поменял.100% кафель, полы ламинат .Хорошие пластиковые окна, квартира очень тёплая.Два кондиционера зима, лето, аристон . Останется почти вся мебель, и многое другое.Пишите в вотсап. Обмена нет , только нал . Без посредников.
","""42.8712""","""74.636""",https://www.house.kg/details/79580036033f53d5a5cf4-00186778
"2-комн. кв., 53 м2","Бишкек, 6 м-н",$ 43 500,3 688 800 сом,$ 821/м2,69 600 сом/м2,Добавлено 6 дней назад,,42,от агента,панельный,1 этаж из 9,,53 м2,,106 серия,центральное,среднее,,,раздельный,лоджия,,,,,,,,магистральный,,"решетки на окнах,                                             домофон",пустая,линолеум,3 м.,"неугловая,                                             комнаты изолированы,                                             кладовка,                                             тихий двор",,,,"

                                    Описание от продавца                            
👉Срочно продам! 2 к. кв. 6 мкр. 106сер. не угловая, 53м2. 43,5т.$
✅Продается просторная 2 к. кв. в спальном районе,
На 1 этаже из 9, не угловая,

✅Площадь 53 кв. метра,
Квартира в нормальном состоянии,
✔Все комнаты изолированы,
✔2 застекленные лоджии, решетки,
✔Окна с видом восток/запад,
✔Просторная кухня, натяжные потолки,

✅Пол линолеум, свежие обои,
Санузлы раздельные, 100% кафель,
Все коммуникации центральные,

Хороший двор, детская площадка,
Удобные подъездные пути,

✅В шаговой доступности: рядом парк «Ореховая роща»,
2 минут до №56 школы, №44, №82 садик,
школа-гимназия №39, парк ""Берёзовая роща"",
магазины и многое другое
Удобная транспортная развязка,

Просим: 43 500$ торг при осмотре,
Звоните сейчас: 0552 606 204, 0500 606 204
Покажу в течение 1-2 часов
","""42.8273""","""74.6307""",https://www.house.kg/details/77389726054a89e4789f2-75329741
"3-комн. кв., 100 м2","Бишкек, Джал-23 м-н (Нижний Джал), Тыналиева 2/7",$ 78 000,6 614 400 сом,$ 780/м2,66 144 сом/м2,Добавлено 4 месяца назад,Поднято 6 дней назад,843,от собственника,кирпичный,9 этаж из 9,,100 м2,,элитка,центральное,евроремонт,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продам уютную 3-х ком. квартиру студию в элитном доме в нижнем Джале от компании ""Эмарк Строй"".

🔹️Площадь: 100 м2
🔹️Этаж: 9/9
🔹️Коммуникации: центральные 

В доме остаётся мебель и бытовая техника (стиральная и посудомоечная машины, холодильник, варочная панель, духовка).

Цена: 83 000 $ (без мебели и техники 78 000$).
Тел.: 0 552 08 18 25
","""42.8408""","""74.5707""",https://www.house.kg/details/71924585fc00adc827599-21183232
"Коммерческая недвижимость, 650 м2","Бишкек, Средний Джал м-н",$ 552 500,46 852 000 сом,$ 850/м2,72 080 сом/м2,Добавлено 6 месяцев назад,Поднято 6 дней назад,971,от собственника,"кирпичный, 2020 г.",,3,650 м2,,,центральное,евроремонт,,,,,,,,,,,,,,,,,,,,,обмен на авто,"

                                    Описание от продавца                            
Продается здание коммерческого назначения площадью 650 м2. 3 этажа + цоколь. Техпаспорт есть. Застройщик ""Эмарк строй"". 
Цена 850$ м2.
Тел.: 0 552 08 18 25.
","""42.8407""","""74.5705""",https://www.house.kg/details/47926825f78701dad14a0-78732961
"Коммерческая недвижимость, 680 м2","Бишкек, Ахунбаева 47/Карла Маркса",$ 816 000,69 196 800 сом,$ 1 200/м2,101 760 сом/м2,Добавлено 6 месяцев назад,Поднято 6 дней назад,1130,от собственника,"кирпичный, 2020 г.",,2,680 м2,4.2 соток,,на газе,евроремонт,,оптика,,,,,,,,,,,,,,,3.2 м.,,,,,"

                                    Описание от продавца                            
Продается отдельностоящее здание коммерческого назначения в перспективном районе на первой линии!
✔ Этажность: 2 + цоколь. Залито перекрытие 2-го этажа, что дает возможность поднятия 3-го этажа.
✔ Год постройки: 2020 г.
✔ Общая площадь: 680 м2.
✔ Тип постройки: прочнейшая монолитная конструкция с кирпичным заполнением.
✔ Красная книга.
✔ Все центральные коммуникации, автономное отопление.
Дорогие алюминиевые окна с мультистеклами.
Санузлы на всех этажах.
Теплые водяные полы. 
Сигнализация, противопожарная система.
✔ 70% площадей уже сданы в аренду и приносят доход.
✔ Имеется прилегающая парковка на 6 авто.
✔ Адрес: Ахунбаева 47 / Карла Маркса.
✔ Цена: 1200$ м2. 
📞 0 552 08 18 25; 0 555 84 11 33.
","""42.8426""","""74.6214""",https://www.house.kg/details/83576755f649cf8dcd313-11593075
"2-комн. кв., 45 м2","Бишкек, 5 м-н, 5 мкр. по ул.Каралаева",$ 38 000,3 222 400 сом,$ 844/м2,71 609 сом/м2,Добавлено 9 дней назад,Поднято 6 дней назад,167,от собственника,"монолитный, 2017 г.",9 этаж из 11,,45 м2,,элитка,,,,,,,,,,,,,,,,"домофон,                                             видеодомофон,                                             видеонаблюдение",,,3.3 м.,,,есть,с доплатой покупателя,"

                                    Описание от продавца                            
Продаётся 2 комнатная квартира студия под ПСО 45м2 
Тех паспорт на руках
","""42.8325""","""74.6318""",https://www.house.kg/details/86454326051b0116f9cd7-99087171
"2-комн. кв., 45 м2","Бишкек, 5 м-н, 5 мкр. по ул.Каралаева",$ 38 000,3 222 400 сом,$ 844/м2,71 609 сом/м2,Добавлено 9 дней назад,Поднято 6 дней назад,36,от собственника,"монолитный, 2017 г.",9 этаж из 11,,45 м2,,элитка,,под самоотделку (псо),нет,,,,,,,,,,,,,домофон,,,3 м.,,,есть,с доплатой покупателя,"

                                    Описание от продавца                            
Продаётся квартира в хорошем районе 
Под ПСО 45м2 тех паспорт на руках
","""42.8325""","""74.6318""",https://www.house.kg/details/15825996051adbfcf7ac9-62395513
"1-комн. кв., 42 м2","Бишкек, Асанбай м-н",$ 32 500,2 756 000 сом,$ 774/м2,65 619 сом/м2,Добавлено 6 дней назад,,37,от агента,кирпичный,3 этаж из 12,,42 м2,,элитка,,под самоотделку (псо),,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
🎯 СРОЧНО продаю🌇 
1 квартиру площадью 42 кв/м
В самом экологически чистом микр Асанбай 🏡🇰🇬
В ЖК ПАРК АВЕНЮ блок 3
ПСО через месяц
На 3 этаже из 12-ти
Дом премиум класса.
Цена: 32500$
Обращаться по номеру: 0500 140 248
","""42.8186""","""74.6248""",https://www.house.kg/details/70186966054a0693d9275-63854530
"1-комн. кв., 49.1 м2","Бишкек, Токомбаева 33А",$ 38 000,3 222 400 сом,$ 774/м2,65 629 сом/м2,Добавлено 6 дней назад,,47,от собственника,"кирпичный, 2017 г.",10 этаж из 12,,49.1 м2,,элитка,электрическое,евроремонт,,,совмещенный,лоджия,бронированная,паркинг,,,,,,нет,,"домофон,                                             охрана,                                             видеонаблюдение",частично меблирована,ламинат,3 м.,встроенная кухня,,,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 1-комнатную квартиру в ЖК ""Курманжан Датка"" (KG Групп) - экологическом районе Бишкека. 
Квартира с евроремонтом, мебелью и бытовой техникой (кондиционер, стиральная машина, холодильник, встроенная плита, духовка, вытяжка). 
Ремонт сделан летом 2019 года, мебель и техника приобретены в 2020 г. Есть охрана, видеонаблюдение.
Квартира очень хорошая, обустраивали для себя. Продаём в связи с переездом.
ДДУ. Техпаспорт ожидаем в течение 1-2 месяцев, застройщик надёжный.
","""42.8239""","""74.6134""",https://www.house.kg/details/53759360549c6096f280-81905877
"4-комн. кв., 118 м2","Бишкек, Асанбай м-н",$ 116 000,9 836 800 сом,$ 983/м2,83 363 сом/м2,Добавлено 6 месяцев назад,Поднято 6 дней назад,1844,от агента,кирпичный,4 этаж из 10,,118 м2,,элитка,автономное,евроремонт,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
продаю 4х комн. кв элитка с дизайнерским ремонтом этаж 4/10
вся мебель остается
","""42.8175""","""74.6224""",https://www.house.kg/details/65752065f5e1730b91073-36774657
"3-комн. кв., 110 м2","Бишкек, Асанбай м-н",$ 90 000,7 632 000 сом,$ 818/м2,69 382 сом/м2,Добавлено 7 месяцев назад,Поднято 6 дней назад,1315,от агента,кирпичный,5 этаж из 10,,110 м2,,элитка,автономное,евроремонт,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
продаю 3х комн. кв с евроремонтом
мкр Асанбай
элитка все коммуникации центральные
лифт работает
","""42.8178""","""74.6244""",https://www.house.kg/details/21763915f49f118346e98-70745062
"Дом, 4-комн., 100 м2","Бишкек, Низовая",$ 34 000,2 883 200 сом,$ 340/м2,28 832 сом/м2,Добавлено 6 дней назад,,72,от агента,,,1,"100 м2, жилая: 100 м2",4 соток,индивид. планировка,,,,,,,,,,,,,,,,,,,,,,нет,,"

                                    Описание от продавца                            
Дом находится в районе Аламединского рынка. Очень тихий район, но в то же время находится недалеко от центральной трассы и транспортная развязка позволяет добраться до любого места города Бишкек. Аламединский рынок находится недалеко, где можно приобрести все что вам необходимо.
Два тёплых и уютных дома в одном участке,один 80 кв.м - 2 спальни, большой зал (30 кВ.м) кухня столовая и прихожка.
Второй дом 40 м.кв Прихожка и большой зал студия. Общая площадь 129 кВ.м 
 Двор бетонирован, весь крытый навес для автомашины,
Окна все пластиковые.
Четыре капитально сделанных септика. Намечается центральная канализация. Имеется центральный газ, 3 х фазка,водопроводная вода в четырёх точках.
Отопление: Комбинированный газ, электричество, твёрдое топливо + тёплый пол в двух комнатах.Бройлер и Аристон дома.
Кондиционер зима-лето 
Санузел,душ и отдельно туалет во дворе.
Городской телефон, Wi-Fi Интернет Акнет
Мебель: кухня,прихожая,шкаф,кровать.
Государственный акт на право частной собственности на земельный участок (красная книга)
Свежий евро ремонт 
Рядом Аламединский рынок
Заходи и живи ничего не вкладывая
Дом был расширен за счет 3-х дополнительных комнат. Новые комнаты из жженного кирпича и пескоблока. Пол деревянный и ламинат. Стены под яйцо. Потолки в зале натяжные, в остальных гипсокартон. Двери железные. 
Санузел и душ раположен во дворе.
Для автомашины имеется гараж.
Дом можно обменять на квартиру в Южных микрорайонах или на недостроенный дом.
 Доп. описание: водоснабжение: летний водопровод, отопление: газовое, канализация: септик, также имеются: интернет, кабельное телевидение, котельная, Номер в базе: 4157905. Район: Свердловский район
","""42.9092""","""74.6572""",https://www.house.kg/details/37013076054950e140f29-53913278
"1-комн. кв., 40.22 м2","Бишкек, Магистраль, Токомбаева, 27",$ 41 000,3 476 800 сом,$ 1 019/м2,86 445 сом/м2,Добавлено 6 дней назад,,32,от агента,"монолитный, 2019 г.",7 этаж из 9,,"40.22 м2, жилая: 15 м2",,индивид. планировка,,,,,,,,,,,,,,,,,,,2.5 м.,,,есть,,"

                                    Описание от продавца                            
Ремонт частичный. Вы можете внести в дизайн собственные коррективы и сделать эту квартиру максимально удобной для себя. Дом оснащен пассажирским лифтом 
Квартира в экологически чистом районе вдали от загаженного центра.
Индивидуальная планировка квартиры полностью узаконена. Имеются все соответствующие документы. Вкладывая деньги сегодня в эту квартиру - Вы приобретаете комфорт на несколько лет. Это квартира в кирпичном доме. Как известно кирпичные дома обладают хорошей звуко- и теплоизоляцией, зимой такие дома сохраняют тепло, а летом защищают от зноя. Окна выходят на природу. Глаза отдыхают, когда смотрят вдаль. Вы можете выйти на балкон и полюбоваться природой.
 Доп. описание: санузел совмещенный, пластиковые окна, в доме есть: открытый двор, наземный паркинг, лифт пассажирский, современный ремонт, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь, Номер в базе: 5358444. Район: Октябрьский район
","""42.8198""","""74.6131""",https://www.house.kg/details/2644931605494cbedf539-24712507
"3-комн. кв., 56 м2","Бишкек, Абая, 119",$ 35 000,2 968 000 сом,$ 625/м2,53 000 сом/м2,Добавлено 6 дней назад,,22,от агента,"кирпичный, 1964 г.",2 этаж из 4,,"56 м2, жилая: 37 м2",,индивид. планировка,,,,,,,,,,,,,,,,,,,2.5 м.,,,нет,,"

                                    Описание от продавца                            
Срочно продается квартира в связи с уездом в другую страну. Просторная, чистая и светлая квартира расположена на пересечении улиц Ахунбаева/Абая. Отличный, ухоженный, закрытый двор. Чистый и аккуратный подъезд. Вас не потревожат посторонние шумы, присущие первым этажам и неприятные перепады температур, наблюдаемые на верхних этажах зимой и летом. Отличная инфраструктура района: рядом есть базарчик, магазины, супермаркеты, аптеки. В шаговой доступности несколько школ гимназий, садики и университеты. В 2мин от дома остановка с хорошей транспортной развязкой.
 Доп. описание: санузел совмещенный, деревянные окна, в доме есть: детская площадка, закрытый двор, наземный паркинг, без лифта, частичный ремонт, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь, , кухонный гарнитур Номер в базе: 5529129. Район: Первомайский район
","""42.8437""","""74.6016""",https://www.house.kg/details/7928977605494bda268e7-95962640
"Дом, 3-комн., 64.6 м2","Бишкек, Торокула Айтматова",$ 36 000,3 052 800 сом,$ 557/м2,47 257 сом/м2,Добавлено 6 дней назад,,31,от агента,,,1,"64.6 м2, жилая: 64.6 м2",4.67 соток,индивид. планировка,,,,,,,,,,,,,,,,,,,,,,нет,,"

                                    Описание от продавца                            
Маленький уютный трёхкомнатный тёплый дом, просторная кухня. Учитывая расположение дома, отлично подходит для молодой семьи с детками, так рядом очень хорошая транспортная развязка, в близи дома расположены спорт комплекс ""Стронг"", детские сады и школы. в 10-15 минутах дома расположен Аламединский Рынок, салоны красоты и тд. Учитывая само строение дома саман-кирпич, дом является очень тёплым в зимний период и комфортно прохладным летом. На участке высажен не большой фруктовый сад, для любителей заниматься садоводством можно высаживать овощи и фрукты и тд. К дому можно провести центральную канализацию и установить центральное отопление. Стоимость дома с земельным участком является очень приемлемой.
 Доп. описание: водоснабжение: централизованный, отопление: газовое, канализация: септик, также имеются: интернет, телевидение, погреб, подвал Номер в базе: 5589223. Район: Свердловский район
","""42.9092""","""74.6572""",https://www.house.kg/details/43864066054949e05dd33-06633215
"Дом, 4-комн., 95.6 м2","Бишкек, Арча-Бешик ж/м, Ырыскы",$ 60 000,5 088 000 сом,$ 628/м2,53 222 сом/м2,Добавлено 6 дней назад,,40,от агента,,,1,"95.6 м2, жилая: 95.6 м2",4 соток,индивид. планировка,,,,,,,,,,,,,,,,,,,,,,нет,,"

                                    Описание от продавца                            
Загородный 4-х комнатный дом в ж/м Ак Ордо. Дом выполнен полностью из кирпича - самого надёжного материала. Есть погреб, в котором можно хранить заготовки. Так же на участке можно достроить прекрасную баню и установить рядом бассейн. Здесь есть всё необходимое для заядлых дачников. Соседи хорошие и проживают круглый год.
 Район очень тихий и спокойный. Ходит городской транспорт. По направлению к участку нет пробок. Плюс ко всему дом находится в тихом районе с шаговой доступности к школе, детскому саду.
 Доп. описание: водоснабжение: скважина, отопление: печное, канализация: септик, также имеются: телевидение, кондиционер, котельная, погреб Номер в базе: 5562873. Район: Ленинский район
","""42.8357""","""74.5479""",https://www.house.kg/details/590033060549480e29628-60356223
"Дом, 3-комн., 66.4 м2","Бишкек, Аламедин-1 м-н, Фрунзе",$ 38 000,3 222 400 сом,$ 572/м2,48 530 сом/м2,Добавлено 6 дней назад,,55,от агента,,,1,"66.4 м2, жилая: 66.4 м2",10.5 соток,индивид. планировка,,,,,,,,,,,,,,,,,,,,,,есть,,"

                                    Описание от продавца                            
Отличный участок под строительство загородного дома для проживания. Участок чистый, высокое место. Ходит городской транспорт. Участок идеально подходит для начинающих дачников. Можно проживать круглый год Собственная скважина с системой очистки и подготовки воды По направлению к участку нет пробок. Земля плодородная, все деревья плодоносят. Есть погреб, в котором можно хранить заготовки На участке добротная баня. Участок ухожен. В шаге от дома, продуктовые магазины, ходит транспорт в обе стороны, как и в сторону Канта так и в Бишкек, такие как 305, 350, 354, 355, 344.
 Доп. описание: водоснабжение: скважина, отопление: печное, канализация: септик, также имеются: телефон, погреб, кухонный гарнитур, шкаф-купе, плита, мягкая мебель Номер в базе: 5548961. Район: Новопокровка
","""42.8779""","""74.6897""",https://www.house.kg/details/1794783605494554a7902-12488170
"Дом, 6 и более комнат, 200 м2","Бишкек, Саратовская",$ 59 000,5 003 200 сом,$ 295/м2,25 016 сом/м2,Добавлено 6 дней назад,,24,от агента,,,2,"200 м2, жилая: 200 м2",5 соток,индивид. планировка,,,,,,,,,,,,,,,,,,,,,,нет,,"

                                    Описание от продавца                            
Ищете для себя большой дом в черте г. Бишкек за не большие деньги? Тогда рассмотрите наш дом который расположен в восточной части города. Дом построен в конце участка на 5 сотках земли. Это дает возможность обустроить участок по своему желанию, т.к. места от дома до дороги очень много. Плюс ко всему дом находится в тихом районе с шаговой доступности к школе, детскому саду. Так же в 2х километрах находится Аламединский рынок. Рядом есть магазины. Недалеко на ул.КурманжанДатка находятся кафе и рестораны. Звоните и записывайтесь на просмотр.
Бонусом будет бесплатный интернет и возможность получать дополнительный доход. подробно расскажем при показе.
 Доп. описание: водоснабжение: централизованный, отопление: газовое, канализация: септик, также имеются: интернет, телевидение, кабельное телевидение, кондиционер, котельная, погреб, подвал, кухонный гарнитур Номер в базе: 5393994. Район: Свердловский район
","""42.9092""","""74.6572""",https://www.house.kg/details/51200626054943e64bcf5-25227966
"Дом, 5-комн., 157.9 м2","Бишкек, Арстанбап",$ 130 000,11 024 000 сом,$ 823/м2,69 816 сом/м2,Добавлено 6 дней назад,,13,от агента,,,2,"157.9 м2, жилая: 157.9 м2",4.5 соток,индивид. планировка,,,,,,,,,,,,,,,,,,,,,,есть,,"

                                    Описание от продавца                            
Рядом с городом, в 15 минутах езды от центра. Участок огорожен капитальным забором. Участок чистый, высокое место. Ходит городской транспорт.  Газ подведен к участку.  Участок чистый, высокое место.  Отличный участок под строительство загородного дома для проживания. На участке есть фундамент под дом, баню и туалет.  Насаждений нет. Участок ухожен  Ходит городской транспорт. Живописное место в экологически чистом районе. Здесь можно отдохнуть телом и душой! По утрам можно наслаждаться пением птиц. 
 Доп. описание: водоснабжение: централизованный, отопление: газовое, канализация: центральная, также имеются: телефон, интернет, кондиционер, подвал, цокольный этаж, кухонный гарнитур, шкаф-купе Номер в базе: 5528328. Район: Октябрьский район
","""42.9474""","""74.6198""",https://www.house.kg/details/87166496054940da58134-03430129
"3-комн. кв., 83.9 м2","Бишкек, АУЦА, Токомбаева, 7",$ 81 000,6 868 800 сом,$ 965/м2,81 869 сом/м2,Добавлено 6 дней назад,,32,от агента,"кирпичный, 2018 г.",7 этаж из 11,,"83.9 м2, жилая: 54.15 м2",,индивид. планировка,,,,,,,,,,,,,,,,,,,3 м.,,,есть,,"

                                    Описание от продавца                            
Светлая 3-х комнатная квартира в новом доме с дизайнерским ремонтом. Дом находится в экологически чистом районе.
 Из окон открывается великолепный вид. Окна выходят на природу. Глаза отдыхают, когда смотрят вдаль. Вы можете выйти на балкон и полюбоваться природой. Дом расположен в глубине микрорайона, изолирован от шумных дорог. Соседи доброжелательные, дружные. 
 Все необходимое в шаговой доступности: аптеки, магазины, кофейни, рестораны, гипермаркеты.
 Придомовая территория оборудована парковочными местами и детской площадкой.
Все условия для комфортной жизни! 
Заезжай и живи!
 Доп. описание: санузел раздельный, пластиковые окна, в доме есть: открытый двор, наземный паркинг, лифт пассажирский, ремонт по дизайн-проекту, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь, , Номер в базе: 5577385. Район: Октябрьский район
","""42.813""","""74.627""",https://www.house.kg/details/348477605493c615c939-57605824
