title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link,Тип строения
"3-комн. кв., 74 м2","Бишкек, Церковь, Жибек-жолу/Панфилова",$ 43 000,3 646 400 сом,$ 581/м2,49 276 сом/м2,Добавлено 1 месяц назад,,124,от собственника,"кирпичный, 1969 г.",2 этаж из 4,,"74 м2, жилая: 56.6 м2, кухня: 6 м2",,хрущевка,центральное,хорошее,есть,проводной,совмещенный,застекленный балкон,металлическая,,,,,,,магистральный,,домофон,частично меблирована,линолеум,,пластиковые окна,,,с доплатой покупателя,,"""42.8844""","""74.6004""",https://www.house.kg/details/158653960294ee6e8ab99-34233189,
"3-комн. кв., 65 м2","Бишкек, Молодая Гвардия",$ 45 000,3 816 000 сом,$ 692/м2,58 708 сом/м2,Добавлено 1 месяц назад,,106,от собственника,панельный,1 этаж из 4,,65 м2,,104 серия,центральное,хорошее,,,совмещенный,,бронированная,,,,,,,магистральный,,"решетки на окнах,                                             домофон",полностью меблирована,,,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             встроенная кухня,                                             кладовка,                                             тихий двор,                                             удобно под бизнес",нет,есть,обмен не предлагать,"

                                    Описание от продавца                            
ПРОДАМ Срочно! 3к.кв. на 1 этаже из 4,  65м2. на Западе, 45.тыс$ Без посредников и агентств!
Продается отличная квартира для семьи или под сдачу,
Отличная 3к.кв. 104с с Мебелью и Бытовой техникой
Р-н Боконбаева/М.Гвардия 
Квартира в хорошем доме, напротив Бассейна «Дельфин» и федерации ДЗЮДО КР.

-Площадь 65 м2
-Квартира в отличном состоянии, 
-Стены в светлых оттенках
-Все окна пластиковые, установлены надежные решётки.
-Свежий ремонт в Спальных комнатах и Санузле.
-Санузел 100% кафель, НОВАЯ качественная сатнехника, ARISTON.
-Все коммуникации центральные.
-Удобная и просторная Гардеробная.
-Вся Мебель, Кухня и Бытовая техника в подарок!
-Очень хороший район,тихий двор, хорошие соседи.

В шаговой доступности : Школа Гимназии №8, Федерация ДЗЮДО КР, Бассейн ""Дельфин"", Финансовый Техникум БФЕТ, ЦОН и многое другое.
Документы в порядке, готовы к продаже, быстрый выход на сделку.
Отличный варинт под сдачу т.к. район близкий к ВУЗам и Рынкам. и Гос учереждениям.
Стабильный доход при сдаче кв 350-450 USD каждый месяц.

Просим: 45 000$ небольшой торг.
Обмна и Рассрочки нет.
Возможен вариант под ипотеку! Документы все для этого готовы.
За подробной информацией Звоните 0555 77 17, 36 0500 77 17 36
Позвоните на номера выше, если хотите посмотреть квартиру!
","""42.8685""","""74.5744""",https://www.house.kg/details/36115246029428aedef42-28602304,
"1-комн. кв., 23 м2","Бишкек, Центральная мечеть, Московская 49/Правда",$ 14 000,1 187 200 сом,$ 609/м2,51 617 сом/м2,Добавлено 1 месяц назад,,171,от собственника,кирпичный,5 этаж из 5,,"23 м2, жилая: 18 м2, кухня: 5 м2",,малосемейка,центральное,евроремонт,есть,проводной,раздельный,балкон,металлическая,,,,,,,магистральный,,"домофон,                                             кодовый замок",пустая,дерево,3 м.,кладовка,,есть,,"

                                    Описание от продавца                            
Продаю 1ком.кв. гостиничного типа в центре города, на пересечении улиц Московская Правда, очень удобная транспортная развязка, рядом школы садики, ЦУМ,ГУМ, ДОРДОЙ ПЛАЗА, АК ЭММИР, балажан, рынок Мега комфорт. Стоимость 14000$. тел: 0700 50 86 87, 0772 64 69 12, 0555 64 69 12.
","""42.8694""","""74.6161""",https://www.house.kg/details/4899147602932f0ae3088-72473829,
"1-комн. кв., 31.2 м2","Бишкек, Абая/Ахунбаева",$ 24 800,2 103 040 сом,$ 795/м2,67 405 сом/м2,Добавлено 2 месяца назад,Поднято 1 месяц назад,210,от собственника,кирпичный,3 этаж из 4,,31.2 м2,,хрущевка,центральное,требует ремонта,,,,застекленный балкон,,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 1 к.квартиру в районе Медакадемии, Абая/Ахунбаева, 3 этаж из 4, не угловая. Дом кирпичный, площадь 31 м2. Балкон застеклен, полы деревянные. В квартире никто не живет, сроков для выселения нет. Цена: 24800$. Обращайтесь по номеру: 0702092478
","""42.8435""","""74.6018""",https://www.house.kg/details/549579602004286912b8-80129501,
"Дом, 3-комн., 40 м2","Бишкек, Восточный автовокзал, Куренкеева 36/Осмонкула",$ 27 000,2 289 600 сом,$ 675/м2,57 240 сом/м2,Добавлено 1 месяц назад,,287,от собственника,"другое, 1970 г.",,1,40 м2,3.2 соток,,на твердом топливе,,,,,,,,,,,,,,,,,,,,нет,есть,обмен не предлагать,"

                                    Описание от продавца                            
Дом по улице Куренкеева,36. Участок 3,2 сотки. Все коммуникации: по участку проходит газ (можно подключиться), вода в доме, санузел на улице, канализация проходит рядом. Дом саманный, старой постройки. В шаговой доступности Восточный автовокзал, Аламединский базар, школа-гимназия № 23, пр.Жибек Жолу. Улица заасфальтирована. Большой автотрафик, участок подходит под бизнес. В данное время живут квартиранты. Возможны варианты.
0-555-000-576
0-552-022-333
","""42.8898""","""74.6279""",https://www.house.kg/details/88578416028f174996e11-76462043,
"Дом, 4-комн., 500 м2","Бишкек, Ак-Ордо ж/м, Аристократ/Гагарина",$ 43 000,3 646 400 сом,$ 86/м2,7 293 сом/м2,Добавлено 2 месяца назад,Поднято 1 месяц назад,459,от собственника,"кирпичный, 2012 г.",,1,"500 м2, жилая: 100 м2",5 соток,,смешанное,хорошее,есть,проводной,совмещенный,,,,,,септик,центральное водоснабжение,есть,возможно подключение,,,частично меблирована,ламинат,,пластиковые окна,нет,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Очень срочно продается дом в связи с переездом торг уместен
","""42.8503""","""74.4919""",https://www.house.kg/details/32110395ffee261ecf023-61501835,
"1-комн. кв., 16 м2","Бишкек, Шота Руставели 46",$ 15 500,1 314 400 сом,$ 969/м2,82 150 сом/м2,Добавлено 1 месяц назад,Поднято 1 месяц назад,213,от собственника,"монолитный, 1993 г.",4 этаж из 11,,"16 м2, жилая: 14 м2",,малосемейка,центральное,хорошее,есть,adsl,раздельный,нет,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,,частично меблирована,линолеум,3 м.,"улучшенная,                                             кухня-студия,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             кладовка",,есть,,"

                                    Описание от продавца                            
продаю квартиру по причине переезда в другую страну. Однокомнатная квартира гостиничного типа.
","""42.845""","""74.584""",https://www.house.kg/details/3417945602628b1ec3b98-16070533,
"1-комн. кв., 40 м2","Бишкек, 5 м-н, Каралаева 33/Шопена",$ 60 000,5 088 000 сом,$ 1 500/м2,127 200 сом/м2,Добавлено 1 месяц назад,,138,от собственника,панельный,1 этаж из 4,,"40 м2, жилая: 31 м2, кухня: 9 м2",,104 серия улучшенная,центральное,,возможно подключение,оптика,совмещенный,лоджия,бронированная,паркинг,,,,,,магистральный,,"решетки на окнах,                                             домофон",полностью меблирована,ламинат,,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор,                                             удобно под бизнес",нет,есть,,"

                                    Описание от продавца                            
Продам Действующий Бизнес. В СВЯЗИ С ПЕРЕЕЗДОМ.
 Квартира сдаётся посуточно. Работает в данное время. Продаю полностью. Остаётся всё! Бытовая техника, посуда, мебель, 5 комплектов белья, 8 комплектов полотенца, КЛИЕНТСКАЯ БАЗА. ДОХОДНОСТЬ 1000$ И БОЛЬШЕ!!!
","""42.8314""","""74.6301""",https://www.house.kg/details/83133926028d647eba464-98827841,
"2-комн. кв., 57 м2","Бишкек, С. Айтматова 4",$ 49 900,4 231 520 сом,$ 875/м2,74 237 сом/м2,Добавлено 1 месяц назад,,136,от агента,монолитный,10 этаж из 12,,57 м2,,элитка,центральное,евроремонт,,,,балкон,металлическая,паркинг,,,,,,магистральный,,,,паркет,3 м.,,,,,"

                                    Описание от продавца                            
Срочно! 2кв. Элитка. 10/12 с евро ремонтом Ихлас ЖК «Ботанический сад» 49.9$ 
Продаю 2кв. Элитку Ихлас район Госрегистра, Ботанический сад
Квартира светлая, уютная
Большая площадь S=57м2.
Отличный ремонт  - заходи живи.
Стены обои
Полы паркет
Окна пластик.
сан узел – 100% кафель.
Все коммуникации центральные
Водонагреватель Аристон.
10 этаж из 12
УНИКАЛЬНОЕ МЕСТО -Жилой эко-комплекс «Ботанический сад» позволяет вести загородный образ жизни и дышать свежим воздухом, находясь в центре города, в спокойном районе.
ДОСТУПНАЯ ЦЕНА – цена остается разумной и не влияют на высокий уровень качества постройки и ремонта.
СОВРЕМЕННАЯ ДЕТСКАЯ ПЛОЩАДКА
ПАНОРАМНЫЙ ВИД НА ГОРОД
ПОДЗЕМНЫЙ ПАРКИНГ - Вы всегда сможете оставить машину на безопасной автопарковке. Также предусмотрена автопарковка для ваших гостей.
ТРАНСПОРТНАЯ ДОСТУПНОСТЬ - Удобные маршруты позволят вам без труда и за короткое время оказаться в любой точке города.
РАЗВИТАЯ ИНФРАСТРУКТУРА -  школы: «Bilimkana American school», «Сейтек-Джал», школа-гимназия №13, школа-гимназия №70
детские сады: «Asia kids», «Светоч», «Kids star», № 184, 115.
 медицинские учреждения: Спортивно-реабилитационный центр, Национальный госпиталь. 
Университеты: «Политехнический», «БГУ» и «Манас», 
ТРЦ Asia Mall, гипермаркет Фрунзе, мини маркет «У дома».
49900$ 
Звоните! 0708825286
Покажу в течении часа
","""42.8626""","""74.5883""",https://www.house.kg/details/58462466028c3ce5c7930-73476670,
"2-комн. кв., 75 м2","Бишкек, орозбекова/Московская",$ 99 000,8 395 200 сом,$ 1 320/м2,111 936 сом/м2,Добавлено 2 месяца назад,Поднято 1 месяц назад,234,от агента,монолитный,5 этаж из 13,,75 м2,,элитка,центральное,евроремонт,,,раздельный,,,,,,,,,,,,,,3 м.,,,есть,,"

                                    Описание от продавца                            
Продаётся 2к.кВ 75м2 в доме премиум класса «Император» в Золотом квадрате столицы.
Орозбекова/Московская.
Закрытый двор,ресепш,охрана 24/7.
Бульвар Эркиндик в шаговой доступности.
В квартире шикарный ремонт в классическом стиле с использованием самых дорогих материалов.Квартира делалась для себя.Вся мебель Италия,Малайзия.Вся техника Gorenje.
В квартире 3 кондиционера.Очень вместительная гардеробная.
Цена:99.000$
0700 04 19 34
","""42.8688""","""74.6024""",https://www.house.kg/details/902450660194ec0ad3e54-44867397,
"Дом, 5-комн., 350 м2","Бишкек, Киргизия 1 ж/м",$ 580 000,49 184 000 сом,$ 1 657/м2,140 526 сом/м2,Добавлено 2 месяца назад,Поднято 1 месяц назад,553,от агента,кирпичный,,2,350 м2,,,смешанное,евроремонт,,,2 с/у и более,,,,,,центральная,центральное водоснабжение,есть,магистральный,,"сигнализация,                                             видеонаблюдение",полностью меблирована,паркет,,,,,,"

                                    Описание от продавца                            
Продается уютный дом 🏡
В элитном районе Киргизия - 1 
Удобный дом 1 уровень + цоколь  построенный в 2018 году 
Общей площадью 350м2 и участком  8 соток 
Наружная отделка дома Сары Таш
Построен в 2 кирпича
Утеплен стекловолокном
Первый уровень:
Холл
Гостиная с выходом на террасу 
Кухня 
Спальня совместно с санузлом 
Детская комната 
Комната для гостей 
2 санузла
Большая гардеробная комната 
Цокольный этаж:
Прачечная 
Комната отдыха 
Котельная 
Гардеробная
Отопление 2-х видов (электро и гаховавое) 
Система вентиляции и кондиционирования Daikin. 
Центральная канализация   
Качественный дизайнерский ремонт, развитая инфраструктура, дорогая Итальянская мебель,вся техника Bosh, система вентиляции по всему дому, система видеонаблюдения
Окна ""Vega"" 
Благоустроенный двор 
Имеется барбекю зона 
Парковка на 4 авто 
Уличное ночное освещение 
Автоматическая система полива 
Красивый вид, уютная терраса, чистый воздух 
Дом построен для себя с умом и любовью.
Стоимость объекта:580.000$ 
0554 37 11 11
","""42.8207""","""74.5792""",https://www.house.kg/details/24444736013dd9ea47f71-33689553,
"5-комн. кв., 200 м2",Бишкек,$ 250 000,21 200 000 сом,$ 1 250/м2,106 000 сом/м2,Добавлено 5 месяцев назад,Поднято 1 месяц назад,494,от собственника,"кирпичный, 2007 г.",8 этаж из 9,,200 м2,,элитка,электрическое,евроремонт,,,2 с/у и более,застекленный балкон,бронированная,,,,,,,,,"решетки на окнах,                                             домофон,                                             охрана,                                             кодовый замок",полностью меблирована,,,,,,,"

                                    Описание от продавца                            
Если Вы любите комфорт и уют, эта квартира именно для Вас 😍😍😍
Кухня светлая и уютная, мечта любой хозяйки, станет для Вашей семьи местом, где вся семья может собраться вместе за чашечкой кофе или вкусным ужином. Просторная гостиная позволяет встречать гостей.
Южная Магистраль напротив торговый центр Ала Арча
Площадь квартиры 200м2, 
Этаж 8/9
Застройщик БИОР
Все комнаты изолированные,окна выходят на юг и восток, имеются две застеклённые лоджии, с которых открывается изумительный вид на горы.
Два санузла с дорогой сантехникой. Везде теплые полы. Вся мебель и бытовая техника остаётся в подарок 🎁🎁🎁
Проведён смарт интернет.
На лестничной площадке всего две квартиры. Закрытый двор с зелёными насаждениями, и детской площадкой. 
Стоимость 250000$
Торг после осмотра
Обращаться по телефону:0502 37 11 11
","""42.8517""","""74.5422""",https://www.house.kg/details/64460485f88051ec50f03-21847069,
"2-комн. кв., 66.5 м2","Бишкек, 7 м-н, ул. Сухэ-Батора / А. Токомбаева",$ 47 000,3 985 600 сом,$ 707/м2,59 934 сом/м2,Добавлено 2 месяца назад,Поднято 1 месяц назад,212,от агента,монолитный,12 этаж из 12,,66.5 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продается 2х комнатная квартира!!!
ПСО  66,5 м2
Этаж 13/13 
ЖК (Жилой комплекс) «Бекташ»
Застройщик «Эталон»
Уютный дом класса «Комфорт»
Высота потолков 3.0 м
Жилой комплекс «Бекташ» - двухсекционный  дом спроектированный в стиле, в котором сочетаются современный тенденции на рынке недвижимости со стремлением застройщика создать красивое классическое здание.
Дом находится в 7-м микрорайоне рядом с БЧК и проспектом Аалы Токомбаева.
Очень хорошая экология и современная развитая инфраструктура.
Очень удобная транспортная развязка, до ближайшей остановки около двухсот метров.
В шаговой доступности, аптеки магазины, дет сад, №44, так же школы №56 №39 №20.
Дом оснащен современными инженерными системами и скоростными бесшумными лифтами.
На входах в подъезды установлены домофоны.
Территория ограждена, в новостройке имеется: КПП с шлагбаумом, детская площадка, а так же зона отдыха для взрослых. Гостевой паркинг, а так же подземный для жильцов дома.
Окна этой шикарной квартиры выходят на север.
Цена: 47000$
Обращаться по телефону: 0502371111
","""42.8242""","""74.6177""",https://www.house.kg/details/92846756012a684e0e7a0-49252691,
"1-комн. кв., 31 м2","Бишкек, пр-т Ч. Айтматова.",$ 29 500,2 501 600 сом,$ 952/м2,80 697 сом/м2,Добавлено 2 месяца назад,Поднято 1 месяц назад,223,от собственника,кирпичный,3 этаж из 3,,31 м2,,хрущевка,центральное,хорошее,есть,,совмещенный,балкон,металлическая,,,,,,,магистральный,,,полностью меблирована,ламинат,,,,,,"

                                    Описание от продавца                            
Продам 1-к. кв. Кин-р Манас. 3/3 не угл.
","""42.8463""","""74.5852""",https://www.house.kg/details/20410626007eb4d5c5866-58978425,
"Дом, 6 и более комнат, 240 м2","Бишкек, Карла Маркса/дружба",$ 265 000,22 472 000 сом,$ 1 104/м2,93 633 сом/м2,Добавлено 3 месяца назад,Поднято 1 месяц назад,409,от агента,"кирпичный, 2015 г.",,2,"240 м2, жилая: 230 м2",7 соток,,смешанное,хорошее,возможно подключение,проводной,2 с/у и более,,,,,,центральная,центральное водоснабжение,есть,магистральный,,"решетки на окнах,                                             домофон",частично меблирована,ламинат,3 м.,,,,,"

                                    Описание от продавца                            
Продается 3-х уровневый особняк, в золотом квадрате 
Все шаговой доступности, 
Мебель частично ,
На 1вом этаже 2 гостиных ,кладовая ,с/у, коридор зеркальной прихожей .
На 2ром 4 спальня ,2с/у
В цокольном этаже топка , гардероб и кладовка ,
Во дворе бассейн+барбекю 
Участок 5сот
7 комнат 
Адрес: Карла Маркса Дружба
Сумма: 265,000$
Рассмотрим варианты
0702417441
0553504707
","""42.8541""","""74.6234""",https://www.house.kg/details/45324405ff02b2c83c339-97847697,
"Участок, 4 соток","Бишкек, Кустанайская 20а/Крупской",$ 20 000,1 696 000 сом,,,Добавлено 1 месяц назад,,195,от собственника,,,,,4 соток,,,,,,,,,,"свет,                                             газ,                                             интернет,                                             вода,                                             канализация",вдоль трассы,,,,,,,,,,фундамент,,,обмен не предлагать,"

                                    Описание от продавца                            
Срочно продается участок в Киркомстрой Кустанайская 20а пересечение Восточной ( Крупской)  звонить по номеру 0703718105
","""42.8766""","""74.512""",https://www.house.kg/details/36914516028778c15d501-25846256,
"Дача, 6 и более комнат, 336 м2","Бишкек, Рухий Мурас ж/м",$ 69 000,5 851 200 сом,$ 205/м2,17 414 сом/м2,Добавлено 1 месяц назад,,188,от собственника,кирпичный,,,336 м2,6 соток,,автономное,под самоотделку (псо),возможно подключение,,,,,,,,возможно подведение,центральное водоснабжение,есть,автономный,постоянно,,пустая,,,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Продается дом,.

336 КВ метра. 12/9.
 3 этажа.
 В подвале, 2 комнаты+холл + топка.
На первом этаже 2 комнаты+холл+ сан узел. На втором этаже 5 комнаты+холл + сан узел. 
 Строили для себя .
 Фундамент, колонны, перекрытия:  армированный каркас + бетон
Стены кирпичные 2 слоя.

Ж/м Рухий мурас.
","""42.8592""","""74.7074""",https://www.house.kg/details/850449560282ab6bd98f0-72110051,
Гараж,"Бишкек, Токтогула - Манаса",$ 7 500,636 000 сом,,,Добавлено 10 месяцев назад,Поднято 1 месяц назад,939,от собственника,,,,,,,,,,,,,,,,,,,,,,,,,,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю капитальный кирпичный гараж в кооперативе в центре. Токтогула - Манаса. 
Гараж под навесом, с большим подвалом. В кооперативе охрана 24/7 + видеонаблюдение. Красная книга
Рассмотрю обмен на авто
","""42.8735""","""74.5863""",https://www.house.kg/details/42988455ec7a12f2a4c19-55316471,кирпичный
"2-комн. кв., 75 м2",Бишкек,$ 72 000,6 105 600 сом,$ 960/м2,81 408 сом/м2,Добавлено 2 месяца назад,Поднято 1 месяц назад,300,от собственника,"кирпичный, 2016 г.",3 этаж из 10,,"75 м2, жилая: 50 м2, кухня: 6 м2",,элитка,центральное,евроремонт,возможно подключение,проводной,совмещенный,балкон,металлическая,,,,,,,магистральный,,"домофон,                                             видеодомофон,                                             видеонаблюдение",частично меблирована,ламинат,2.8 м.,"пластиковые окна,                                             кондиционер,                                             тихий двор",,,,"

                                    Описание от продавца                            
Продаю 2-х комнатную элитку в центре города.Киевская\Уметалиева.
75кв.м.Этаж 3\10.В квартире сделан евроремонт,все коммуникации центральные,есть балкон,чистый подьезд.Частично остается мебель.
Район очень хороший:учебные заведения,медицинские центры,рынок,
ТЦ ""I-MALL"" и т.д.Цена:72000$.
Телефон:0500866669,0771647677,0708789808
","""42.8753""","""74.5816""",https://www.house.kg/details/16114675ffaf477134857-02290512,
"Дом, 3-комн., 36 м2","Бишкек, Ак-Босого ж/м/Архитектурная",$ 33 000,2 798 400 сом,$ 917/м2,77 733 сом/м2,Добавлено 1 месяц назад,,164,от собственника,шлакоблочный,,1,36 м2,5 соток,,на твердом топливе,среднее,,,,,,,,,,центральное водоснабжение,есть,нет,,,частично меблирована,ламинат,2.7 м.,баня,,,,"

                                    Описание от продавца                            
Продаётся дом в ж/м Ак-Босого. Очень срочно
","""42.9251""","""74.5855""",https://www.house.kg/details/91254346028122adae916-97668358,
"Участок, 4 соток","Бишкек, Ак-Ордо ж/м",$ 13 000,1 102 400 сом,,,Добавлено 1 месяц назад,,311,от собственника,,,,,4 соток,,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю участок 4 сот. Адрес: Село Селекционая ул.Проектируемая 26-я (рядом с 3-м домам. Ак ордо-2, рядом тец-2 . Есть красная книга.  Реальному клиенту уступка есть. Только нал.
","""42.8319""","""74.4963""",https://www.house.kg/details/2976714602802948e2381-35218386,
"Участок, 10 соток","Бишкек, с. Орто-Сай, Желательно Ближе К Дороге 1",$ 30 000,2 544 000 сом,,,Добавлено 4 месяца назад,Поднято 1 месяц назад,987,от собственника,,,,,10 соток,,,,,,,,,,"свет,                                             газ,                                             канализация,                                             вода",в пригороде,,,,,,,,,,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Куплю Не Дорого Участок
Площадь 8-10 сотых
В Верхних Районах:
- Кок Джар (воен. госпиталь, Хайленд)
- Беш Күнгөй
- Чон Арык
- Орто Сай
- Расмотрю другие Варианты.   

Покупаю не спеша, для Себя(не перекупщик).
Цена будет зависеть от местонахождения ,до 30 тыс.$ -35тыс.$
Кому срочно надо продать, предлогайте Варианты.
Тел. 0553 309 609 ( вотсап тоже)
","""42.7887""","""74.657""",https://www.house.kg/details/63467725fbc28522f51b4-51745124,
"2-комн. кв., 68 м2","Бишкек, токомбаева 75",$ 58 500,4 960 800 сом,$ 860/м2,72 953 сом/м2,Добавлено 1 месяц назад,,111,от собственника,"кирпичный, 2017 г.",4 этаж из 9,,68 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,3 м.,,,,,,"""42.8116""","""74.6361""",https://www.house.kg/details/61970886027e73aaaab34-70234764,
"3-комн. кв., 90 м2","Бишкек, пр. Чингиза Айтматова, 4",$ 76 000,6 444 800 сом,$ 844/м2,71 609 сом/м2,Добавлено 1 месяц назад,,143,от собственника,монолитный,9 этаж из 12,,90 м2,,элитка,центральное,евроремонт,,,раздельный,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продаётся 3-х комнатная квартира в новом элитном доме, со свежим отличным ремонтом
Застройщик : СК «ИХЛАС»
Жилой комплекс: «Ботсад»
Адрес : Горького/Белинка (Бот сад, район Гос регистра)
Этажность: 9 из 12, полностью готовый блок Блок «И»
Площадь: 90 м2
Количество комнат: 3
Коммуникации: центральное отопление, центральная канализация, городской газ.
Раздельные санузлы

Фасад дома из натурального травертина (сары таш);
Дом оснащён двумя бесшумными лифтами, теплоизоляция наружных стен,стальные подъездные двери, детская площадка, видеонаблюдение,охраняемая территория;
Окна выходят на восток,север и запад,
Район отличный, рядом ботанический сад, свежий воздух, отличная транспортная доступность, заезд с двух сторон. 
В шаговой доступности школы (Билимкана, Абитуриент и тд), детские сады, ТРЦ Азия Молл, супермаркет Фрунзе, остановка общественного транспорта и т.д.

Цена : 76.000$
","""42.8626""","""74.5883""",https://www.house.kg/details/42195866027d250aa0ab4-49273844,
"1-комн. кв., 39 м2","Бишкек, Суйунбаева/Токтогула",$ 32 500,2 756 000 сом,$ 833/м2,70 667 сом/м2,Добавлено 2 месяца назад,Поднято 1 месяц назад,277,от собственника,монолитный,10 этаж из 12,,39 м2,,элитка,центральное,евроремонт,нет,,совмещенный,лоджия,бронированная,,,,,,,магистральный,,"домофон,                                             охрана",пустая,линолеум,3 м.,"неугловая,                                             тихий двор,                                             пластиковые окна",,,,"

                                    Описание от продавца                            
Продается  1-комн кв. в Центре Суйунбаева/Токтогула,  Элитка, 39м²
Этаж 10/12. Коммуникация всё центральное,не угловая.Рядом находятся Цум,Дордой плаза,центр. Мечеть. Лифт работает. Цена:32500$.Тел:
","""42.8708""","""74.6244""",https://www.house.kg/details/432525600454a59389b2-38109625,
"3-комн. кв., 92 м2","Бишкек, VEFA, по советской ###/Элебаева",$ 83 000,7 038 400 сом,$ 902/м2,76 504 сом/м2,Добавлено 1 месяц назад,,126,от агента,"кирпичный, 2015 г.",2 этаж из 10,,"92 м2, жилая: 92 м2, кухня: 92 м2",,элитка,центральное,евроремонт,есть,adsl,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"решетки на окнах,                                             домофон,                                             охрана,                                             видеонаблюдение",частично меблирована,ламинат,3 м.,,,,обмен не предлагать,"

                                    Описание от продавца                            
Представляю вашему вниманию очень красивую, качественную квартиру!
Локация: Медерова/Советская, самое удобное расположение, до центра и до микрорайонов без пробок.
Инфраструктура развита на 101% , все в шаговой доступности. 
Квартира находится на 2 этаже из 10 этажей
Общая площадь 92,2м2, все коммуникации центральные, документация в порядке.Тех.паспорт на руках
Квартира продаётся упакованная,😄
По всему периметру камеры наблюдения а также в лестничных площадках!!!
Самое главное очень хорошие соседи 

Внимание ❗️83. 000$❗️
Цена срочная!!!

Все вопросы по номеру 0708 09 11 62
Есть ватсап
","""42.8528""","""74.6102""",https://www.house.kg/details/97208546027ca7a89f9f4-21756997,
"3-комн. кв., 102 м2","Бишкек, ул. Токомбаева, 27",$ 110 000,9 328 000 сом,$ 1 078/м2,91 451 сом/м2,Добавлено 2 месяца назад,Поднято 1 месяц назад,258,от собственника,монолитный,7 этаж из 9,,102 м2,,элитка,автономное,евроремонт,,,раздельный,,,паркинг,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продаю 3х к. кв. ЖК ""БРИСТОЛЬ"".
Адрес: Асанбай.
Площадь: 102м2.
Этаж: 7/9.
Состояние заходи и живи. 
Техпаспорт есть.
Стоимость: 110.000$ торг по факту.
","""42.8221""","""74.6137""",https://www.house.kg/details/4996419601fce599fef30-72313766,
"1-комн. кв., 34 м2","Бишкек, Шота Руставели/Ахунбаева",$ 25 000,2 120 000 сом,$ 735/м2,62 353 сом/м2,Добавлено 6 месяцев назад,Поднято 1 месяц назад,368,от собственника,кирпичный,4 этаж из 4,,34 м2,,хрущевка,центральное,хорошее,,проводной,раздельный,балкон,бронированная,,,,,,,магистральный,,,частично меблирована,дерево,,,,,,,"""42.8438""","""74.583""",https://www.house.kg/details/71465515f67899030a411-17639149,
"2-комн. кв., 69.15 м2","Бишкек, Ч.Айтматова/А.Масалиева.",$ 40 500,3 434 400 сом,$ 586/м2,49 666 сом/м2,Добавлено 2 месяца назад,Поднято 1 месяц назад,180,от собственника,монолитный,12 этаж из 13,,69.15 м2,,элитка,автономное,под самоотделку (псо),,,раздельный,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Пр.Айтматова/пр.Масалиева
12этаж 13
Класс Премиум Этажность12 
2х  69.15м2
Техн-я строительства:ж/б монолит-кирпич
Высота потолков3м 
 Завершение декабрь  2020 г ЗастройщикМунара Строй 
40.500$
","""42.8258""","""74.5861""",https://www.house.kg/details/5761000601fc67eb6f377-24224733,
"1-комн. кв., 54.6 м2","Бишкек, ул. Каракульская, 1",$ 40 000,3 392 000 сом,$ 733/м2,62 125 сом/м2,Добавлено 3 месяца назад,Поднято 1 месяц назад,264,от собственника,"монолитный, 2017 г.",6 этаж из 9,,54.6 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Ак барс 
Застройщик ГЛАВСТРОЙ
1 ком ка. 54,6 м2
Псо
6 из 9
Тех паспорт 
40.000$
","""42.8614""","""74.5917""",https://www.house.kg/details/93620325fe9a4495391b0-59269453,
