title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link,Период аренды
"2-комн. кв., 52 м2","Бишкек, Средний Джал м-н",$ 43 000,3 646 400 сом,$ 827/м2,70 123 сом/м2,Добавлено 10 месяцев назад,Поднято 3 месяца назад,515,от агента,панельный,7 этаж из 9,,"52 м2, жилая: 45 м2, кухня: 10 м2",,106 серия,центральное,хорошее,возможно подключение,оптика,раздельный,балкон,металлическая,гараж,,,,,,магистральный,,домофон,частично меблирована,линолеум,3 м.,тихий двор,нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Адрес : мкр.Джал(средний)
Количество : 2
Этажность : 7 из 9
Площадь : 52 м2
Серия : 106
Коммуникации : Все центральные
Не угловая,
с ремонтом+мебелью
тех паспорт имеется,сушилка тоже относится все законно
Цена : 43000$
","""42.8376""","""74.5679""",https://www.house.kg/details/37986615ed9e4a67793e0-60703389,
"3-комн. кв., 100 м2",Бишкек,$ 89 000,7 547 200 сом,$ 890/м2,75 472 сом/м2,Добавлено 4 месяца назад,Поднято 3 месяца назад,327,от собственника,кирпичный,6 этаж из 9,,"100 м2, жилая: 100 м2",,элитка,,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3х комнатную квартиру 
Горький /Элебаева.
Серия - Новостройка . 
Документы - техпаспорт.
Количество жилых комнат - 3
Общая площадь – 100 кв.
Этаж  6/9
Санузел – раздельный,
Состояние – отличное.
Мебель  – частично .
Коммуникации - центральные.
Отопление -центральное. 
Выкупленное парковочное место 
Цена – 89000$
Развитая инфраструктура всё в пешей доступности!
","""42.8568""","""74.613""",https://www.house.kg/details/44494925fcdd17ad0a6c9-38539662,
"3-комн. кв., 70 м2",Бишкек/Московская,$ 81 500,6 911 200 сом,$ 1 164/м2,98 731 сом/м2,Добавлено 3 месяца назад,Поднято 3 месяца назад,240,от собственника,кирпичный,4 этаж из 5,,"70 м2, жилая: 70 м2",,индивид. планировка,,хорошее,,,,,,,,,,,,,,,полностью меблирована,,,,,,,"

                                    Описание от продавца                            
Продаю 3-х комнатную квартиру в центре города Турусбекова-Московская 
Индивид
4 этаж из 5
70 м2 по тех.паспорту по факту 90 м2 (вынесены и утеплённые 4 лоджии)

Дорогой ремонт, Техника, Мебель
Цена 81500
","""42.8705""","""74.5844""",https://www.house.kg/details/30394375fd5b5010df635-87146945,
"4-комн. кв., 97 м2","Бишкек, Горького/Элебаева",$ 61 500,5 215 200 сом,$ 634/м2,53 765 сом/м2,Добавлено 3 месяца назад,Поднято 3 месяца назад,313,от собственника,кирпичный,5 этаж из 5,,"97 м2, жилая: 97 м2",,индивид. планировка,центральное,хорошее,,,,,,,,,,,,,,,полностью меблирована,,,,,,,"

                                    Описание от продавца                            
продаю 4 комнатную квартиру ! р-н Вефа центра Горького/Элебаева квадратура : 97м2 этаж : 5/5 индивид 2 сан узла остается кух. меб и встроенный шкаф цена : 61500$
","""42.8558""","""74.6129""",https://www.house.kg/details/55504485fd5ba41bdc718-68513236,
"3-комн. кв., 60 м2",Бишкек,$ 53 500,4 536 800 сом,$ 892/м2,75 613 сом/м2,Добавлено 4 месяца назад,Поднято 3 месяца назад,250,от агента,кирпичный,5 этаж из 5,,60 м2,,104 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3-х комнатную квартиру.
Площадь 60м2.
Год постройки 1979. 
Материал стен- кирпич.
Планировка индивидуальная.
Санузел раздельный.
Этаж 5/5, проблем с крышей нет (Дом в ТСЖ, в подъезде пластиковые окна, крыша после ремонта).
Лоджии застеклены - 2 шт. Окна выходят на восток и запад.
Местоположение: южные ворота, 8 мкрн
Цена 53500$ 
Тел:0708944448,0550064222
","""42.8348""","""74.6122""",https://www.house.kg/details/39997025fcddc006d62a8-89288246,
"4-комн. кв., 145 м2",Бишкек,$ 115 000,9 752 000 сом,$ 793/м2,67 255 сом/м2,Добавлено 5 месяцев назад,Поднято 3 месяца назад,451,от агента,"кирпичный, 2017 г.",9 этаж из 10,,145 м2,,элитка,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 4х комнатную квартиру 
Киевская Уметалиева 
СК "" Build Consult"".
Год постройки - 2017.
Документы - техпаспорт.
Количество жилых комнат - 4.
Угловая
Общая площадь - 145м2.
Серия – Элитка.
Этаж - 9/10
Тип строения - Кирпич.
Санузел - раздельный.
Состояние – хорошее.
Мебель - нет.
Коммуникации - центральные.
Отопление - ТЕЦ.
Двор большой с парковкой проблем нет.
Цена -$ 115 000
Вся инфраструктура в шаговой доступности. Транспорт во все стороны города.
","""42.8758""","""74.5813""",https://www.house.kg/details/6806415f8ff0e1417f09-76406762,
"3-комн. кв., 68 м2",Бишкек,$ 61 000,5 172 800 сом,$ 897/м2,76 071 сом/м2,Добавлено 5 месяцев назад,Поднято 3 месяца назад,523,от агента,"кирпичный, 2017 г.",5 этаж из 10,,68 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3х студию комнатную квартиру 
Киевская Уметалиева 
СК "" Build Consult"".
Год постройки - 2017.
Документы - техпаспорт.
Количество жилых комнат - 3.
Угловая
Общая площадь - 68м2.
Серия – Элитка.
Этаж - 5/10
Тип строения - Кирпич.
Санузел - совмещенный.
Состояние – хорошее.
Мебель и техника – частично.
Коммуникации - центральные.
Отопление - ТЕЦ.
Двор большой с парковкой проблем нет.
Цена -$ 67 500
Вся инфраструктура в шаговой доступности. Транспорт во все стороны города.
","""42.8744""","""74.582""",https://www.house.kg/details/24855035f8ff3a8d2f694-38366957,
"3-комн. кв., 74 м2","Бишкек, Тунгуч м-н",$ 47 000,3 985 600 сом,$ 635/м2,53 859 сом/м2,Добавлено 4 месяца назад,Поднято 3 месяца назад,276,от агента,панельный,5 этаж из 9,,74 м2,,106 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3х комнатную квартиру
в мкр. Тунгуч д25

Количество жилых комнат - 3.
Общая площадь - 74м2.
Серия - 106с.
Этаж - 5/9.
Лоджии - 2.
Тип строения - панель.
Санузел - раздельный.
Состояние - среднеее
Мебель - частично. 
Коммуникации - центральные.
Квартира утеплённая из Нутри 

Цена -$47000
Тел.- 0708944447,0550064222
Дополнительно: Хороший большой зеленый  двор,с парковкой проблем нет. Рядом с домом садик 181, Школа 73, ТЦ Глобус, Поликлиника.
Вся инфраструктура в шаговой доступности.Транспорт во все стороны города
","""42.8543""","""74.6902""",https://www.house.kg/details/24306645fbf9ca89f0552-83348037,
"2-комн. кв., 78 м2",Бишкек,$ 68 000,5 766 400 сом,$ 872/м2,73 928 сом/м2,Добавлено 3 месяца назад,Поднято 3 месяца назад,235,от агента,кирпичный,9 этаж из 10,,78 м2,,элитка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 2ком Элитку центре Бишкека Чуй/Турусбекова 

Общая площадь - 78 м2
Этаж - 9/10
Санузел - 2 
Не Студия 
Техпаспорт на руках 
Коммуникации -центральные 
Газ проведён- в этапе подключения 
Комнаты все изолированные, окна смотрят на Юг(солнечная квартира)свежий ремонт, частично остаётся мебель и техника, квартира не угловая  охрана , двор огорожен с детской площадкой , есть подземная парковка !
Удобная транспортная развязка
Цена - 68000$
","""42.8768""","""74.585""",https://www.house.kg/details/28744225fd84f6d5c2550-02563329,
"4-комн. кв., 144 м2","Бишкек, Асанбай м-н, ул. Токомбаева / Сухэ-Батора",$ 160 000,13 568 000 сом,$ 1 111/м2,94 222 сом/м2,Добавлено 3 месяца назад,Поднято 3 месяца назад,256,от агента,"монолитный, 2020 г.",9 этаж из 15,,144 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,3.3 м.,,,,,"

                                    Описание от продавца                            
Продаю 4- ком. квартиру ПСО в «Монако».
Наша квартира находится на 9 этаже, 14-этажного дома
Площадь - 144 м2
Дом клубный, премиум класса
Окна восток-юг
 Расположение: ул. Токомбаева, 1 линия, напротив Глобуса.
 В подарок готовый дизайн проект под ключ.

Жилой дом «Монако» — это превосходный клубный дом премиум класса, созданный по эксклюзивному проекту СК Авангард.
✔Утонченная архитектура, отличное расположение, безопасная территория, изысканный дизайн холла и подъездов.
✔Газификация, современная система отопления ю, двухуровневая парковка.
Цена: 160000$
","""42.8228""","""74.6149""",https://www.house.kg/details/68508965fd87b95a894e2-26918392,
"2-комн. кв., 88 м2","Бишкек, 12 м-н, мкрн 12, 21а (ул. Саякбая Каралаева / ул. Нуркамал Жетикашкаевой)",$ 52 000,4 409 600 сом,$ 591/м2,50 109 сом/м2,Добавлено 3 месяца назад,,272,от собственника,"монолитный, 2017 г.",6 этаж из 10,,88 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,3 м.,,,,,,"""42.8157""","""74.6374""",https://www.house.kg/details/49315535fdb05b07ad793-88462566,
"3-комн. кв., 85 м2","Бишкек, Асанбай м-н, Орозбекова/2",$ 95 000,8 056 000 сом,$ 1 118/м2,94 776 сом/м2,Добавлено 3 месяца назад,,255,от собственника,кирпичный,2 этаж из 10,,85 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается  3-х комнатная кВ Орозбекова2  бишкеккурулуш... 85м2 цена 95000! Вся мебель остаётся
","""42.8186""","""74.6248""",https://www.house.kg/details/52227815fdb050e0564a9-05310991,
"Дом, 5-комн., 270 м2","Бишкек, Рабочий Городок",$ 233 000,19 758 400 сом,$ 863/м2,73 179 сом/м2,Добавлено 4 месяца назад,Поднято 3 месяца назад,447,от собственника,"кирпичный, 2018 г.",,2,270 м2,5 соток,,на газе,евроремонт,,,2 с/у и более,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,полностью меблирована,,,"пластиковые окна,                                             хозпостройки,                                             гараж",,,,"

                                    Описание от продавца                            
Продается 2-х уровневый дом
5 комнат
Район: Рабочий городок ул.Юдахина/Алтымышева 
Площадь: 270м2. 
Участок 5 соток
Дом 2018 постройки. 
Дом построен для себя.
Высота потолков 3 м
Имеется красная книга, Коммуникации центральные , отопление газовое итальянский котел 🔥🔥🔥
Большая гостиная,4спальни, 2 санузла, теплый пол. 
Имеется незаконченая  хозпостройка, летняя кухня, баня 1 санузел. Летний душ 🚿. 
Двор крытый, парковка крытая на 3 машины.
Хорошие подъездные пути
Рядом больница, 25 школа, школа им. А. Чехова. Детские сады
Цена: 233000$
Обращаться по телефону:0502371111
","""42.8566""","""74.5665""",https://www.house.kg/details/29509475fb4df56b25b67-95882894,
"2-комн. кв., 77 м2","Бишкек, Фрунзе/430",$ 81 000,6 868 800 сом,$ 1 052/м2,89 205 сом/м2,Добавлено 3 месяца назад,,222,от собственника,"монолитный, 2017 г.",7 этаж из 9,,77 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
2 квартира 77 кв . Застройщик Стандарт Строй  7/11 . Избмебели кухня со встроенной техникой . Расположен на ул Фрунзе 430 . Цена 81000$
","""42.8821""","""74.5817""",https://www.house.kg/details/54526205fdb0418e1cc79-83913362,
"4-комн. кв., 115 м2","Бишкек, Рапина/Льва Толстого",$ 41 000,3 476 800 сом,$ 357/м2,30 233 сом/м2,Добавлено 3 месяца назад,,298,от собственника,кирпичный,10 этаж из 10,,115 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 4-ком квартиру студия  114.70м2,этаж 10/10, 
Люди живут 60% лифт работает отопление дали 
не угловая,ПСО,(под само отделку),,все коммуникации центральные,хорошее расположение дом, Л Толстого /Репина
ЖД""Пишпек Сити "", застройщик СК""Зенги Ата""
Цена: 41000$  
Рядом вся инфраструктура школа,садик, Базарчик,  транспортная развязка и.т.д
Тел:0703260272
Очень выгодная цена 
Электричество уже проведено 
Гипсокартон поставлен  
Торг уместен
","""42.852""","""74.5498""",https://www.house.kg/details/44764585fdb034cb32011-69879815,
"4-комн. кв., 90 м2","Бишкек, Боконбаева/Ибраимова",$ 58 000,4 918 400 сом,$ 644/м2,54 649 сом/м2,Добавлено 4 месяца назад,Поднято 3 месяца назад,258,от собственника,панельный,9 этаж из 9,,90 м2,,106 серия,центральное,требует ремонта,,,,балкон,,,,,,,,,,,,ламинат,,,,,с доплатой покупателя,"

                                    Описание от продавца                            
Продается 4х комнатная квартира
Район Боконбаева / Ибраимова «Золотой Квадрат»
Квартира площадью 90м2, 2 балкона с видом на запад и восток.
Этаж 9/9 Серия 106. Не угловая.
Дом теплый. Окна пластиковые. 
Коммуникации все центральные 
В квартире нужен косметический ремонт
Стоимость 61000 $ торг после осмотра
Обращаться по телефону 0 502 37 11 11
","""42.8674""","""74.6174""",https://www.house.kg/details/61768795fca14ed790632-49539442,
"1-комн. кв., 61 м2","Бишкек, Ахунбаева/Чапаева",$ 48 000,4 070 400 сом,$ 787/м2,66 728 сом/м2,Добавлено 4 месяца назад,Поднято 3 месяца назад,301,от собственника,кирпичный,2 этаж из 11,,61 м2,,индивид. планировка,центральное,евроремонт,,,совмещенный,,,,,,,,,магистральный,,"домофон,                                             охрана",частично меблирована,,,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             встроенная кухня",,,,"

                                    Описание от продавца                            
Срочно 🔥🔥🔥Продается 1 комнатная квартира 
Площадь 61.7м2
Этаж 2/11
Застройщик Ихлас
Район Ахунбаева/Чапаева
В квартире сделан хороший ремонт, остаётся встроенная мебель
Окна южные
Стоимость 48000 $
Обращаться по телефону:
","""42.8448""","""74.5682""",https://www.house.kg/details/18783745fb4e4775e9b10-59853722,
"1-комн. кв., 34 м2","Бишкек, ЦУМ/Цум",$ 22 700,1 924 960 сом,$ 668/м2,56 616 сом/м2,Добавлено 4 месяца назад,Поднято 3 месяца назад,875,от собственника,кирпичный,3 этаж из 4,,34 м2,,индивид. планировка,центральное,хорошее,,,совмещенный,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
22700$.   Срочная !!!Срочная Цена!!!!!!! Цена!!!!Срочно продаю 1 ком квартиру , коридорное типа , Но Квартира полноценная Однушка!!!
центр : Район ЦУМ/ГУМ
","""42.8752""","""74.6136""",https://www.house.kg/details/50773035fcb60da2889c1-67951806,
"1-комн. кв., 32 м2","Бишкек, Пржевальского 46/Исанова",$ 28 000,2 374 400 сом,$ 875/м2,74 200 сом/м2,Добавлено 4 месяца назад,Поднято 3 месяца назад,553,от собственника,"кирпичный, 2016 г.",2 этаж из 3,,32 м2,,индивид. планировка,на газе,хорошее,возможно подключение,проводной,совмещенный,нет,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             кодовый замок",пустая,ламинат,2 м.,"пластиковые окна,                                             улучшенная,                                             кухня-студия,                                             новая сантехника,                                             тихий двор",,,,,"""42.8951""","""74.5914""",https://www.house.kg/details/63039855fbf65f558cf57-12807396,
"1-комн. кв., 35 м2","Бишкек, Восток-5 м-н",$ 30 000,2 544 000 сом,$ 857/м2,72 686 сом/м2,Добавлено 3 месяца назад,Поднято 3 месяца назад,234,от собственника,монолитный,5 этаж из 12,,35 м2,,индивид. планировка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю 1ком квартиру ! 
Развитая инфраструктура! 
Все коммуникации Центральные , газа нет )
","""42.8717""","""74.632""",https://www.house.kg/details/86747355fd9f34e619fc2-80478239,
"3-комн. кв., 90 м2","Бишкек, Мира/Горького",$ 75 000,6 360 000 сом,$ 833/м2,70 667 сом/м2,Добавлено 3 месяца назад,,240,от агента,"кирпичный, 2020 г.",8 этаж из 12,,90 м2,,элитка,,евроремонт,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
3к Элитка 90м2 от ИХЛАС ПСО
Адрес : Горького/Белинка (Бот сад,район Гос регистра)
Этажность : 8 из 12 Блок И
Новый Евроремонт!
Коммуникации все центральные
бесшумный лифт,
теплоизоляция наружных стен,
стальные подъездные двери,
детская площадка,
видеонаблюдение,охраняемая территория, можно начать ремонт делать,
люди живут рядом ботанический сад
чистый воздух,
полная оплата имеется,Кв.нотариально заверенна,в гос регистре зарегистрованна,
окна выходят на восток,север и запад,
внешний фасад из травертина
Цена : 75 000$
","""42.8597""","""74.5875""",https://www.house.kg/details/92682535fda295f7dd4d2-80462921,
"2-комн. кв., 107 м2","Бишкек, Восток-5 м-н",$ 67 000,5 681 600 сом,$ 626/м2,53 099 сом/м2,Добавлено 3 месяца назад,,234,от собственника,кирпичный,3 этаж из 14,,107 м2,,элитка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 2х ком квартиру , с евроремонтом , не угловая , санузел 100% кафель
","""42.8717""","""74.632""",https://www.house.kg/details/9626925fd9f8ad327fe2-55108749,
"2-комн. кв., 80 м2","Бишкек, Чуй 245/1/Мира",$ 66 000,5 596 800 сом,$ 825/м2,69 960 сом/м2,Добавлено 5 месяцев назад,Поднято 3 месяца назад,570,от собственника,кирпичный,10 этаж из 10,,80 м2,,элитка,центральное,евроремонт,,,,,,,,,,,,,,,,,,,,,обмен на авто,"

                                    Описание от продавца                            
2к Элитка в Современном стиле
Чуй 245/1 перес пр-т Мира
80 м2  

66000$ цена снижена!

на 10 эт
Окна на Север, Восток
Все коммуникации центральные
Евроремонт, мебель, техника
","""42.8777""","""74.5897""",https://www.house.kg/details/54891615f8d788c124cc1-10071123,
"3-комн. кв., 62 м2","Бишкек, Правда/Боконбаева",$ 57 000,4 833 600 сом,$ 919/м2,77 961 сом/м2,Добавлено 3 месяца назад,,225,от собственника,панельный,6 этаж из 9,,62 м2,,106 серия улучшенная,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 3-х комнатная квартира с сушилкой 
106 серия (сушилка узаконена)
С ремонтом и мебелью
Центр города
Правда/Боконбаева
6 из 9
Угловая утеплённая
Сквозная (окна на двор и на восток)
Все коммуникации
Цена: 57000$
","""42.8667""","""74.6109""",https://www.house.kg/details/42323805fd99ca182f346-43238996,
"2-комн. кв., 89 м2","Бишкек, Исанова/Боконбаева",$ 86 000,7 292 800 сом,$ 966/м2,81 942 сом/м2,Добавлено 3 месяца назад,,328,от собственника,кирпичный,9 этаж из 10,,89 м2,,элитка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3 комн кв 89 м2 в центре города, район Исанова Боконбаева, рядом 70 школа. Квартира на 9 этаже из 10, тех пасспорт. Жк Гок Таш. С встроенной мебелью. С хорошим и дорогим ремонтом. В шаговой доступности сады, школа.Развитая инфраструктура. Разумный торг.86000$
Тел:0703260272
","""42.8678""","""74.5909""",https://www.house.kg/details/9949735fd99584887440-55154509,
"2-комн. кв., 76 м2",Бишкек,$ 66 000,5 596 800 сом,$ 868/м2,73 642 сом/м2,Добавлено 3 месяца назад,,252,от собственника,кирпичный,5 этаж из 10,,76 м2,,элитка,,евроремонт,,,,,,,,,,,,,,,полностью меблирована,,,,,,,"

                                    Описание от продавца                            
Продаю 2х комнатную квартиру
в районе Медакадемии
ул.Ахунбаева//Малдыбаева

Год постройки - 2016.
СК ""Ихлас"".
Документы - техпаспорт.
Количество жилых комнат - 2.
Общая площадь - 76м2.
Серия - элитка.
Этаж - 5/10
Тип строения -  кирпич.
Санузел - 2.
Состояние - отличное.
Мебель+техника все остается.
Коммуникации - центральные.

Цена -$66000

Вся инфраструктура в шаговой доступности.Транспорт во все стороны города
","""42.8432""","""74.6003""",https://www.house.kg/details/72488715fd929ae7399a4-60573669,
"4-комн. кв., 155 м2",Бишкек,$ 145 000,12 296 000 сом,$ 935/м2,79 329 сом/м2,Добавлено 4 месяца назад,Поднято 3 месяца назад,530,от агента,кирпичный,6 этаж из 10,,155 м2,,элитка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 4х комнатная квартира!!!
Чингиза Айтматова/Ю. Магистраль
ЖК «Акун»
Площадь 155.7 м2
Этаж 6/10
Квартира с ремонтом, большой холл, Просторная гостиная 48м2, позволяет встречать гостей
Уютная кухня для семейных посиделок, 2 санузла
Дом кирпичный, коммуникации все центральные.
Имеется паркинг, двор закрытый, есть зеленые насаждения, детская площадка.
Тихий район, свежий воздух.
Стоимость 145000$ (паркинг входит в стоимость)
Торг уместен
Телефон:0705 3511111
","""42.8289""","""74.585""",https://www.house.kg/details/47652095fc4b586c92636-94543245,
"3-комн. кв., 188 м2",Бишкек,$ 173 000,14 670 400 сом,$ 920/м2,78 034 сом/м2,Добавлено 4 месяца назад,Поднято 3 месяца назад,304,от агента,кирпичный,3 этаж из 12,,188 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
🔥🔥Продается: 3-х комнатная квартира. 🔥🔥
Застройщик:Курулуш 
Советская / Токтогула
Площадь 188м2+лоджии 
Этаж 3/12🏢
В квартире сделан ремонт.
2 санузла смежные 
2 кладовые 
Огороженный двор. 
Паркинга на 1 машину 🚗
Лифт чип ключ.
Коммуникации центральные 
🎁🎁🎁+Вся мебель остаётся
Имеются кондиционеры 
 Все в шаговой доступности: ТЦ""Мото"", школы, аптеки 💊👩⚕️, 
рестораны, языковые курсы, Фаст фуд 🤤🍔🍟
Цена : 173 000$ 💵
Телефон:0705 35 11 11
","""42.8723""","""74.6114""",https://www.house.kg/details/89231845fc4c7365ca640-03918063,
"2-комн. кв., 55 м2",Бишкек,$ 30 250,2 565 200 сом,$ 550/м2,46 640 сом/м2,Добавлено 3 месяца назад,Поднято 3 месяца назад,362,от агента,кирпичный,2 этаж из 12,,55 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно цена ниже Застройщика!!!Продается 2 к. квартира 55м2 в ЖК «Барселона» в южной части города на пересечении ул. Баха и Южной Магистрали, с благоприятной экологической обстановкой.
Застройщик Фэмили Вилладж
Дом бизнес класса
Монолит и красный кирпич, 
утеплитель базальтовое волокно толщиной 150мм,фасад из природного камня Сары-таш
Высота потолков 3,2 м
Квартиры будут сдаваться подготовленные к чистовой отделке.
Будут подключены все центральные коммуникации
Территория огорожена и находится под круглосуточным видео­наблюдением. Въезд будет осуществляться по smart-картам. Во дворах устроят детские разновозрастные площадки, места для отдыха с прогулочными дорожками и беседками.
Инфраструктура района очень развита, в пешей доступности находятся торгово-развлекательный центры. Новые парковые зоны «Ынтымак», Парк «Здоровья», велодорожки и прогулочные зоны.Республиканский Турецкий лицей, Школа «Сейтек», Немецкая школа,школа «Cambridge», школа «Oxford» и т. д. Детские сады «Семья», «Академия раннего развития» и тд. А так же кофейни, салоны красоты, спортивные залы.
Цена ниже застройщика 550$ за 1 м2 (только нал,срочно нужны деньги)
Все вопросы по телефону: 0705351111
","""42.835""","""74.6143""",https://www.house.kg/details/191035fd6187509b3e4-88034000,
"4-комн. кв., 235 м2",Бишкек,$ 299 999,25 439 915 сом,$ 1 277/м2,108 255 сом/м2,Добавлено 4 месяца назад,Поднято 3 месяца назад,539,от агента,кирпичный,4 этаж из 10,,235 м2,,элитка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается элитная 4-х комнатная квартира. 
Адрес: пр. Эркиндик/Токтогула. 
Этаж 4/10. 
Площадь 235м2. 
Квартира находится  самом центре города «Золотой Квадрат». На площадке по 2 квартиры.   Огороженная территория, охрана 24/7.  В квартире сделан шикарный евроремонт.  Вся мебель остается.  Все коммуникации центральные. В стоимость квартиры входит паркинг на одно место.
Цена 299999$. 
Телефон 0705 351111
","""42.8721""","""74.6067""",https://www.house.kg/details/44299785fba4a92498c24-20181900,
"Дом, 5-комн., 270 м2",Бишкек,$ 233 000,19 758 400 сом,$ 863/м2,73 179 сом/м2,Добавлено 4 месяца назад,Поднято 3 месяца назад,496,от агента,кирпичный,,1,270 м2,,,на газе,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 2-х уровневый дом
5 комнат
Район: Азия Молл
Площадь: 270м2. 
Дом 2018 постройки. 
Дом построен для себя.
Высота потолков 3 м
Имеется красная книга, Коммуникации центральные , отопление газовое итальянский котел 🔥🔥🔥
Большая гостиная,4 спальни, 2 санузла, теплый пол. 
Имеется незаконченная  хоз постройка, летняя кухня, баня 1 санузел. Летний душ 🚿. 
Двор крытый, парковка крытая на 3 машины.
Хорошие подъездные пути
Рядом больница, 25 школа, школа им. А. Чехова. Детские сады
Цена: 233000$
Обращаться по телефону:0 705 35 11 11
","""42.8583""","""74.5871""",https://www.house.kg/details/1428125fbf7da59817b9-92659048,
"Дом, 3-комн., 150 м2",Бишкек,$ 150 000,12 720 000 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 4 месяца назад,Поднято 3 месяца назад,512,от агента,кирпичный,,1,150 м2,,,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся дом 🏠🏠🏠
Тыныстанова Ленинградская
Площадь 150м2+25м2 подвал
Участок 3.8
Высота потолков 3.40
Три спальни, зал 5×6, кухня 4×4
2 санузла + ванная комната, 
1 санузел на улице
Вся встроенная мебель остаётся
Парковка на 3 машины, есть интернет
Стоимость 150000$
Обращаться по телефону:0705 351111
","""42.8927""","""74.6094""",https://www.house.kg/details/71782995fba4e24349675-89537605,
"2-комн. кв., 60 м2","Бишкек, 12 м-н",$ 53 000,4 494 400 сом,$ 883/м2,74 907 сом/м2,Добавлено 4 месяца назад,Поднято 3 месяца назад,400,от агента,кирпичный,12 этаж из 14,,60 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 2х комнатная квартира студия 🔥🔥🔥
С дизайнерским лофт интерьером 
12микрорайон 
KG Town
Площадь 60м2,
 Этаж 12/14, Коммуникации центральные: отопление ТЭЦ, газ. 
Современная и уютная квартира с проработанным до мелких деталей лофт интерьером со всеми удобствами. 
Кухня+зал - 30м2 с грамотно сделанным зонированием, визуально поделён на 3 зоны.  
Все окна выходят на юг, что создаёт прекрасный вид на горы.  
В квартире проработано всё до мелочей: подбор цветов и всех деталей интерьера: мебель под Лофт, декор стен. Качественная электрика с защитой, обилие освещения - основного и вспомогательного. Квартира с центральным отоплением, очень тёплая (не угловая)
 Возле дома в 30 метрах продуктовый Фрунзе экспресс; современный сквер для отдыха, стадион, бассейн - (и это всё, в радиусе 100м) и другие объекты инфраструктуры в пешей доступности. 
Стоимость 53000$ торг минимальный
Обращаться по телефону :0705 351111
","""42.8141""","""74.6358""",https://www.house.kg/details/21446465fba50d53f2ed6-69067890,
