title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"3-комн. кв., 68 м2","Бишкек, Аламедин-1 м-н, аламедин 1 мкр 46/Ауэзова",$ 50 000,4 240 000 сом,$ 735/м2,62 353 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,428,от собственника,панельный,1 этаж из 5,,68 м2,,105 серия,центральное,евроремонт,есть,проводной,раздельный,лоджия,бронированная,,,,,,,,,,частично меблирована,,,,,,,"

                                    Описание от продавца                            
продаю 3 ком КВ. с отличным ремонтом. аламедин 1 мкр. не угловая КВ. приходите в любое время покажем
","""42.8764""","""74.6869""",https://www.house.kg/details/54665875fd76d61c9d256-79546886
"3-комн. кв., 135 м2","Бишкек, Уметалиева 98",$ 155 000,13 144 000 сом,$ 1 148/м2,97 363 сом/м2,Добавлено 2 месяца назад,,178,от агента,"монолитный, 2016 г.",8 этаж из 10,,135 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
155000 USD
Город: Бишкек
Площадь (кв.м.): 135
Этаж: 8
Обмен: Да
Готовность: С ремонтом
Продаются Квартиры от Застройщика: Авангард
 Стиль ЖК "" «Илим плюс»
 Пер. ул. Уметалиева 98- ул. Рыскулова.
3- ком. (135м2) Квартира с ремонтом и с мебелью.
Рассмотрим варианты обмена на авто или вторичного жилья (недвижимость меньшей стоимостью)
Варианты рассрочки с не менее 50% первоначального взноса в удобные для вас сроки
Тел: 0703141819 (есть what's up)
0555492055
","""42.8788""","""74.581""",https://www.house.kg/details/22309036003f96ec3a1d5-13748215
"Коммерческая недвижимость, 48 м2","Бишкек, Кок-Жар ж/м, ахунбаева 160/молдокулова",$ 3 500,296 800 сом,$ 73/м2,6 183 сом/м2,Добавлено 2 месяца назад,,290,от собственника,"другое, 2020 г.",,1,48 м2,4 соток,,,,,,,,,,,,,,,,,,,,,,,,рассмотрю варианты,,"""42.8419""","""74.6464""",https://www.house.kg/details/99734546003f38d90f922-48760288
"3-комн. кв., 69 м2","Бишкек, Асанбай м-н, Аалы токомбаева 21",$ 70 000,5 936 000 сом,$ 1 014/м2,86 029 сом/м2,Добавлено 2 месяца назад,,1236,от собственника,кирпичный,3 этаж из 9,,69 м2,,106 серия улучшенная,центральное,евроремонт,есть,проводной,,балкон,,,,,,,,,,,полностью меблирована,ламинат,,,,,,,"""42.82""","""74.6229""",https://www.house.kg/details/28289336003e775c495e9-03975599
"3-комн. кв., 60.7 м2","Бишкек, мкр. Аламедин 1 10",$ 42 000,3 561 600 сом,$ 692/м2,58 675 сом/м2,Добавлено 2 месяца назад,,168,от собственника,монолитный,5 этаж из 5,,"60.7 м2, жилая: 40.6 м2, кухня: 7.5 м2",,105 серия,центральное,хорошее,возможно подключение,,раздельный,лоджия,бронированная,,,,,,,,,,,линолеум,2.8 м.,,,,рассмотрю варианты,,"""42.8737""","""74.6929""",https://www.house.kg/details/96358666003ddf6d9c519-26485663
"3-комн. кв., 111 м2",Бишкек,$ 89 000,7 547 200 сом,$ 802/м2,67 993 сом/м2,Добавлено 2 месяца назад,,152,от агента,кирпичный,7 этаж из 7,,111 м2,,индивид. планировка,,,,,,,,,,,,,,,,,,,,,,,,,"""42.8518""","""74.6342""",https://www.house.kg/details/67587696003ca06ac2788-32217696
"2-комн. кв., 81 м2","Бишкек, Джал-29 м-н, Ул. Тыналиева/Южн.Магистраль 22/1",$ 68 000,5 766 400 сом,$ 840/м2,71 190 сом/м2,Добавлено 4 месяца назад,Поднято 2 месяца назад,356,от собственника,"кирпичный, 2018 г.",6 этаж из 9,,81 м2,,элитка,центральное,евроремонт,,проводной,раздельный,,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,,полностью меблирована,ламинат,,,есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю 2х.ком.кв. площадь 81 кв.м. на 6 этаже из 9. Микрорайон Верхний джал. Все условия, вся бытовая техника и мебель новые. Все коммуникации центральные. Техпаспорт есть. Рядом есть школа и частная клиника. Поблизости находятся супермаркеты Глобус и Фрунзе, тренажёрный зал, кафе,аптеки. Экологически чистый и благоприятный район для проживания.  Варианты.Торг.
","""42.8318""","""74.5645""",https://www.house.kg/details/70130565fc9da5192e436-00309608
"Дом, 5-комн., 300 м2","Бишкек, Ак-Босого ж/м",$ 36 000,3 052 800 сом,$ 120/м2,10 176 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,466,от собственника,другое,,1,300 м2,,,,,,,,,,,,,,,,,,,,,,,,,,,"""42.9278""","""74.5903""",https://www.house.kg/details/28709085fe96d423155e5-95502287
"Участок, 5 соток","Бишкек, Ак-Ордо ж/м, Гагарина элмирбек иманалийва/Гагарина",$ 26 000,2 204 800 сом,,,Добавлено 3 месяца назад,Поднято 2 месяца назад,356,от собственника,,,,,5 соток,,,,,,,,,,"свет,                                             вода",в городе,,,,,,,,,,времянка,,,рассмотрю варианты,"

                                    Описание от продавца                            
Срочно продается участок, можно под бизнес, Ак ордо 3 по Гагарина доконца. 5соток +времянка 3ком. Вдоль дороги. Цена 26000$ 0500470772
","""42.8458""","""74.4982""",https://www.house.kg/details/87206555ff76b72c057f3-31194983
"2-комн. кв., 62 м2","Бишкек, Аламедин-1 м-н, Токмакская 25",$ 55 000,4 664 000 сом,$ 887/м2,75 226 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,493,от собственника,"монолитный, 2017 г.",9 этаж из 11,,62 м2,,элитка,центральное,евроремонт,,проводной,раздельный,застекленный балкон,бронированная,паркинг,,,,,,,,"решетки на окнах,                                             домофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",полностью меблирована,ламинат,3 м.,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             встроенная кухня,                                             тихий двор",,,,,"""42.8801""","""74.6861""",https://www.house.kg/details/98207485fe19c35351696-46437960
"1-комн. кв., 49 м2","Бишкек, Чохана Валиханова/Анкара",$ 24 500,2 077 600 сом,$ 500/м2,42 400 сом/м2,Добавлено 2 месяца назад,,250,от собственника,"монолитный, 2022 г.",3 этаж из 13,,"49 м2, жилая: 48 м2",,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,есть,,,,"""42.8548""","""74.6766""",https://www.house.kg/details/15388416003313500a740-68519718
"Участок, 4 соток",Бишкек,$ 15 000,1 272 000 сом,,,Добавлено 4 месяца назад,Поднято 2 месяца назад,883,от собственника,,,,,4 соток,,,,,,,,,,"свет,                                             газ,                                             интернет,                                             вода,                                             канализация",в городе,,,,,,,,,,"фундамент,                                             сад,                                             хозпостройки,                                             огорожен,                                             госакт,                                             дом,                                             времянка",,,,"

                                    Описание от продавца                            
Участок сатып алам , 15000$ чейин . Баардык документтери менен.   Сунуштарынар болсо 0701886857 чалыныз же вотсапка жазыныздар...
","""42.8481""","""74.5432""",https://www.house.kg/details/74470245fd2327c328025-13291709
"1-комн. кв., 12 м2","Бишкек, Аламедин-1 м-н",$ 15 900,1 348 320 сом,$ 1 325/м2,112 360 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,1191,от собственника,кирпичный,1 этаж из 5,,12 м2,,малосемейка,центральное,,,,,,,,,,,,,,,,,,,,,,обмен на авто,"

                                    Описание от продавца                            
Продается квартира гостиничного типа, без ремонта - 12 кв.м, Аламедин 1, ул.Зеленая1.
Санузел на 2 хозяина.
Кирпичный тёплый дом с центральным отоплением, огороженный двор, детская площадка, в подъезде домофон.
С документами все в порядке, имеется техпаспорт.
Развитая инфраструктура (напротив дома поликлиника, рядом магазины, детские сады, аптеки, школа, рынок Чынар)
Квартира сдается и приносит ежемесячную выручку в районе $100.
Без посредников собственник, АН прошу не беспокоить.
Возможен обмен на авто с доплатой мне
Цена: $15900
Телефон: 0501001055 whatsapp
","""42.8772""","""74.6848""",https://www.house.kg/details/88459605ff089a3baf387-28558109
"3-комн. кв., 58 м2","Бишкек, 3 м-н",$ 49 000,4 155 200 сом,$ 845/м2,71 641 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,191,от собственника,"панельный, 1962 г.",3 этаж из 4,,58 м2,,104 серия,центральное,среднее,есть,проводной,совмещенный,балкон,деревянная,,,,,,,магистральный,,домофон,частично меблирована,линолеум,2.5 м.,"пластиковые окна,                                             неугловая,                                             кладовка",нет,,,"

                                    Описание от продавца                            
Хороший район с развитой инфраструктурой, много транспорта. Квартира не угловая, теплая, счетчики на газ, горячую, холодную воду,  есть Аристон, балкон не застеклен, домофон.
","""42.837""","""74.6187""",https://www.house.kg/details/65739985ff5a99b422038-05212687
"4-комн. кв., 86 м2","Бишкек, Токтогула 57/Шопокова",$ 93 000,7 886 400 сом,$ 1 081/м2,91 702 сом/м2,Добавлено 2 месяца назад,,235,от собственника,"кирпичный, 1996 г.",2 этаж из 7,,"86 м2, жилая: 58 м2, кухня: 13 м2",,индивид. планировка,центральное,хорошее,есть,проводной,раздельный,балкон,бронированная,паркинг,,,,,,магистральный,,"решетки на окнах,                                             домофон",полностью меблирована,паркет,270 м.,"пластиковые окна,                                             кондиционер,                                             комнаты изолированы,                                             тихий двор,                                             удобно под бизнес",,,,"

                                    Описание от продавца                            
Продаётся 4-х комнатная квартира индивидуальной планировки
ул. Токтогула / ул. Шопокова 
Все коммуникации центральные
Квартира в самом центре города. 
В шаговой доступности ГУМ, ЦУМ, Плаза, гипермаркеты Алма, Фрунзе, Народный, рынок Ак Эммир. Детский центр развития Балажан, Звездочка, СОШ КРСУ.
","""42.872""","""74.6156""",https://www.house.kg/details/78847286002daebc72cb0-34671365
"3-комн. кв., 120 м2","Бишкек, Кызыл-Аскер ж/м, Кенсуйская 17/Димитрова",$ 55 000,4 664 000 сом,$ 458/м2,38 867 сом/м2,Добавлено 2 месяца назад,,662,от собственника,кирпичный,1 этаж из 4,,120 м2,,элитка,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,,"""42.8711""","""74.5535""",https://www.house.kg/details/68472926002c6dee8fcb7-70999466
"2-комн. кв., 56 м2","Бишкек, 12 м-н, Саякбая Каралаева 65/2",$ 45 000,3 816 000 сом,$ 804/м2,68 143 сом/м2,Добавлено 2 месяца назад,,252,от агента,"панельный, 2015 г.",7 этаж из 9,,56 м2,,106 серия улучшенная,центральное,хорошее,есть,проводной,совмещенный,лоджия,металлическая,,,,,,,магистральный,,"решетки на окнах,                                             домофон",частично меблирована,,2.5 м.,"пластиковые окна,                                             улучшенная,                                             неугловая,                                             тихий двор",есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю 2к.кв.12 мкр. По магистрали. Этаж 7/9. Есть жилой цокольный этаж. Площадь 56м2. Лоджии 2 утепленные. С ремонтом и ч/мебелью. Коммуникации все центральные. Двор большой,видеоохрана 24/7, автостоянка, детская площадка. Рядом конечная остановка автобусов. гм Фрунзе, мн Арзан, пиццерия, мечеть, церковь. Самый экологически чистый район.
Цена $45000

0990-99-1003  (Megacom)

0500-69-77-77 (O!)
","""42.8122""","""74.6416""",https://www.house.kg/details/77639296002c270a7db99-97394210
"Дом, 3-комн., 90 м2","Бишкек, Арча-Бешик ж/м",$ 67 000,5 681 600 сом,$ 744/м2,63 129 сом/м2,Добавлено 2 месяца назад,,223,от собственника,"кирпичный, 2013 г.",,1,90 м2,,,смешанное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно Продаю дом.

отличный 90м2, 3х комнатный + с большим холлом, и ещё 1 комната кухня рабочая и полноценная Кухонная комната , дом кирпичный 1.5, участок 4,5 проведен газ, канализация подключить уже можно, отопление твердый и электр, санузел в доме и на ул. Двор брусч. 3 складских помещений на 40м2, от Чортекова всего 80метров ,торг по факту .
Срочная цена: 67 000$
Тел:
","""42.8278""","""74.5403""",https://www.house.kg/details/56829576002bc6b22e009-03377223
"1-комн. кв., 46 м2","Бишкек, абдымомунова 290",$ 41 400,3 510 720 сом,$ 900/м2,76 320 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,192,от собственника,"монолитный, 2022 г.",3 этаж из 14,,46 м2,,элитка,центральное,,,,,,,,,,,,,,,"видеодомофон,                                             охрана,                                             видеонаблюдение,                                             консьерж",,,3.15 м.,"пластиковые окна,                                             кухня-студия,                                             неугловая,                                             кладовка,                                             тихий двор",есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Инвестируй в недвижимость сегодня! ЖК ""Дуэт""

Срок сдачи: 2 полугодие 2022
","""42.8802""","""74.5898""",https://www.house.kg/details/46587145ff590349660c4-61032881
"2-комн. кв., 56 м2","Бишкек, 12 м-н, сякбая каралаева",$ 40 000,3 392 000 сом,$ 714/м2,60 571 сом/м2,Добавлено 2 месяца назад,,209,от собственника,панельный,1 этаж из 9,,56 м2,,106 серия улучшенная,центральное,,,,,,,,,,,,,,,,,,,,,,,,"""42.8121""","""74.6411""",https://www.house.kg/details/69098346002b0ac4d88f3-92141505
"2-комн. кв., 42 м2","Бишкек, пр. мира 75/Ажибек Баатыра",$ 34 000,2 883 200 сом,$ 810/м2,68 648 сом/м2,Добавлено 2 месяца назад,,289,от собственника,кирпичный,3 этаж из 4,,42 м2,,хрущевка,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
срочно продаю квартиру 2х комнатную в районе Политеха.
хороший ремонт, частично оставлю мебель. Не Угловая, очень теплая, реальным клиентам немного уступлю
","""42.8408""","""74.5847""",https://www.house.kg/details/92606326002aa8abe8496-31178196
"3-комн. кв., 125 м2","Бишкек, Джал-29 м-н, мкрн Джал-29, 14/1",$ 110 000,9 328 000 сом,$ 880/м2,74 624 сом/м2,Добавлено 2 месяца назад,,245,от агента,монолитный,8 этаж из 14,,"125 м2, жилая: 30 м2, кухня: 25 м2",,элитка,,евроремонт,есть,проводной,совмещенный,лоджия,деревянная,рядом охраняемая стоянка,,,,,,магистральный,,охрана,полностью меблирована,,3 м.,тихий двор,,,,"

                                    Описание от продавца                            
!! ПО ТЕЛЕФОНУ НЕ ТОРГУЮСЬ !! 
Если вы в поиске роскошной и комфортной квартиры с отличным дизайном , то вы пришли по адресу 
Продаётся Квартира в одном из лучших районов города , а именно в Восток-5. 
Просторная 3-х комнатная квартира. Все в шаговой доступности школы , детские сады , поликлиники , магазины , хорошая транспортная развязка , все центральные коммуникации.
Место, куда Вы будете с гордостью звать гостей и не только.
Квартиру делали для себя ,в качестве ремонта и отделки можете не беспокоится. Большой , закрытый двор с детской площадкой и круглосуточной охраной
Застройщик Иншаат Строй  

☑ 8 из 14 тёплая и уютная квартира .

☑ 125 м2/Новостройка
Застройщик Иншаат строй

☑ не угловая 

☑ дорогой ремонт , с  мебелью и частичной техникой  

☑ сан.узел раздельный  100% кафель 

☑ полный пакет документов 

Вам повезло с ценой!
 110.000USD , торг в пределах разумного ( по телефону не торгуюсь)
","""42.8306""","""74.5662""",https://www.house.kg/details/55462446002aa43022802-46590123
"3-комн. кв., 116.3 м2","Бишкек, Асанбай м-н, Сухе Батора/Магистраль",$ 63 965,5 424 232 сом,$ 550/м2,46 640 сом/м2,Добавлено 2 месяца назад,,264,от собственника,"монолитный, 2023 г.",7 этаж из 16,,116.3 м2,,элитка,на газе,,есть,,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"сигнализация,                                             видеодомофон,                                             охрана,                                             видеонаблюдение,                                             консьерж",,,3.3 м.,"неугловая,                                             тихий двор",есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Трехкомнатные квартиры от компании ""Элит-Строй-Сити"" 
в Жилом Комплексе премиум класса «VENEZIAN»
Планировка трехкомнатной квартиры, с площадь 95,85 м2
Окна выходят на юг (на горы, на школу Газпром).
Условия покупки квартиры: 
цены от 550$ за 1 м2 и выше.
Есть возможность рассрочки до 36 месяцев.
Срок завершение объекта 2й квартал 2023 года.
","""42.8222""","""74.6176""",https://www.house.kg/details/31949826002a7dd1517b5-90484164
"3-комн. кв., 95 м2","Бишкек, Асанбай м-н, Сухе Батора/Магистраль",$ 52 250,4 430 800 сом,$ 550/м2,46 640 сом/м2,Добавлено 2 месяца назад,,304,от собственника,"монолитный, 2023 г.",7 этаж из 16,,95 м2,,элитка,на газе,,есть,,раздельный,балкон,бронированная,паркинг,,,,,,магистральный,,"сигнализация,                                             видеодомофон,                                             охрана,                                             видеонаблюдение,                                             консьерж",,,3.3 м.,тихий двор,есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Трехкомнатные квартиры от компании ""Элит-Строй-Сити"" 
в Жилом Комплексе премиум класса «VENEZIAN»
Планировка трехкомнатной квартиры, с площадь 95,85 м2
Окна выходят на юг (на горы, на школу Газпром).
Условия покупки квартиры: 
цены от 550$ за 1 м2 и выше.
Есть возможность рассрочки до 36 месяцев.
Срок завершение объекта 2й квартал 2023 года.
","""42.8222""","""74.6176""",https://www.house.kg/details/61073296002a76dadc760-56862142
"2-комн. кв., 86.4 м2","Бишкек, Асанбай м-н, Сухе Батора/Магистраль",$ 47 520,4 029 696 сом,$ 550/м2,46 640 сом/м2,Добавлено 2 месяца назад,,237,от собственника,"монолитный, 2023 г.",7 этаж из 16,,86.4 м2,,элитка,на газе,,есть,,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"сигнализация,                                             видеодомофон,                                             охрана,                                             видеонаблюдение,                                             консьерж",,,3.3 м.,"неугловая,                                             тихий двор",есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Двухкомнатные квартиры от компании ""Элит-Строй-Сити"" 
в Жилом Комплексе премиум класса «VENEZIAN»
Планировка двухкомнатной квартиры, с площадь 82,9 м2
Окна выходят на юг (на горы, на школу Газпром).
Условия покупки квартиры: 
цены от 550$ за 1 м2 и выше.
Есть возможность рассрочки до 36 месяцев.
Срок завершение объекта 2й квартал 2023 года.
","""42.8222""","""74.6176""",https://www.house.kg/details/63857076002a6d8b02025-06062399
"2-комн. кв., 82.9 м2","Бишкек, Асанбай м-н, Сухе Батора/Магистраль",$ 45 595,3 866 456 сом,$ 550/м2,46 640 сом/м2,Добавлено 2 месяца назад,,225,от собственника,"монолитный, 2023 г.",7 этаж из 16,,82.9 м2,,элитка,на газе,,есть,,раздельный,балкон,бронированная,паркинг,,,,,,магистральный,,"сигнализация,                                             видеодомофон,                                             охрана,                                             видеонаблюдение,                                             консьерж",,,3.3 м.,"неугловая,                                             тихий двор",есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Двухкомнатные квартиры от компании ""Элит-Строй-Сити"" 
в Жилом Комплексе премиум класса «VENEZIAN»
Планировка двухкомнатной квартиры, с площадь 82,9 м2
Окна выходят на юг (на горы, на школу Газпром).
Условия покупки квартиры: 
цены от 550$ за 1 м2 и выше.
Есть возможность рассрочки до 36 месяцев.
Срок завершение объекта 2й квартал 2023 года.
","""42.8222""","""74.6176""",https://www.house.kg/details/30339326002a6547f74b8-94743673
"2-комн. кв., 73.3 м2","Бишкек, Асанбай м-н, Сухе Батора/Магистраль",$ 40 315,3 418 712 сом,$ 550/м2,46 640 сом/м2,Добавлено 2 месяца назад,,173,от собственника,"монолитный, 2023 г.",7 этаж из 16,,73.3 м2,,элитка,на газе,,есть,,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"сигнализация,                                             видеодомофон,                                             охрана,                                             видеонаблюдение,                                             консьерж",,,3.3 м.,тихий двор,есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Двухкомнатные квартиры от компании ""Элит-Строй-Сити"" 
в Жилом Комплексе премиум класса «VENEZIAN»
Планировка двухкомнатной квартиры, с площадь 73,3 м2
Окна выходят на юг (на горы, на школу Газпром).
Условия покупки квартиры: 
цены от 550$ за 1 м2 и выше.
Есть возможность рассрочки до 36 месяцев.
Срок завершение объекта 2й квартал 2023 года.
","""42.8222""","""74.6176""",https://www.house.kg/details/44256306002a5aa420268-42411528
"2-комн. кв., 69.7 м2","Бишкек, Асанбай м-н, Сухе Батора/Магистраль",$ 38 335,3 250 808 сом,$ 550/м2,46 640 сом/м2,Добавлено 2 месяца назад,,221,от собственника,"монолитный, 2023 г.",7 этаж из 16,,69.7 м2,,элитка,на газе,,есть,,раздельный,балкон,бронированная,,,,,,,магистральный,,"сигнализация,                                             видеодомофон,                                             охрана,                                             видеонаблюдение,                                             консьерж",,,3.3 м.,тихий двор,есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Двухкомнатные квартиры от компании ""Элит-Строй-Сити"" 
в Жилом Комплексе премиум класса «VENEZIAN»
Планировка двухкомнатной квартиры, с площадь 69,7 м2
Окна выходят на юг (на горы, на школу Газпром).
Условия покупки квартиры: 
цены от 550$ за 1 м2 и выше.
Есть возможность рассрочки до 36 месяцев.
Срок завершение объекта 2й квартал 2023 года.
","""42.8222""","""74.6176""",https://www.house.kg/details/6908226002a48e0c6658-16618143
"1-комн. кв., 62.4 м2","Бишкек, Асанбай м-н, Сухе Батора/Магистраль",$ 34 320,2 910 336 сом,$ 550/м2,46 640 сом/м2,Добавлено 2 месяца назад,,191,от собственника,"монолитный, 2023 г.",7 этаж из 16,,62.4 м2,,элитка,на газе,,есть,,,балкон,бронированная,паркинг,,,,,,магистральный,,"сигнализация,                                             видеодомофон,                                             охрана,                                             видеонаблюдение,                                             консьерж",,,3.3 м.,"неугловая,                                             тихий двор",есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Однокомнатные квартиры от компании ""Элит-Строй-Сити"" в ЖК «VENEZIAN»
Планировка однокомнатной квартиры, с площадь 62.4 м2
Окна выходят на юг (на горы, на школу Газпром).
Условия покупки квартиры: 
цены от 550$ за 1 м2 и выше.
Есть возможность рассрочки до 36 месяцев.
Срок завершение объекта 2й квартал 2023 года.
","""42.8222""","""74.6176""",https://www.house.kg/details/60142946002a3a0504e57-25238528
"1-комн. кв., 59.55 м2","Бишкек, Асанбай м-н, Сухе Батора/Магистраль",$ 32 753,2 777 412 сом,$ 550/м2,46 640 сом/м2,Добавлено 2 месяца назад,,178,от собственника,"монолитный, 2023 г.",7 этаж из 16,,59.55 м2,,элитка,на газе,,есть,,,лоджия,бронированная,паркинг,,,,,,магистральный,,"сигнализация,                                             видеодомофон,                                             охрана,                                             консьерж",,,3.3 м.,"неугловая,                                             тихий двор",есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Однокомнатные квартиры от компании ""Элит-Строй-Сити"" в ЖК «VENEZIAN»
Планировка однокомнатной квартиры, с площадь 59,55 м2
Окна выходят на юг (на горы, на школу Газпром).
Условия покупки квартиры: 
цены от 550$ за 1 м2 и выше.
Есть возможность рассрочки до 36 месяцев.
Срок завершение объекта 2й квартал 2023 года.
","""42.8222""","""74.6176""",https://www.house.kg/details/14046866002a27e53c231-90434779
"2-комн. кв., 46 м2","Бишкек, 8 м-н",$ 37 500,3 180 000 сом,$ 815/м2,69 130 сом/м2,Добавлено 2 месяца назад,,202,от агента,кирпичный,3 этаж из 5,,46 м2,,индивид. планировка,центральное,среднее,возможно подключение,проводной,раздельный,застекленный балкон,,,,,,,,магистральный,,,частично меблирована,,2.8 м.,,есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
2к. Инд. 46м2. 3 эт/5. 8 мкр. Сост треб ремонт. 37500$

Телефон: 0990-99-1003 (Мегаком)
                 0500-607-777 (O!)
","""42.8325""","""74.6106""",https://www.house.kg/details/15348396002a1b18cdd95-72008597
"1-комн. кв., 58.5 м2","Бишкек, Асанбай м-н, Сухе Батора/Магистраль",$ 32 175,2 728 440 сом,$ 550/м2,46 640 сом/м2,Добавлено 2 месяца назад,,185,от собственника,"монолитный, 2023 г.",7 этаж из 16,,58.5 м2,,элитка,на газе,,есть,,,балкон,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             видеонаблюдение,                                             консьерж",,,3.3 м.,"неугловая,                                             тихий двор",есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Однокомнатные квартиры от компании ""Элит-Строй-Сити"" в ЖК «VENEZIAN»
Планировка однокомнатной квартиры, с площадь 58,5 м2
Окна выходят на юг (на горы, на школу Газпром).
Условия покупки квартиры: 
цены от 550$ за 1 м2 и выше.
Есть возможность рассрочки до 36 месяцев.
Срок завершение объекта 2й квартал 2023 года.
","""42.8222""","""74.6176""",https://www.house.kg/details/71292866002a12aa70f46-66119374
"Дом, 4-комн., 82 м2","Бишкек, жукеева пудовкина",$ 37 500,3 180 000 сом,$ 457/м2,38 780 сом/м2,Добавлено 2 месяца назад,,391,от собственника,кирпичный,,1,82 м2,1 соток,,,,,,,,,,,,,,,,,,,,,,,,,,"""42.8489""","""74.6165""",https://www.house.kg/details/968758860029f7376ea11-10854451
"1-комн. кв., 57 м2","Бишкек, пр. Ч.Айтматова 36 (пр. Мира)",$ 35 000,2 968 000 сом,$ 614/м2,52 070 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,548,от агента,"монолитный, 2018 г.",10 этаж из 10,,57 м2,,элитка,центральное,черновая отделка,возможно подключение,оптика,,,,,,,,,,,,,,,3 м.,,нет,нет,рассмотрю варианты,"

                                    Описание от продавца                            
Квартира в жилом доме ""Asia Palace""!
В минуте ходьбы от жилого комплекса расположен современный многофункциональный торгово-развлекательный центр ""ASIA MALL"".
------------
ЭТАЖ:7/10
комнат:1
площадь:57 m2
тех паспорт на руках!
------------
-Кирпич-монолит
-Все коммуникации
-Скоростные бесшумные лифты
-Игровая детская площадка
-Холодное и горячее водоснабжение
-Высокий уровень шумоизоляции между квартирами
-Огражденная территория, зоны для отдыха
-Высокоскоростной интернет и телефонная линия
-Полная газификация дома
-Сейсмостойкость 8баллов
-Теплоизоляция и шумоизоляция наружных стен
-Круглосуточная охрана
-Эксклюзивные архитектурные решения
------------------------------------
Цена:35000$
0700505133(звонки и WhatsApp)
0999133505(звонки и WhatsApp)
","""42.8545""","""74.5884""",https://www.house.kg/details/90609915ff868cbb5bc87-66205057
"2-комн. кв., 45 м2","Бишкек, 8 м-н",$ 37 500,3 180 000 сом,$ 833/м2,70 667 сом/м2,Добавлено 2 месяца назад,,186,от собственника,кирпичный,3 этаж из 5,,45 м2,,индивид. планировка,,,,,,,,,,,,,,,,,,,,,,,,,"""42.8326""","""74.6107""",https://www.house.kg/details/4093342600299dcf2de98-14887290
"2-комн. кв., 48 м2","Бишкек, Кок-Жар м-н 10",$ 37 000,3 137 600 сом,$ 771/м2,65 367 сом/м2,Добавлено 2 месяца назад,,214,от агента,панельный,3 этаж из 5,,"48 м2, кухня: 7.5 м2",,105 серия,центральное,требует ремонта,нет,проводной,раздельный,лоджия,бронированная,,,,,,,,,,пустая,,2.8 м.,,,,,"

                                    Описание от продавца                            
м-н Кок-жар 3из5 не угол. требует ремонта. лоджия застекленна. торг при осмотре.
","""42.8488""","""74.6317""",https://www.house.kg/details/1492720600293a3d1e6a3-29511191
