title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"6 и более комнат кв., 400 м2","Бишкек, Московская/Исанова",$ 500 000,42 400 000 сом,$ 1 250/м2,106 000 сом/м2,Добавлено 1 месяц назад,Поднято 4 часа назад,293,от агента,"кирпичный, 2010 г.",6 этаж из 6,,400 м2,,элитка,центральное,евроремонт,,проводной,2 с/у и более,балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"видеонаблюдение,                                             охрана,                                             сигнализация",частично меблирована,паркет,3 м.,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаётся пентхаус в центре в золотом квадрате на пересечении ул. Московская / Исанова, с дорогим ремонтом!
- 7 комнат;
- Площадь 400м²;
- Этаж 6/6;
Цена: 500 000$ + хороший торг!
По всем интересующим вопросам звоните или пишите на номер WhatsApp: 0702-733-722
","""42.8697""","""74.5898""",https://www.house.kg/details/36455726027f801a47570-58279974
"2-комн. кв., 50 м2","Бишкек, Асанбай м-н 51",$ 45 800,3 883 840 сом,$ 916/м2,77 677 сом/м2,Добавлено 8 дней назад,Поднято 4 часа назад,121,от собственника,панельный,2 этаж из 5,,50 м2,,105 серия,центральное,евроремонт,есть,проводной,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             сигнализация",частично меблирована,линолеум,,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             тихий двор",,,,"

                                    Описание от продавца                            
Двухкомнатная квартира с отличным ремонтом на 2 этаже из 5. Квартира 105 серии не угловая, солнечная сторона. Микрорайон Асанбай рядом Народным. Дом теплый, подъезд чистый, есть парковка. Цена 45 800$. 0771 771 330
","""42.8146""","""74.6311""",https://www.house.kg/details/438724960527043316a36-94126114
"Участок, 6 соток","Бишкек, Горького/Панфилова",$ 115 000,9 752 000 сом,,,Добавлено 4 месяца назад,Поднято 4 часа назад,918,от агента,,,,,6 соток,,,,,,,,,,"свет,                                             газ,                                             вода,                                             канализация",в городе,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю участок 6сот, кр/кн, под строительство, р-н Горького-Панфилова, все коммуникации,  просим 115т.$, 0700 308900
","""42.8552""","""74.6011""",https://www.house.kg/details/26304905faf522aab3198-75415688
"3-комн. кв., 74 м2","Бишкек, Ахунбаева/7 апреля",$ 57 000,4 833 600 сом,$ 770/м2,65 319 сом/м2,Добавлено 8 месяцев назад,Поднято 4 часа назад,865,от агента,"панельный, 1990 г.",4 этаж из 9,,"74 м2, жилая: 46.8 м2, кухня: 8.6 м2",,105 серия,,хорошее,,,,лоджия,,,,,,,,,,домофон,,линолеум,,,,,,"

                                    Описание от продавца                            
Продаю 3кв+сушилка, мкр. Улан, 4/9, не угловая, в хорошем состоянии
","""42.8425""","""74.6346""",https://www.house.kg/details/18514805f212553e11814-47959390
"4-комн. кв., 110 м2","Бишкек, Панфилова/Фрунзе",$ 120 000,10 176 000 сом,$ 1 091/м2,92 509 сом/м2,Добавлено 4 часа назад,,1,от агента,монолитный,11 этаж из 13,,110 м2,,элитка,центральное,евроремонт,,,2 с/у и более,балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"охрана,                                             видеонаблюдение",полностью меблирована,ламинат,3.2 м.,,,,,"

                                    Описание от продавца                            
Продаётся стильная 4-х комнатная квартира в стиле LOFT и HI-TECH с мебелью и бытовой техникой!
Квартира расположена в центре в районе дубового парка и парка Панфилова!
Застройщик СК ""BORSAN CONSTRUCTION""
- Площадь 110м²
- Этаж 11/13;
- Все коммуникации центральные;
- Тех. Паспорт есть;
- Три санузла;
- Балкон;
- Качественная итальянская мебель и дорогая бытовая техника;
- 3 телевизора с изогнутым экраном ""Samsung"";
- Стиральная машинка;
- Посудомоечная машина;
- Европейская бытовая техника: холодильник, вытяжка, встроенная плита, встроенные духовка и микроволновая печь;
- Три кондиционера;
- Бронированная входная дверь;
- Два лифта;
- Большая детская площадка с детским бассейном;
- Воркаут площадка;
Все в шаговой доступности, на первом этаже расположен супермаркет ""Фрунзе"", рядом школы, садики, кафе, рестораны!
Квартира готова к заселению, созданы все условия для комфортного проживания!
Цена: 120 000$ + небольшой торг!
Тел: 0702-733-722 [WhatsApp]
","""42.8822""","""74.6003""",https://www.house.kg/details/329728605c6450b9ec19-64201805
"Коммерческая недвижимость, 5.53 м2","Бишкек, пр.Манаса-Джамамбаева пр.Манаса-Джамамбаева/пр.Манаса-Джамамбаева",$ 97 000,8 225 600 сом,$ 17 541/м2,1 487 450 сом/м2,Добавлено 8 месяцев назад,Поднято 4 часа назад,1091,от агента,"другое, 2018 г.",,1,5.53 м2,5.53 соток,,,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю помещения под.бизнес, участок 5.53сот, пр.Манаса-Джамамбаева, есть 2к, дом, крытые помещения, навесы, 3фазы, центральная канализация, 2 заезда. Просим 97т.$, 0555 918069
","""42.8534""","""74.5886""",https://www.house.kg/details/10994505f11a0971fcdc0-18849487
"2-комн. кв., 66.6 м2","Бишкек, 7 апреля",$ 52 500,4 452 000 сом,$ 788/м2,66 847 сом/м2,Добавлено 9 месяцев назад,Поднято 4 часа назад,891,от агента,"панельный, 2018 г.",2 этаж из 9,,"66.6 м2, жилая: 39 м2, кухня: 13.3 м2",,106 серия улучшенная,электрическое,евроремонт,,,раздельный,лоджия,,,,,,,,магистральный,,домофон,частично меблирована,ламинат,,,,,,"

                                    Описание от продавца                            
Продаю 2кв, 106 серии, 2/9, 3 лоджии, площадь 66.6м2, микр.Улан-2, евро ремонт, частично с мебелью, 52500$
","""42.8448""","""74.6331""",https://www.house.kg/details/2179705ef599df699769-40853961
"3-комн. кв., 111.6 м2","Бишкек, Асанбай м-н, Барашек",$ 100 000,8 480 000 сом,$ 896/м2,75 986 сом/м2,Добавлено 9 месяцев назад,Поднято 4 часа назад,1131,от агента,"кирпичный, 2011 г.",5 этаж из 6,,111.6 м2,,индивид. планировка,центральное,хорошее,,,раздельный,,бронированная,,,,,,,,,,,,,"пластиковые окна,                                             кухня-студия,                                             тихий двор",нет,,,"

                                    Описание от продавца                            
Продаю 3кв. в готовом доме, 2 уровня, мкр. Асанбай

5,6 этаж, кирпич, евро ремонт, срочно, 100т.$

Общая площадь 111.2м2,  2011 года, 2 сан.узла, ламинат,

центр.отопление
","""42.8188""","""74.624""",https://www.house.kg/details/39515425f0b3b7a1cf3c2-24297699
"2-комн. кв., 67.5 м2","Бишкек, А.Атинская/Ахунбаева",$ 51 000,4 324 800 сом,$ 756/м2,64 071 сом/м2,Добавлено 8 месяцев назад,Поднято 4 часа назад,908,от агента,"панельный, 2015 г.",6 этаж из 9,,67.5 м2,,106 серия,электрическое,евроремонт,,,,,бронированная,,,,,,,магистральный,,домофон,,,,пластиковые окна,,,,"

                                    Описание от продавца                            
Продаю 2кв, 106серии, 6/9, мкр. Солнечный, Ахунбаева-А.Атинская. 67.5м2, газ, электр. отопление, 2015г
","""42.8355""","""74.6413""",https://www.house.kg/details/82943315f1487c87c8fa9-77011743
"3-комн. кв., 120 м2","Бишкек, Токтогула-Советская, центр",$ 130 000,11 024 000 сом,$ 1 083/м2,91 867 сом/м2,Добавлено 9 месяцев назад,Поднято 4 часа назад,895,от агента,"кирпичный, 2013 г.",8 этаж из 12,,120 м2,,индивид. планировка,центральное,евроремонт,,,2 с/у и более,лоджия,бронированная,,,,,,,магистральный,,домофон,пустая,ламинат,,"пластиковые окна,                                             кухня-студия,                                             неугловая",,,,"

                                    Описание от продавца                            
Ан, продаю 3кв, элитная, Токтогула-Советская, 8/12,  2013 года постройки, 

120м2, 2 сан.узла, все коммуникации центральные, евро ремонт, 



Просим 130т.$,  0555910946



Застройщик Бишкек-Курулуш, дом сдан  в эксплуатацию.
","""42.8724""","""74.6103""",https://www.house.kg/details/44728465ef57ecd271a73-64042435
"3-комн. кв., 58 м2","Бишкек, 3микр/Донецкая",$ 46 500,3 943 200 сом,$ 802/м2,67 986 сом/м2,Добавлено 9 месяцев назад,Поднято 4 часа назад,1068,от агента,"панельный, 1964 г.",4 этаж из 4,,58 м2,,104 серия,центральное,евроремонт,,,совмещенный,балкон,бронированная,,,,,,,магистральный,,домофон,частично меблирована,,,"пластиковые окна,                                             кондиционер",,,,"

                                    Описание от продавца                            
Продаю 3кв, 104сери, 3микр, Донецкая, 4/4, евро
","""42.8376""","""74.618""",https://www.house.kg/details/46983255ef891becbcc67-85659465
"Дом, 5-комн., 315 м2","Бишкек, Южная магистраль/Чапаева",$ 170 000,14 416 000 сом,$ 540/м2,45 765 сом/м2,Добавлено 7 месяцев назад,Поднято 4 часа назад,1524,от агента,"кирпичный, 2006 г.",,3,"315 м2, жилая: 166 м2",8.7 соток,,смешанное,хорошее,,,2 с/у и более,,,,,,возможно подведение,центральное водоснабжение,есть,магистральный,,,пустая,ламинат,,"пластиковые окна,                                             сауна,                                             3 фазы",,,,"

                                    Описание от продавца                            
Продаю особняк в районе Американского посольства, Южная Магистраль-Чапаева, 2006г, кирпич, площадью 315м2, септик, газ, 8.7 соток, красная книга
","""42.8272""","""74.5755""",https://www.house.kg/details/81820835f4f230b337667-51473357
"Дом, 5-комн., 104 м2","Бишкек, Коммунарова/СШ№41",$ 63 000,5 342 400 сом,$ 606/м2,51 369 сом/м2,Добавлено 7 месяцев назад,Поднято 4 часа назад,960,от агента,"кирпичный, 2018 г.",,1,104 м2,3 соток,,смешанное,евроремонт,,,раздельный,,,,,,центральная,,,,,,,ламинат,,,,,,"

                                    Описание от продавца                            
Продаю ч/дома, р-н Коммунаров, СШ 41, 3 сот, красная книга, 1959+2018г,  площадь 104м2, 5 комнат, кирпич, сан.узел, душ.каб, хоз.постройки, центр.канализация, газ, 3 фазы, с ремонтом, просим 63т.$, 0700 308900
","""42.8882""","""74.5566""",https://www.house.kg/details/95029415f4f27aeaa7c19-32360602
"2-комн. кв., 64 м2","Бишкек, ул. Тыныстанова, 38",$ 61 800,5 240 640 сом,$ 966/м2,81 885 сом/м2,Добавлено 4 часа назад,,14,от агента,"монолитный, 2016 г.",2 этаж из 10,,64 м2,,элитка,центральное,евроремонт,есть,adsl,раздельный,,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,,частично меблирована,паркет,3 м.,,нет,есть,обмен не предлагать,"

                                    Описание от продавца                            
Срочно продам! Элит. 2 к. кв. Вефа. 64м2. 61,8т.$
Продается просторная 2 к. кв, ТИХИЙ центр,
С отличным ремонтом, на 2 этаже,
Застройщик «Kvadrat Development», ЖК Столичный,
Горького/Тыныстанова,
Дом кирпичный! Средний этаж!

Площадь 64 кв. метров,
Студийной планировки,
Квартира с хорошим ремонтом,
Стены дорогостоящие обои
Качественный паркет,
Потолки в квартире многоуровневые,
Кухонный гарнитур в потолок,
Встроенная бытовая техника (холодильник, газ плита, духовка)
2 кондиционера в зале и спальне,
Встроенные шкафы в спальне,
Бойлер - Аристон 100 литров,
Теплые полы в ванной комнате.

Квартира на 2 этаже из 10,
Все комнаты изолированы,
Санузел раздельный, 100% кафель,
Вид из окон запад/юг,

Все коммуникации центральные, дома очень тепло,
Закрытая охраняемая территория, детская площадка,
Район элитный, все в шаговой доступности:
ТРЦ Вефа, Футбольные поля, гимназия №29, №69,
Супермаркет Фрунзе,

Просим: 61 800 $ мини торг!
Звоните и пишите!
0999 38 68 88. 0700 04 10 20.
Покажу в течение 1-2 часов

#недвижимостьбишкек #бишкек #кыргызстан #квартира #kyrgyzstan #купитьквартиру #продажабиш #продажаквартир #bishkek #купитьбиш #домбиш #агентствонедвижимости #квартирывбишкеке #продажа #арендабишкек #купить #квартира #особняк #дом #элиткакг #бишкек #kg #кыргызстан
","""42.8578""","""74.6078""",https://www.house.kg/details/534034605c63fee0b063-52174263
"Дом, 4-комн., 100 м2","Бишкек, Ж.Жолу/Школьная",$ 70 000,5 936 000 сом,$ 700/м2,59 360 сом/м2,Добавлено 6 месяцев назад,Поднято 4 часа назад,946,от агента,"кирпичный, 2013 г.",,1,100 м2,4 соток,,смешанное,хорошее,,,совмещенный,,,,,,центральная,,,магистральный,,,,,,"пластиковые окна,                                             хозпостройки,                                             навес",,,,"

                                    Описание от продавца                            
Продаю 2 дома на участке, в районе Ж.Жолу-Школьная, участок 4.55с, газ, центральная канализация.

 

Один дом 41м2, 3 комнаты, второй - 60.6м2, 1комната+кухня, а второй этаж-мансарда  нового дома без отделки,

в обоих  домах есть сан.узел, душ.кабина.

В хорошем состоянии.

 

Просим 70000$,  0700 302600
","""42.8871""","""74.6256""",https://www.house.kg/details/25526085f6464e3995a03-88144815
"Дом, 4-комн., 100 м2","Бишкек, Ж.Жолу/Школьная",$ 70 000,5 936 000 сом,$ 700/м2,59 360 сом/м2,Добавлено 6 месяцев назад,Поднято 4 часа назад,948,от агента,"кирпичный, 2013 г.",,1,100 м2,4 соток,,смешанное,хорошее,,,совмещенный,,,,,,центральная,,,магистральный,,,,,,"пластиковые окна,                                             хозпостройки,                                             навес",,,,"

                                    Описание от продавца                            
Продаю 2 дома на участке, в районе Ж.Жолу-Школьная, участок 4.55с, газ, центральная канализация.

 

Один дом 41м2, 3 комнаты, второй - 60.6м2, 1комната+кухня, а второй этаж-мансарда  нового дома без отделки,

в обоих  домах есть сан.узел, душ.кабина.

В хорошем состоянии.

 

Просим 70000$,  0700 302600
","""42.8871""","""74.6256""",https://www.house.kg/details/25526085f6464e3995a03-88144815
"Дом, 5-комн., 183 м2","Бишкек, Айни/Леваневского",$ 143 000,12 126 400 сом,$ 781/м2,66 264 сом/м2,Добавлено 4 месяца назад,Поднято 4 часа назад,727,от агента,"кирпичный, 2013 г.",,2,183 м2,4 соток,,смешанное,хорошее,,,2 с/у и более,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,,,,пластиковые окна,,,,"

                                    Описание от продавца                            
Продаю 2эт.дом, Айни-Леваневмкого, 4сотки, 5 комнат, 183м2, все удобства, центральн.канализация, газ, 2013г, 3ф, в хорошем состоянии.
","""42.8481""","""74.5715""",https://www.house.kg/details/20049925fcbabade601e9-68480696
"5-комн. кв., 176 м2","Бишкек, мкр. Джал, Тыналиева мкр. Джал, Тыналиева/мкр. Джал, Тыналиева",$ 127 000,10 769 600 сом,$ 722/м2,61 191 сом/м2,Добавлено 7 месяцев назад,Поднято 4 часа назад,748,от агента,"кирпичный, 2016 г.",9 этаж из 10,,176 м2,,индивид. планировка,центральное,хорошее,,,2 с/у и более,,бронированная,,,,,,,магистральный,,,,ламинат,,пластиковые окна,,,,"

                                    Описание от продавца                            
Продаю 2ур.пентхаус в микр.Джал, кирпич, 2016года, 176м2, с ремонтом. Все коммуникации цент ральные, дом сдан в эсплуатацию,  есть документы. Просим 127т.$
","""42.8344""","""74.5683""",https://www.house.kg/details/88511775f5277e040b138-20943174
"3-комн. кв., 82.2 м2","Бишкек, Джал-29/Южн.Магистраль",$ 78 000,6 614 400 сом,$ 949/м2,80 467 сом/м2,Добавлено 8 месяцев назад,Поднято 4 часа назад,874,от агента,"кирпичный, 2016 г.",2 этаж из 13,,"82.2 м2, жилая: 44.6 м2, кухня: 11.2 м2",,индивид. планировка,центральное,,,,раздельный,,бронированная,,,,,,,магистральный,,"домофон,                                             охрана",,ламинат,,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             встроенная кухня",,,,"

                                    Описание от продавца                            
Продаю 3кв, в готовом доме, мкр.Джал-29, 2/13, площадь 82м2, все коммуникации центральные, евро ремонт, частично с мебелью
","""42.83""","""74.5742""",https://www.house.kg/details/23939205f2445ea34e0b3-01537205
"Дом, 4-комн., 87 м2","Бишкек, Салиева/Буденного",$ 130 000,11 024 000 сом,$ 1 494/м2,126 713 сом/м2,Добавлено 2 месяца назад,Поднято 4 часа назад,273,от агента,"шлакоблочный, 1993 г.",,1,87 м2,10 соток,,смешанное,хорошее,,,совмещенный,,,,,,,,,магистральный,,,,,,"хозпостройки,                                             гараж",,,,"

                                    Описание от продавца                            
Продаю дом по , трассе, с удобствами, Салиева-Буденного, 87м2, 9.86сот, ц/к, газ, 3ф, времянка, гараж, в хорошем состоянии,  130т.$,
","""42.8844""","""74.6419""",https://www.house.kg/details/8498255601bedb5a52e86-05109173
"Дом, 3-комн., 52.6 м2","Бишкек, Ж.Жолу/Буденного",$ 31 500,2 671 200 сом,$ 599/м2,50 783 сом/м2,Добавлено 8 месяцев назад,Поднято 4 часа назад,1785,от агента,"кирпичный, 1988 г.",,1,"52.6 м2, жилая: 30.6 м2, кухня: 9.9 м2",1.4 соток,,смешанное,хорошее,,,совмещенный,,,,,,септик,центральное водоснабжение,есть,магистральный,,,,,,пластиковые окна,,,,"

                                    Описание от продавца                            
Продаю дом, в районе Алам.рынка, 1.4сотки, 3 комн. кирпич, 53м2, 1988 года постройки, с удобствами, в хорошем состоянии.
Просим 31,5т.$, срочно, 0555 918069
","""42.891""","""74.6394""",https://www.house.kg/details/68691205f1b0be38d18b9-97495022
"3-комн. кв., 57 м2","Бишкек, 9 м-н, Донецкая",$ 42 500,3 604 000 сом,$ 746/м2,63 228 сом/м2,Добавлено 8 месяцев назад,Поднято 4 часа назад,1021,от агента,"панельный, 1963 г.",4 этаж из 4,,"57 м2, жилая: 43 м2, кухня: 6 м2",,104 серия,центральное,хорошее,,,совмещенный,балкон,бронированная,,,,,,,магистральный,,домофон,,дерево,,,,,,"

                                    Описание от продавца                            
Продаю 3кв,  104сер, 4/4, не угловая, 9мкр, (Донецкая), балкон застекленный, в хорошем состоянии,  просим 42500$
","""42.8372""","""74.606""",https://www.house.kg/details/48376245f21ab0b895296-23866936
"Дом, 4-комн., 77.2 м2","Бишкек, Белорусская/Жигулевская",$ 85 000,7 208 000 сом,$ 1 101/м2,93 368 сом/м2,Добавлено 8 месяцев назад,Поднято 4 часа назад,1521,от агента,"другое, 1960 г.",,1,77.2 м2,4 соток,,смешанное,хорошее,,,совмещенный,,,,,,возможно подведение,центральное водоснабжение,есть,магистральный,,,,линолеум,2.8 м.,"хозпостройки,                                             навес",нет,,,"

                                    Описание от продавца                            
Ан, продаю дом у удобствами, Белорусская-Жигулевская, 4сот, 4комн., 77м2, септик, баня, сан.узел в доме. Просим 85т.$
","""42.8464""","""74.6254""",https://www.house.kg/details/53281245f0e7d71012be9-02416281
"Участок, 8 соток","Бишкек, Рабочий Городок, Гагариана/Некрасова",$ 90 000,7 632 000 сом,,,Добавлено 5 часов назад,,2,от агента,,,,,8 соток,,,,,,,,,,"свет,                                             газ,                                             интернет,                                             вода,                                             канализация",,,,,,,,,,,"сад,                                             хозпостройки,                                             огорожен,                                             госакт,                                             удобно под коммерцию,                                             дом,                                             ровный,                                             удобный въезд,                                             все документы",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаю участок  7,7 сотки - ""Кр.Книга""..,7,94 сотки - по факту  + Дом. Ц/к. Газ-рядом. Отличные подьездные пути. Рабочий городок. ул.Гагарина/Некрасова    цена: 7,65 млн.сом.(90 000$) Торг... 0550897002 Ольга Юрьевна
","""42.8521""","""74.5674""",https://www.house.kg/details/6939367605c638eb61fa9-80026746
"Дом, 3-комн., 98 м2","Бишкек, Алыкулова",$ 83 000,7 038 400 сом,$ 847/м2,71 820 сом/м2,Добавлено 2 месяца назад,Поднято 5 часов назад,299,от агента,"каркасно-щитовой, 2019 г.",,1,98 м2,4 соток,,смешанное,евроремонт,,,совмещенный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,пустая,ламинат,,,,,,"

                                    Описание от продавца                            
Продаю новый дом,
ж/м  Ак-Орго, 4сот, 98м2, газ, 3ф, евро ремонт под ключ, 2019г, все удобства, цена 83т.$ окончательно,
","""42.8243""","""74.4953""",https://www.house.kg/details/614714560151a05a21e33-04731659
"Дом, 4-комн., 75 м2","Бишкек, Ж.Пудовкина-Медерова",$ 100 000,8 480 000 сом,$ 1 333/м2,113 067 сом/м2,Добавлено 2 месяца назад,Поднято 5 часов назад,406,от агента,"другое, 1953 г.",,1,75 м2,4.12 соток,,смешанное,требует ремонта,,,,,,,,,возможно подведение,центральное водоснабжение,есть,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Продаю дом, а  районе Ж.Пудовкина (трасса), чуть ниже Медерова, дом саман, канализация центральная рядом,   есть газ, 3 фазы,  75.3м2,  без ремонта, чисто.  Можно под строительство
","""42.8526""","""74.6163""",https://www.house.kg/details/38981745fffdff8e06c93-95623726
"Дом, 5-комн., 124 м2","Бишкек, Кропоткина-Жигулевская",$ 128 000,10 854 400 сом,$ 1 032/м2,87 535 сом/м2,Добавлено 4 месяца назад,Поднято 5 часов назад,694,от агента,"кирпичный, 1998 г.",,1,124 м2,4 соток,,смешанное,хорошее,,,совмещенный,,,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Продаю добротный дом кирпичный, в хорошем состоянии, Кропоткина-Жигулевская, 4.3 сотки, центральная канализация, 3ф, баня, сан.узел, гараж, есть подвал
","""42.848""","""74.6272""",https://www.house.kg/details/43197865fcba7b09872d8-46644098
"Дом, 2-комн., 45 м2","Бишкек, Ак-Орго ж/м/Л. Толстого /Б. Алыкулова",$ 55 000,4 664 000 сом,$ 1 222/м2,103 644 сом/м2,Добавлено 22 дня назад,Поднято 5 часов назад,614,от агента,другое,,1,45 м2,4 соток,,,,,,,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,,,,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Срочно продаётся дом 2 ком прихожка. Все удобства в доме.Все коммуникации центральное.На первый линии под бизнес!
","""42.8618""","""74.5108""",https://www.house.kg/details/1428494603f2ac97fb908-99072361
"4-комн. кв., 184 м2","Бишкек, Эркиндик-Токтогула Эркиндик-Токтогула/Эркиндик-Токтогула",$ 280 000,23 744 000 сом,$ 1 522/м2,129 043 сом/м2,Добавлено 4 месяца назад,Поднято 5 часов назад,693,от агента,"кирпичный, 2001 г.",2 этаж из 4,,184 м2,,индивид. планировка,центральное,евроремонт,,,2 с/у и более,балкон,бронированная,паркинг,,,,,,магистральный,,,,паркет,,пластиковые окна,,,,"

                                    Описание от продавца                            
Продаю 4кв, в центре, Тыныстанова-Токтогула-Эркиндик, огороженный двор, 2/4, кирпич, 2001года постройки, 3 сан.узла, камин, подз.паркинг, 2 лоджии, все коммуникации центральные, в хорошем состоянии.
","""42.8718""","""74.6076""",https://www.house.kg/details/65766295fcba0fdcc6640-32482585
"Дом, 2-комн., 51 м2","Бишкек, Ленская",$ 22 500,1 908 000 сом,$ 441/м2,37 412 сом/м2,Добавлено 12 дней назад,Поднято 5 часов назад,139,от агента,другое,,1,"51 м2, жилая: 30 м2, кухня: 16 м2",,,на газе,хорошее,есть,проводной,нет,,,,,,септик,центральное водоснабжение,есть,магистральный,,,полностью меблирована,,,,,,,"

                                    Описание от продавца                            
Срочно продаётся пол дома. Первомайский район ул. Ленская. Рядом школы гос и частные дет. сады. В доме 2 комнаты +кухня +
ванна и прихожая. Имеется гор тел интернет.Дом продаётся с мебелью.
","""42.8953""","""74.5516""",https://www.house.kg/details/2622548604c360d1735a2-60395040
"3-комн. кв., 62 м2","Бишкек, 12 м-н",$ 47 000,3 985 600 сом,$ 758/м2,64 284 сом/м2,Добавлено 4 месяца назад,Поднято 5 часов назад,535,от агента,"панельный, 1989 г.",9 этаж из 9,,62 м2,,105 серия,центральное,среднее,,,раздельный,,бронированная,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3кв, 12микр, 9/9, в хорошем состоянии, не угловая. Общая площадь 62м2
","""42.8175""","""74.6364""",https://www.house.kg/details/57648485fbfa07f1f8169-23284075
"Дом, 4-комн., 73 м2","Бишкек, Шлагбаум",$ 41 000,3 476 800 сом,$ 562/м2,47 627 сом/м2,Добавлено 1 месяц назад,Поднято 5 часов назад,235,от агента,"другое, 1956 г.",,1,73 м2,5.9 соток,,смешанное,требует ремонта,,,совмещенный,,,,,,возможно подведение,центральное водоснабжение,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю дом, р-н Шлагбаума, 6сот, кр/кн, без ремонта, сан. узел, баня, газ, 3ф, ц/к рядом, хоз. постройки, цена 41т. $, 0700 308900
","""42.8778""","""74.5577""",https://www.house.kg/details/888295760261c5d2f4421-24652310
"Коммерческая недвижимость, 30 м2","Бишкек, Верхний Джал м-н, Курчатова",$ 15 000,1 272 000 сом,$ 500/м2,42 400 сом/м2,Добавлено 4 месяца назад,Поднято 5 часов назад,1075,от агента,"кирпичный, 2018 г.",,9,30 м2,,,центральное,,,,,,,,,,,,,,,решетки на окнах,,,,,,,,"

                                    Описание от продавца                            
Продаю помещение в Джале, под бизнес, цоколь, 30м2, ремонт.
Сан.узел, центральная канализация, вход отдельный.
","""42.8335""","""74.5634""",https://www.house.kg/details/16380855fbf9afb9117f5-59642824
"1-комн. кв., 54 м2","Бишкек, Тимирязева/Рыскулова",$ 50 000,4 240 000 сом,$ 926/м2,78 519 сом/м2,Добавлено 4 месяца назад,Поднято 5 часов назад,534,от агента,"кирпичный, 2017 г.",6 этаж из 10,,54 м2,,индивид. планировка,центральное,евроремонт,,,раздельный,лоджия,,,,,,,,магистральный,,"домофон,                                             охрана",,,,пластиковые окна,,,,"

                                    Описание от продавца                            
Продаю 1кв, в новом доме, Уметалиева-Рыскулова, 6/10, 54м2, евро ремонт, большая лоджия на 2 комнаты, частично мебель
","""42.8789""","""74.5808""",https://www.house.kg/details/16439425fbf96c6d62b74-53953474
"2-комн. кв., 48 м2","Бишкек, Аламедин-1 м-н, Аламедин-1, Ауэзова/Салиева",$ 35 500,3 010 400 сом,$ 740/м2,62 717 сом/м2,Добавлено 7 месяцев назад,Поднято 5 часов назад,998,от агента,"панельный, 1981 г.",4 этаж из 5,,48 м2,,105 серия,центральное,хорошее,,,раздельный,лоджия,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 2кв, мкр.Аламедин-1, Салиева-Ауэзова, 105серии,4/5, не угловая, лоджия застекленная, в хорошем состоянии, 48м2, сан.узлы раздельные, хороший двор, просим 35500$, 0700 308900
","""42.8791""","""74.6892""",https://www.house.kg/details/28617485f4a9fe843f299-40128643
"Дом, 4-комн., 73 м2","Бишкек, Тюлебердиева/парк",$ 45 000,3 816 000 сом,$ 616/м2,52 274 сом/м2,Добавлено 7 месяцев назад,Поднято 5 часов назад,1155,от агента,шлакоблочный,,1,73 м2,3 соток,,смешанное,евроремонт,,,совмещенный,,,,,,возможно подведение,,,магистральный,,,,,,"пластиковые окна,                                             хозпостройки,                                             навес",,,,"

                                    Описание от продавца                            
Продаю дом, ул.Тюлебердиева, рядом с новым парком, 4 комнаты 3.6 сот, красная книга, сан.узел в доме, баня, хоз.постройки, общая площадь 73м2, центр.канализация рядом, газ, 3 фазы, в хорошем состоянии. Просим 45т.$, срочно!
","""42.8997""","""74.5776""",https://www.house.kg/details/38816345f41eb9ddd3c87-92926958
