title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"3-комн. кв., 87.71 м2","Бишкек, Калык Акиева/Фрунзе",$ 52 626,4 462 685 сом,$ 600/м2,50 880 сом/м2,Добавлено 2 месяца назад,Поднято 10 дней назад,218,от собственника,"монолитный, 2020 г.",10 этаж из 10,,87.71 м2,,индивид. планировка,на газе,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,есть,,обмен на авто,"

                                    Описание от продавца                            
2-3хкомнатные квартиры в ЖК ""Мурас"" от строительной компании ""Royal Construction""

Калыка Акиева 155(пересекает Фрунзе)

72,72м2-10 этаж(2хком. кв.)
88,04м2-7 этаж(2хком.кв.)
121,33м2-8 этаж(3хком.кв.)
87,71м2-10этаж(3хком.кв.)

Отличная инфраструктура,в шаговой доступности:
Средние школы;
Детские сады;
Супермаркеты;
Мед.центры;
Кафе;
Фитнес центры;
Парки.

Уютный внутренный дворик;
гостевой паркинг;
Охраняемая зона.


Цена:600$
Возможность рассрочки
Обмен на авто 

Сдан ПСО 
Имеется техпаспорт 



По всем вопросам:
+996705060971(есть ватсап)
+996550224884
","""42.8833""","""74.5786""",https://www.house.kg/details/8885312601e63554a26b6-74168769
"3-комн. кв., 99.54 м2","Бишкек, ул.Жумабека 219 / ул.Турусбекова",$ 59 724,5 064 595 сом,$ 600/м2,50 880 сом/м2,Добавлено 2 месяца назад,Поднято 10 дней назад,252,от собственника,"монолитный, 2022 г.",10 этаж из 12,,99.54 м2,,индивид. планировка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,есть,,обмен на авто,"

                                    Описание от продавца                            
Продаю 3хкомнатную квартиру в ЖК""Кыял"" от СК Марко строй.

Ул.Жумабека 219/Турусбекова
10 этаж из 12.
99.54м2
Развитая инфраструктура. Все коммуникации центральные.
В шаговой доступности:
средние школы;
детские сады;
продуктовые магазины;
ТЦ;
Аллея молодежи.
Сдача ПСО конец 2021года.
Цена за м2 600$.
Возможность рассрочки;
Обмен на авто.

+996705060971(есть ватсап)
+996550224884
","""42.8771""","""74.5847""",https://www.house.kg/details/875081601ba57ae84c60-94886449
"2-комн. кв., 88.04 м2","Бишкек, Фрунзе-Калыка Акиева",$ 52 824,4 479 475 сом,$ 600/м2,50 880 сом/м2,Добавлено 2 месяца назад,Поднято 10 дней назад,219,от собственника,"монолитный, 2020 г.",7 этаж из 10,,88.04 м2,,индивид. планировка,на газе,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,есть,,обмен на авто,"

                                    Описание от продавца                            
2-3хкомнатные квартиры в ЖК ""Мурас"" от строительной компании ""Royal Construction""

Калыка Акиева 155(пересекает Фрунзе)

72,72м2-10 этаж(2хком. кв.)
88,04м2-7 этаж(2хком.кв.)
121,33м2-8 этаж(3хком.кв.)
87,71м2-10этаж(3хком.кв.)

Отличная инфраструктура,в шаговой доступности:
Средние школы;
Детские сады;
Супермаркеты;
Мед.центры;
Кафе;
Фитнес центры;
Парки.

Уютный внутренный дворик;
гостевой паркинг;
Охраняемая зона.


Цена:600$
Возможность рассрочки
Обмен на авто 

Сдан ПСО 
Имеется техпаспорт 



По всем вопросам:
+996705060971(есть ватсап)
+996550224884
","""42.8833""","""74.5786""",https://www.house.kg/details/6807035601e626b546a64-32168939
"3-комн. кв., 121.33 м2","Бишкек, Калык Акиева/Фрунзе",$ 72 798,6 173 270 сом,$ 600/м2,50 880 сом/м2,Добавлено 2 месяца назад,Поднято 10 дней назад,234,от собственника,"монолитный, 2020 г.",8 этаж из 10,,121.33 м2,,индивид. планировка,на газе,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,есть,,обмен на авто,"

                                    Описание от продавца                            
2-3хкомнатные квартиры в ЖК ""Мурас"" от строительной компании ""Royal Construction""

Калыка Акиева 155(пересекает Фрунзе)

72,72м2-10 этаж(2хком. кв.)
88,04м2-7 этаж(2хком.кв.)
121,33м2-8 этаж(3хком.кв.)
87,71м2-10этаж(3хком.кв.)

Отличная инфраструктура,в шаговой доступности:
Средние школы;
Детские сады;
Супермаркеты;
Мед.центры;
Кафе;
Фитнес центры;
Парки.

Уютный внутренный дворик;
гостевой паркинг;
Охраняемая зона.


Цена:600$
Возможность рассрочки
Обмен на авто 

Сдан ПСО 
Имеется техпаспорт 



По всем вопросам:
+996705060971(есть ватсап)
+996550224884
","""42.8833""","""74.5786""",https://www.house.kg/details/5829654601e62efde4cc6-77264351
"2-комн. кв., 99.66 м2","Бишкек, Токомбаева/Куттубаева",$ 71 755,6 084 841 сом,$ 720/м2,61 056 сом/м2,Добавлено 4 месяца назад,Поднято 10 дней назад,422,от собственника,"монолитный, 2021 г.",11 этаж из 13,,99.66 м2,,элитка,,,,,,,,,,,,,,,,,,,3 м.,,есть,,обмен на авто,"

                                    Описание от продавца                            
Квартиры от подрядчиков в ЖК ""Асанбай сити"" от СК ""Тулпар строй"" и ""Эмарк строй""

А.Токомбаева (Южная Магистраль)(напротив ресторана ""Барашек"").

Отличная инфраструктура и месторасположение в южной части города, уютный внутренный дворик, закрытая охраняемая зона, подземный паркинг, гостевой паркинг, детский городок, оздоровительный комплекс.

Срок сдачи- конец 2021года.
","""42.8172""","""74.6238""",https://www.house.kg/details/12187885fd0b20a198948-65079340
"3-комн. кв., 112 м2","Бишкек, Пр.Ч.Айтматова 100",$ 78 400,6 648 320 сом,$ 700/м2,59 360 сом/м2,Добавлено 3 месяца назад,Поднято 10 дней назад,506,от агента,"монолитный, 2021 г.",8 этаж из 14,,112 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3.2 м.,,есть,,,"

                                    Описание от продавца                            
Квартиры от подрядчиков в ЖК ""Южный"" от СК ""IHLAS""

Пр.Ч.Айтматова 100.

Квартира находится в блоке ""Ж"" восточной части комплекса.

Окна выходят на восток и запад что гарантирует освещенность квартиры.

Отличная инфраструктура и месторасположение в южной части города, двор без машин, охраняемая территория, подземный паркинг, спортивные площадки, индивидуальный дизайн холлов.

Срок сдачи- конец 2021года.
","""42.82""","""74.5854""",https://www.house.kg/details/18697945fd3451dec7c14-84598081
"3-комн. кв., 123.93 м2","Бишкек, Токомбаева/Куттубаева",$ 89 230,7 566 670 сом,$ 720/м2,61 056 сом/м2,Добавлено 4 месяца назад,Поднято 10 дней назад,424,от собственника,"монолитный, 2021 г.",13 этаж из 13,,123.93 м2,,элитка,,,,,,,,,,,,,,,,,,,3 м.,,есть,,обмен на авто,"

                                    Описание от продавца                            
Квартиры от подрядчиков в ЖК ""Асанбай сити"" от СК ""Тулпар строй"" и ""Эмарк строй""

А.Токомбаева (Южная Магистраль)(напротив ресторана ""Барашек"").

Отличная инфраструктура и месторасположение в южной части города, уютный внутренный дворик, закрытая охраняемая зона, подземный паркинг, гостевой паркинг, детский городок, оздоровительный комплекс.

Срок сдачи- конец 2021года.
","""42.8172""","""74.6238""",https://www.house.kg/details/88778665fd0b302bd5357-58910446
"3-комн. кв., 60 м2","Бишкек, Золотой квадрат, Панфилова/Токтогула",$ 54 000,4 579 200 сом,$ 900/м2,76 320 сом/м2,Добавлено 10 дней назад,,37,от агента,кирпичный,1 этаж из 4,,60 м2,,индивид. планировка,центральное,евроремонт,возможно подключение,проводной,совмещенный,нет,бронированная,,,,,,,магистральный,,,пустая,,,,нет,,,"

                                    Описание от продавца                            
Очень срочно продаю 3х квартиру индивидуального проекта в  центре на пересечении улиц Панфилова и Токтогула. 
 Квартира на 1/4эт., 60м2
Квартира после свежего ремонта. Сан узел совмещённый.
Все коммуникации центральные.
Огороженный двор, детская площадка.
Расположение дома 👍
Чистый подъезд
Все в шаговой доступности
Цена 54000$+торг
0559 17-88-87
0500 15-44-47
","""42.8724""","""74.6""",https://www.house.kg/details/2839871604f5f9373e349-82057849
"1-комн. кв., 29 м2","Бишкек, Западный автовокзал",$ 17 800,1 509 440 сом,$ 614/м2,52 050 сом/м2,Добавлено 27 дней назад,Поднято 10 дней назад,215,от агента,кирпичный,1 этаж из 2,,29 м2,,индивид. планировка,электрическое,хорошее,,,,нет,бронированная,,,,,,,,,,пустая,ламинат,,"пластиковые окна,                                             улучшенная",нет,нет,,"

                                    Описание от продавца                            
Продается 1 ком. кв. 1/2 эт.  Индивидуалка 
Комунарова/Жибек Жолу
1963г. постройки. Кирпичный дом.
Sо - 29м2 
Дверь бронированная, окна пластиковые, потолки гипсокартон, полы - ламинированные. Межкомнатные двери деревянные. Хорошее состояние.
Сан узел 100% кафель, центральная канализация, отопление - газ+электро. 
Цена 17,800$
","""42.8846""","""74.57""",https://www.house.kg/details/53998366038c0e26facc4-06980839
"Коммерческая недвижимость, 300 м2",Бишкек,$ 95 000,8 056 000 сом,$ 317/м2,26 853 сом/м2,Добавлено 23 дня назад,Поднято 10 дней назад,116,от агента,,,,300 м2,,,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается  функционирующая автомойка с трехкомнатным домом швейным цехом (на 50м2) Район Ленинской налоговой.
Мойка - 2 бокса, крытые. Канализация. Удобное расположение. Действующий бизнес.
Дом - 3 комнаты, ремонт, сан. узлы раздельные. - 100% кафель. Все условия для проживания. Дом огорожен. Жилая площадь 70,5м2. Участок 3 сотки.
Цена 95000$
","""42.848""","""74.5388""",https://www.house.kg/details/735294603e033c0a7cf6-10428054
"2-комн. кв., 52 м2","Бишкек, Гоин",$ 30 000,2 544 000 сом,$ 577/м2,48 923 сом/м2,Добавлено 11 дней назад,Поднято 10 дней назад,113,от агента,кирпичный,1 этаж из 2,,52 м2,,индивид. планировка,без отопления,евроремонт,,,,,,,,,,,,магистральный,,,частично меблирована,,,"неугловая,                                             удобно под бизнес",,,,"

                                    Описание от продавца                            
Срочно! Продаю 2х комнатную квартиру барачного типа. В центре города, Жибек-Жолу/советская. Район ""гоина"". 2006 кирпич. 
Большая кухня. С/у внутри. Газ, горячая вода. 1/2 этаж.  
Оставляем кровать, кухонный гарнитур, холодильник. Есть времянка. Можно использовать как бизнес - под швейный например. Можно жить самим или заселить квартирантов. Торг есть Цена квартиры 30000$
","""42.8849""","""74.6118""",https://www.house.kg/details/598315604eeba9978d07-02533437
"1-комн. кв., 32 м2","Бишкек, Абдрахманова 176/Киевская",$ 33 000,2 798 400 сом,$ 1 031/м2,87 450 сом/м2,Добавлено 6 месяцев назад,Поднято 10 дней назад,476,от собственника,"панельный, 1989 г.",7 этаж из 12,,"32 м2, жилая: 16.6 м2, кухня: 7.2 м2",,индивид. планировка,центральное,среднее,есть,,совмещенный,лоджия,металлическая,паркинг,,,,,,нет,,,частично меблирована,,,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Продается 1 комнатная квартира! Без посредников! Самый центр города! Киевская-Советская 7/12 эт.  
32 кв.м полезной площади и 6 кв.м лоджия, индивидуальное строение, год постройки 1989, материал стен ж/б,  электрофицированный дом,  лифт,  ТСЖ,  застекленная лоджия,  стеклопакеты,  квартира теплая, тихая, двойные двери,  кладовка,  совмещенный сан. узел,  состояние хорошее,  один хозяин, не сдавалась,  окна выходят на запад во двор,  развязка транспорта по всем маршрутам,  двор огорожен и оснащен электронными дверями, установлен домофон. 
При осмотре торг уместен,  так же рассматриваю обмен на 2х комнатную квартиру в районе Политеха.
","""42.874""","""74.6108""",https://www.house.kg/details/67859145f774e1fb14c01-05922306
"Коммерческая недвижимость, 8 м2","Бишкек, Проспект Чингиза Айтматова 62/Сухомлинова",$ 2 123,180 000 сом,$ 265/м2,22 500 сом/м2,Добавлено 2 месяца назад,Поднято 10 дней назад,424,от собственника,другое,,3,8 м2,,,,среднее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
СРОЧНО!!!  в связи с выездом! Продаю магазин разливных напитков! Готовый бизнес! Центральная трасса! Район Политеха!  В связи с переездом!  
Магазин работает  бесперебойно 7,5 лет (и зимой и летом),  есть наработанные постоянные клиенты и проверенные годами поставщики, имеются странички магазина в инстаграме и одноклассниках, есть свое оборудование (газ балон, шланги, охладители,  стойки, ключи,  пегасы, холодильник,  кондиционер, шкафы, полочки) ,  оснащен решетками,  замками,  сигнализацией - как охраны ""Слон"" с тревожной кнопкой, так и противопожарной, на улице и внутри основного магазина имеются камеры, светящаяся вывеска которую видно из далека и баннеры... 
Часть товара останется новому владельцу в подарок,  приходи и работай!
само помещение в аренде - надо будет отдельно оплачивать аренду хозяевам основного  магазина,  свет по счетчику и в налоговую и соц.фонд... это пристройка к основному магазину Асыл  (капитальное строение). 
выход на всех поставщиков гарантирую! связи обеспечу.  
все вопросы по телефону - Наталья. звоните, пишите.
","""42.8469""","""74.5867""",https://www.house.kg/details/74243406000182816cb56-26668590
"Участок, 14 соток","Бишкек, Арча-Бешик ж/м,  ул. 27 линия/И.Ахунбаева.",$ 187 000,15 857 600 сом,,,Добавлено 1 месяц назад,Поднято 10 дней назад,286,от собственника,,,,,14 соток,,,,,,,,,,"свет,                                             газ,                                             интернет,                                             вода,                                             канализация",в городе,,,,,,,,,,,,,,"

                                    Описание от продавца                            
14 сот все комм.
","""42.8415""","""74.5588""",https://www.house.kg/details/42287266034c809cdc278-60116141
"3-комн. кв., 65 м2","Бишкек, Восток-5 м-н",$ 45 000,3 816 000 сом,$ 692/м2,58 708 сом/м2,Добавлено 10 дней назад,,33,от собственника,панельный,5 этаж из 5,,65 м2,,105 серия,центральное,хорошее,,,раздельный,лоджия,металлическая,,,,,,,магистральный,,"домофон,                                             кодовый замок",,,,"пластиковые окна,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",,,,"

                                    Описание от продавца                            
Срочно продаётся 3 ком. кв 105 серии с ремонтом Восток 5
","""42.8746""","""74.6337""",https://www.house.kg/details/9497928604f51fa5af377-12521961
"3-комн. кв., 87 м2","Бишкек, ул. Ажыбек-Баатыра, 10в",$ 83 000,7 038 400 сом,$ 954/м2,80 901 сом/м2,Добавлено 10 дней назад,,53,от агента,монолитный,7 этаж из 12,,87 м2,,элитка,центральное,хорошее,возможно подключение,,раздельный,,бронированная,паркинг,,,,,,,,,частично меблирована,,3 м.,,,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продается 3-ком квартира,в элитном доме.
Ак-кеме ,СК""Ихлас "",""Касабелла""
Евро-ремонт
Общая площадь-87м2
Этаж 7/12
Дом заселен
Коммуникации подведены , подключены
Отличный район, чистый воздух ,парки ,Велотреки

Цена : 83000$
","""42.8403""","""74.5822""",https://www.house.kg/details/397267604f4ca1a65f64-83229620
"3-комн. кв., 100 м2","Бишкек, Боконбаева/Калык А",$ 55 000,4 664 000 сом,$ 550/м2,46 640 сом/м2,Добавлено 10 дней назад,,73,от агента,монолитный,13 этаж из 15,,100 м2,,элитка,,под самоотделку (псо),,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3х ком. кв. ПСО 100 m2 13/15Боконбаева/ Калык А.  все коммуникации центральные, кирпич монолит, два сан узла, солнечная сторона, витражные окна. Договорная  Тел:0556448884
","""42.845""","""74.5803""",https://www.house.kg/details/6358716604f4c4342dff8-23586478
"3-комн. кв., 69 м2","Бишкек, Вечерка",$ 56 500,4 791 200 сом,$ 819/м2,69 438 сом/м2,Добавлено 10 дней назад,,60,от собственника,панельный,1 этаж из 9,,69 м2,,106 серия,центральное,евроремонт,,,,,,,,,,,,,,,,,,,,есть,,"

                                    Описание от продавца                            
Продаю 3 комнатную квартиру 106 серии
Боконбаева / Усенбаева , ""Вечёрка""
1 этаж из 9
Площадь 68,6 М2 
Центральные коммуникации
В квартире всё оставляем 
Цена 56 500 $
","""42.8661""","""74.6126""",https://www.house.kg/details/5189377604f4bb0b6dee0-40630370
"1-комн. кв., 34 м2","Бишкек, 10 м-н",$ 32 500,2 756 000 сом,$ 956/м2,81 059 сом/м2,Добавлено 21 день назад,Поднято 10 дней назад,87,от агента,панельный,1 этаж из 5,,34 м2,,105 серия,центральное,хорошее,возможно подключение,adsl,совмещенный,лоджия,бронированная,,,,,,,магистральный,,,частично меблирована,,,,,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продается 1к квартира 
В 10 мкрн
105серии
Этаж 1 из 5
Площадь 34м2
С мебелью и техникой 
Хорошая транспортная развязка 

Цена 32500$
","""42.8312""","""74.6038""",https://www.house.kg/details/77919786041b03a027ea7-54048879
"1-комн. кв., 35 м2","Бишкек, восток5",$ 28 500,2 416 800 сом,$ 814/м2,69 051 сом/м2,Добавлено 1 месяц назад,Поднято 10 дней назад,105,от агента,кирпичный,5 этаж из 5,,35 м2,,105 серия,центральное,среднее,возможно подключение,adsl,,,,,,,,,,магистральный,,,частично меблирована,,,,,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продается 1 комнатная квартира в районе Восток-5
105 СЕРИЯ
Общая площадь-34м2
Этаж-5/5
угловая
Все коммуникации центральные
Состояние хорошее,
Тихий район,с развитой инфраструктурой:школа, детские сады, гипермаркет  и т.д.
Детская площадка
Цена-28500долл.
","""42.8781""","""74.6317""",https://www.house.kg/details/7696496602fbca9917552-25956071
"1-комн. кв., 34 м2","Бишкек, 5 м-н",$ 33 800,2 866 240 сом,$ 994/м2,84 301 сом/м2,Добавлено 17 дней назад,Поднято 10 дней назад,87,от агента,кирпичный,2 этаж из 5,,34 м2,,индивид. планировка,центральное,хорошее,возможно подключение,adsl,совмещенный,лоджия,бронированная,,,,,,,магистральный,,,частично меблирована,,,,,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продается 1-комнатная квартира, индивидуальная,в 5-мкр.Этаж -2/5, неугловая,новый ремонт, мебель,техника.Лоджия застеклена.На площадке 3-квартиры.Вся инфраструктура в шаговой доступности!!!

Цена-33800долл.
","""42.8319""","""74.6266""",https://www.house.kg/details/4210564604705e2964fe1-40882634
"1-комн. кв., 43 м2","Бишкек, калык акиева/фрунзе",$ 40 500,3 434 400 сом,$ 942/м2,79 870 сом/м2,Добавлено 3 месяца назад,Поднято 10 дней назад,435,от собственника,кирпичный,8 этаж из 10,,43 м2,,элитка,центральное,евроремонт,есть,,совмещенный,балкон,бронированная,паркинг,,,,,,магистральный,,,полностью меблирована,,3 м.,,,,рассмотрю варианты,"

                                    Описание от продавца                            
СРОЧНО! ОЧЕНЬ СРОЧНО ПРОДАЮ!!!
Если вы в поиске роскошной и комфортной квартиры с отличным дизайном , то вы пришли по адресу 
Продаётся Квартира в тихом центре на улице Калык Акиева/фрунзе. 
Просторная 1-комнатная квартира. Все в шаговой доступности школы , детские сады , поликлиники , магазины , хорошая транспортная развязка , все центральные коммуникации.
Место, куда Вы будете с гордостью звать гостей и не только.
Квартиру делали для себя , в качестве ремонта и отделки можете не беспокоится, закрытый двор с детской площадкой .
Застройщик НБК.

☑ 8 из 10 тёплая и уютная квартира .

☑ 43 м2/Новостройка
(НБК строй)  

☑ хороший ремонт  
 
☑ сан.узел совмещённый   

☑ полный пакет документов 

Вам повезло с ценой!
 40 500USD с МЕБЕЛЬЮ( по телефону не торгуюсь) 
0707660879
","""42.882""","""74.5782""",https://www.house.kg/details/44748575feb1c90c17dd1-17779845
"2-комн. кв., 48 м2","Бишкек, рыскулова/молодая гвардия",$ 40 000,3 392 000 сом,$ 833/м2,70 667 сом/м2,Добавлено 21 день назад,Поднято 10 дней назад,70,от агента,панельный,1 этаж из 5,,48 м2,,105 серия,центральное,хорошее,возможно подключение,adsl,раздельный,лоджия,бронированная,,,,,,,магистральный,,,частично меблирована,,,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю 2к квартиру 
Молодая гвардия/Рыскулова
105 серии
Площадь 48м2
Этаж 1 из 5
Не углавая
Частично с мебелью 
Состояние хорошее 
Хорошая транспортная развязка 

Цена: 40 000$
","""42.8782""","""74.5754""",https://www.house.kg/details/6126396040f5cc34f022-66130900
"3-комн. кв., 52 м2","Бишкек, Политех",$ 43 500,3 688 800 сом,$ 837/м2,70 938 сом/м2,Добавлено 2 месяца назад,Поднято 10 дней назад,177,от собственника,панельный,2 этаж из 4,,52 м2,,индивид. планировка,центральное,хорошее,,adsl,,,,,,,,,,,,,,,,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Продается 3-х комнатная квартира в Политехе
Индивидуальный проект
Общая площадь-52м2
Этаж-2/4
Все коммуникации центральные
Состояние хорошее,
Тихий район,с развитой инфраструктурой:школа, детские сады, гипермаркет  и т.д.
Детская площадка
Цена-43500долл.
","""42.845""","""74.5876""",https://www.house.kg/details/1777441601e7cc65bc806-98481211
"4-комн. кв., 113 м2","Бишкек, Ак Кеме, ул. Ажыбек-Баатыра, 10в",$ 102 000,8 649 600 сом,$ 903/м2,76 545 сом/м2,Добавлено 1 месяц назад,Поднято 10 дней назад,215,от агента,"монолитный, 2018 г.",9 этаж из 12,,113 м2,,элитка,центральное,евроремонт,возможно подключение,adsl,совмещенный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             видеонаблюдение",частично меблирована,ламинат,3 м.,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Продается 4-х комнатная квартира в элитном доме,в районе Ак-Кеме
Застройщик-СК ""Ихлас""
ЖК-""Касабелла""
Общая площадь-113м2
Этаж-9/12
Всё коммуникации центральные
Техпаспорт имеется
Квартира с новым ремонтом, мебель остается

Цена-102000долл.
","""42.8403""","""74.5822""",https://www.house.kg/details/12310266033c21981e313-03435624
"3-комн. кв., 104 м2","Бишкек, ул. Панфилова / ул. Чуйкова",$ 83 000,7 038 400 сом,$ 798/м2,67 677 сом/м2,Добавлено 3 месяца назад,Поднято 10 дней назад,357,от собственника,монолитный,7 этаж из 12,,104 м2,,элитка,центральное,евроремонт,есть,adsl,раздельный,,бронированная,,,,,,,магистральный,,видеодомофон,частично меблирована,,3 м.,кухня-студия,,,,"

                                    Описание от продавца                            
Продаётся Квартира в одном из лучших районов города , а именно Панфилова 124.
Большой семье - просторная 3-х комнатная квартира СТУДИЯ. Все в шаговой доступности , школы  , детские сады , поликлиники , магазины , хорошая транспортная развязка , все центральные коммуникации.
Место, куда Вы будете с гордостью звать гостей и не только.
Квартиру делали для себя , в качестве ремонта и отделки можете не беспокоится.

☑ 7 из 12 если вы думаете , что в квартире сыро , спешу вас удивить  сказав , что это не так , в квартире нету сырости , тёплая и уютная квартира .

☑ 100 м2/Застройщик Памир строй

☑ не угловая 

☑ хороший ремонт , Встроенная кухонная мебель

☑ сан. узел раздельный 100% кафель 

☑ полный пакет документов 

Вам повезло с ценой!
Звоните сейчас, завтра цены будут дороже: 83.000 USD , торг в пределах разумного ( по телефону не торгуюсь)
","""42.865""","""74.5998""",https://www.house.kg/details/3042615ff55019697649-16525780
"3-комн. кв., 58 м2","Бишкек, 8 м-н",$ 45 000,3 816 000 сом,$ 776/м2,65 793 сом/м2,Добавлено 2 месяца назад,Поднято 10 дней назад,365,от собственника,панельный,2 этаж из 4,,58 м2,,104 серия,центральное,хорошее,есть,,совмещенный,,,,,,,,,магистральный,,,частично меблирована,,,,,,рассмотрю варианты,"

                                    Описание от продавца                            
!! ПО ТЕЛЕФОНУ НЕ ТОРГУЮСЬ !! 
Если вы в поиске   квартиры  , то вы пришли по адресу 
Продаётся Квартира в одном из лучших районов города , а именно 8-мкрн. 
Просторная 3 комнатная квартира. Все в шаговой доступности школы , детские сады , поликлиники , магазины , хорошая транспортная развязка 
Место, куда Вы будете с гордостью звать гостей и не только.


☑Этаж 2 из 4 тёплая и уютная квартира (Не углавая).

☑ 58 м2/ 104 серия

☑ сан.узел совмещённый 100% кафель 

☑ полный пакет документов 

Вам повезло с ценой!
 45.000USD , торг в пределах разумного ( по телефону не торгуюсь)
","""42.8323""","""74.611""",https://www.house.kg/details/536012600bc120012fc7-61514223
"Дом, 6 и более комнат, 120 м2","Бишкек, Волкова/Садыгалиева",$ 135 000,11 448 000 сом,$ 1 125/м2,95 400 сом/м2,Добавлено 2 месяца назад,Поднято 10 дней назад,483,от собственника,"кирпичный, 2015 г.",,2,120 м2,6 соток,,смешанное,хорошее,возможно подключение,,совмещенный,,,,,,возможно подведение,центральное водоснабжение,есть,возможно подключение,,,полностью меблирована,ламинат,3 м.,,,,обмен не предлагать,,"""42.8785""","""74.5179""",https://www.house.kg/details/8184836600e88146db5f8-15220072
"1-комн. кв., 43 м2","Бишкек, Калык-Акиева/фрунзе",$ 41 500,3 519 200 сом,$ 965/м2,81 842 сом/м2,Добавлено 3 месяца назад,Поднято 10 дней назад,457,от агента,кирпичный,8 этаж из 10,,43 м2,,элитка,центральное,евроремонт,есть,проводной,совмещенный,балкон,бронированная,паркинг,,,,,,магистральный,,,полностью меблирована,,,,,есть,рассмотрю варианты,"

                                    Описание от продавца                            
СРОЧНО! ОЧЕНЬ СРОЧНО ПРОДАЮ!!!
Если вы в поиске роскошной и комфортной квартиры с отличным дизайном , то вы пришли по адресу 
Продаётся Квартира в районе Калык Акыева  
Просторная 1-к комнатная квартира. Все в шаговой доступности школы , детские сады , поликлиники , магазины , хорошая транспортная развязка , все центральные коммуникации.
Место, куда Вы будете с гордостью звать гостей и не только.
Квартиру делали для себя , в качестве ремонта и отделки можете не беспокоится. Большой , закрытый двор с детской площадкой и круглосуточной охраной.

☑ 8 из 10тёплая и уютная квартира .

☑ 43 м2/Новостройка
 

☑ хороший ремонт , с мебелью и техникой 

☑ сан.узел совмещённый   

☑ полный пакет документов 

Вам повезло с ценой!
 41 500.000USD  ( по телефону не торгуюсь)
","""42.8826""","""74.5802""",https://www.house.kg/details/5615415fe6ce3643c233-02398034
"2-комн. кв., 73 м2","Бишкек, Асанбай м-н",$ 59 500,5 045 600 сом,$ 815/м2,69 118 сом/м2,Добавлено 2 месяца назад,Поднято 10 дней назад,193,от собственника,монолитный,3 этаж из 4,,73 м2,,элитка,центральное,хорошее,есть,adsl,раздельный,,,,,,,,,магистральный,,,,,,,есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
!! ПО ТЕЛЕФОНУ НЕ ТОРГУЮСЬ !! 
Если вы в поиске   квартиры  , то вы пришли по адресу 
Продаётся Квартира в одном из лучших районов города , а именно Асанбай. 
Просторная 2 комнатная квартира. Все в шаговой доступности школы , детские сады , поликлиники , магазины , хорошая транспортная развязка. 
Застройщик ""Дианур""

☑Этаж 3 из 4 тёплая и уютная квартира .

☑ 73 м2/ Новостройка
Застройщик ""Дианур""

☑ сан.узел раздельный 100% кафель 

☑ полный пакет документов 

Вам повезло с ценой!
59.500USD , торг в пределах разумного ( по телефону не торгуюсь)
","""42.8186""","""74.6248""",https://www.house.kg/details/787964460127fbf9218f9-11086863
"3-комн. кв., 87 м2","Бишкек, ул. Ажыбек-Баатыра, 10в",$ 83 000,7 038 400 сом,$ 954/м2,80 901 сом/м2,Добавлено 10 дней назад,,38,от собственника,"монолитный, 2018 г.",7 этаж из 12,,87 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продается 3-ком квартира,в элитном доме.
Ак-кеме ,СК""Ихлас "",""Касабелла""
Евро-ремонт
Общая площадь-87м2
Этаж 7/12
Дом заселен
Коммуникации подведены , подключены
Отличный район, чистый воздух ,парки ,Велотреки

Цена : 83000$
","""42.8403""","""74.5822""",https://www.house.kg/details/3037515604f434e74f041-32612274
